"statistic, pvalue, row is better than column",best set: template_9,template_7,template_6,template_0,template_5,template_35,template_40,template_28,template_4,template_30,template_1,template_23,template_32,template_15,template_13,template_12,template_38,template_41,template_27,template_29,template_2,template_36,template_25,template_19,template_34,template_21,template_37,template_11,template_39,template_45,template_31,template_33,template_10,template_16,template_22,template_3,template_14,template_20,template_17,template_51,template_8,template_26,template_24,template_44,template_55,template_49,template_47,template_54,template_50,template_53,template_18,template_48,template_43,template_46,template_42,template_52,group
best set: template_9,None,"8.00, 0.81, True","13.00, 0.71, True","15.00, 0.73, True","5.00, 0.58, True","9.00, 0.40, True","19.00, 0.54, True","17.00, 0.43, True","10.00, 0.33, True","14.00, 0.39, True","10.00, 0.33, True","9.00, 0.23, True","15.00, 0.32, True","11.00, 0.26, True","7.00, 0.19, True","13.00, 0.30, True","13.00, 0.23, True","12.00, 0.22, True","10.00, 0.18, True","9.00, 0.17, True","12.00, 0.22, True","12.00, 0.16, True","9.00, 0.12, True","9.00, 0.12, True","13.00, 0.18, True","9.00, 0.12, True","11.00, 0.15, True","6.00, 0.08, True","10.00, 0.14, True","11.00, 0.15, True","10.00, 0.14, True","9.00, 0.09, True","9.00, 0.09, True","17.00, 0.17, True","16.00, 0.16, True","10.00, 0.10, True","16.00, 0.13, True","16.00, 0.13, True","7.00, 0.04, True","8.00, 0.04, True","9.00, 0.04, True","15.00, 0.09, True","16.00, 0.10, True","9.00, 0.04, True","9.00, 0.04, True","7.00, 0.02, True","6.00, 0.01, True","12.00, 0.03, True","11.00, 0.03, True","8.00, 0.02, True","14.00, 0.04, True","8.00, 0.01, True","10.00, 0.02, True","9.00, 0.01, True","11.00, 0.01, True","8.00, 0.00, True",A
template_7,"8.00, 0.81, False",None,"12.00, 1.00, True","16.00, 1.00, True","6.00, 1.00, True","13.00, 0.71, True","22.00, 0.77, True","17.00, 0.63, True","13.00, 0.58, True","12.00, 0.57, True","7.00, 0.48, True","12.00, 0.46, True","17.00, 0.52, True","14.00, 0.49, True","9.00, 0.40, True","15.00, 0.50, True","18.00, 0.44, True","15.00, 0.41, True","12.00, 0.36, True","12.00, 0.36, True","14.00, 0.39, True","16.00, 0.34, True","11.00, 0.26, True","11.00, 0.26, True","15.00, 0.32, True","11.00, 0.26, True","15.00, 0.32, True","8.00, 0.21, True","12.00, 0.28, True","13.00, 0.30, True","10.00, 0.25, True","11.00, 0.20, True","9.00, 0.17, True","16.00, 0.27, True","15.00, 0.26, True","8.00, 0.15, True","16.00, 0.21, True","16.00, 0.21, True","10.00, 0.14, True","11.00, 0.11, True","12.00, 0.12, True","15.00, 0.15, True","15.00, 0.15, True","14.00, 0.14, True","10.00, 0.10, True","10.00, 0.07, True","9.00, 0.04, True","15.00, 0.09, True","13.00, 0.07, True","8.00, 0.04, True","14.00, 0.08, True","12.00, 0.05, True","10.00, 0.04, True","11.00, 0.03, True","13.00, 0.04, True","11.00, 0.02, True",A
template_6,"13.00, 0.71, False","12.00, 1.00, False",None,"11.00, 1.00, None","15.00, 1.00, None","16.00, 0.86, True","19.00, 0.87, True","16.00, 0.74, True","9.00, 0.66, True","12.00, 0.70, True","12.00, 0.70, True","19.00, 0.64, True","14.00, 0.60, True","21.00, 0.66, True","12.00, 0.57, True","9.00, 0.52, True","14.00, 0.49, True","13.00, 0.47, True","18.00, 0.53, True","15.00, 0.50, True","12.00, 0.46, True","13.00, 0.38, True","18.00, 0.44, True","18.00, 0.44, True","13.00, 0.38, True","18.00, 0.44, True","17.00, 0.43, True","11.00, 0.34, True","13.00, 0.38, True","13.00, 0.38, True","13.00, 0.38, True","14.00, 0.31, True","7.00, 0.19, True","18.00, 0.36, True","15.00, 0.32, True","13.00, 0.30, True","16.00, 0.27, True","16.00, 0.27, True","15.00, 0.26, True","12.00, 0.16, True","6.00, 0.08, True","13.00, 0.18, True","16.00, 0.21, True","12.00, 0.16, True","12.00, 0.16, True","11.00, 0.11, True","9.00, 0.06, True","12.00, 0.09, True","12.00, 0.09, True","10.00, 0.07, True","14.00, 0.11, True","11.00, 0.06, True","10.00, 0.05, True","12.00, 0.05, True","12.00, 0.05, True","11.00, 0.03, True",A
template_0,"15.00, 0.73, False","16.00, 1.00, False","11.00, 1.00, True",None,"16.00, 1.00, None","20.00, 0.88, True","18.00, 0.87, True","16.00, 0.74, True","8.00, 0.65, True","13.00, 0.71, True","12.00, 0.70, True","21.00, 0.66, True","15.00, 0.61, True","21.00, 0.66, True","11.00, 0.56, True","9.00, 0.52, True","13.00, 0.47, True","18.00, 0.53, True","19.00, 0.54, True","19.00, 0.54, True","11.00, 0.44, True","14.00, 0.39, True","20.00, 0.46, True","18.00, 0.44, True","13.00, 0.38, True","20.00, 0.46, True","16.00, 0.42, True","12.00, 0.36, True","16.00, 0.42, True","15.00, 0.41, True","14.00, 0.39, True","15.00, 0.32, True","9.00, 0.23, True","14.00, 0.31, True","12.00, 0.28, True","14.00, 0.31, True","12.00, 0.22, True","13.00, 0.23, True","16.00, 0.27, True","13.00, 0.18, True","6.00, 0.08, True","8.00, 0.11, True","12.00, 0.16, True","15.00, 0.20, True","15.00, 0.20, True","14.00, 0.14, True","13.00, 0.10, True","12.00, 0.09, True","14.00, 0.11, True","13.00, 0.10, True","10.00, 0.07, True","14.00, 0.08, True","11.00, 0.06, True","14.00, 0.06, True","13.00, 0.05, True","12.00, 0.03, True",A
template_5,"5.00, 0.58, False","6.00, 1.00, False","15.00, 1.00, True","16.00, 1.00, True",None,"12.00, 0.85, True","21.00, 0.88, True","18.00, 0.75, True","12.00, 0.70, True","14.00, 0.72, True","9.00, 0.66, True","12.00, 0.57, True","19.00, 0.64, True","12.00, 0.57, True","7.00, 0.48, True","13.00, 0.58, True","16.00, 0.51, True","15.00, 0.50, True","13.00, 0.47, True","10.00, 0.42, True","16.00, 0.51, True","17.00, 0.43, True","12.00, 0.36, True","12.00, 0.36, True","15.00, 0.41, True","11.00, 0.34, True","14.00, 0.39, True","7.00, 0.26, True","10.00, 0.33, True","12.00, 0.36, True","10.00, 0.33, True","10.00, 0.25, True","9.00, 0.23, True","16.00, 0.34, True","16.00, 0.34, True","9.00, 0.23, True","16.00, 0.27, True","17.00, 0.28, True","7.00, 0.13, True","10.00, 0.14, True","13.00, 0.18, True","15.00, 0.20, True","16.00, 0.21, True","13.00, 0.18, True","10.00, 0.14, True","9.00, 0.09, True","8.00, 0.05, True","14.00, 0.11, True","13.00, 0.10, True","10.00, 0.07, True","15.00, 0.12, True","12.00, 0.07, True","9.00, 0.04, True","11.00, 0.04, True","12.00, 0.05, True","8.00, 0.02, True",A
template_35,"9.00, 0.40, False","13.00, 0.71, False","16.00, 0.86, False","20.00, 0.88, False","12.00, 0.85, False",None,"15.00, 1.00, None","17.00, 1.00, True","16.00, 1.00, True","15.00, 1.00, True","18.00, 1.00, True","14.00, 0.86, True","13.00, 0.85, True","15.00, 0.86, True","18.00, 0.87, True","17.00, 0.87, True","12.00, 0.70, True","12.00, 0.70, True","13.00, 0.71, True","9.00, 0.66, True","15.00, 0.73, True","10.00, 0.54, True","15.00, 0.61, True","14.00, 0.60, True","8.00, 0.50, True","13.00, 0.58, True","7.00, 0.48, True","16.00, 0.62, True","8.00, 0.50, True","13.00, 0.58, True","11.00, 0.56, True","4.00, 0.27, True","12.00, 0.46, True","19.00, 0.54, True","17.00, 0.52, True","11.00, 0.44, True","16.00, 0.42, True","18.00, 0.44, True","12.00, 0.36, True","11.00, 0.26, True","12.00, 0.28, True","17.00, 0.35, True","18.00, 0.36, True","10.00, 0.25, True","12.00, 0.28, True","10.00, 0.18, True","9.00, 0.12, True","15.00, 0.20, True","11.00, 0.15, True","11.00, 0.15, True","16.00, 0.21, True","10.00, 0.10, True","10.00, 0.10, True","11.00, 0.08, True","11.00, 0.08, True","8.00, 0.04, True",A
template_40,"19.00, 0.54, False","22.00, 0.77, False","19.00, 0.87, False","18.00, 0.87, False","21.00, 0.88, False","15.00, 1.00, True",None,"8.00, 1.00, True","13.00, 1.00, True","18.00, 1.00, True","21.00, 1.00, True","23.00, 0.89, True","8.00, 0.81, True","23.00, 0.89, True","20.00, 0.88, True","15.00, 0.86, True","5.00, 0.58, True","14.00, 0.72, True","21.00, 0.77, True","13.00, 0.71, True","16.00, 0.74, True","8.00, 0.50, True","23.00, 0.67, True","21.00, 0.66, True","8.00, 0.50, True","21.00, 0.66, True","12.00, 0.57, True","19.00, 0.64, True","14.00, 0.60, True","19.00, 0.64, True","14.00, 0.60, True","11.00, 0.44, True","16.00, 0.51, True","17.00, 0.52, True","14.00, 0.49, True","18.00, 0.53, True","14.00, 0.39, True","15.00, 0.41, True","19.00, 0.45, True","16.00, 0.34, True","11.00, 0.26, True","13.00, 0.30, True","16.00, 0.34, True","17.00, 0.35, True","19.00, 0.37, True","16.00, 0.27, True","16.00, 0.21, True","12.00, 0.16, True","11.00, 0.15, True","16.00, 0.21, True","13.00, 0.18, True","10.00, 0.10, True","16.00, 0.16, True","9.00, 0.06, True","9.00, 0.06, True","9.00, 0.04, True",A
template_28,"17.00, 0.43, False","17.00, 0.63, False","16.00, 0.74, False","16.00, 0.74, False","18.00, 0.75, False","17.00, 1.00, False","8.00, 1.00, False",None,"13.00, 1.00, None","15.00, 1.00, None","18.00, 1.00, None","22.00, 1.00, True","6.00, 1.00, True","25.00, 1.00, True","18.00, 1.00, True","14.00, 1.00, True","6.00, 0.79, True","15.00, 0.86, True","21.00, 0.88, True","15.00, 0.86, True","14.00, 0.86, True","8.00, 0.65, True","22.00, 0.77, True","21.00, 0.77, True","10.00, 0.68, True","22.00, 0.77, True","12.00, 0.70, True","17.00, 0.74, True","13.00, 0.71, True","16.00, 0.74, True","15.00, 0.73, True","11.00, 0.56, True","13.00, 0.58, True","17.00, 0.63, True","15.00, 0.61, True","14.00, 0.60, True","16.00, 0.51, True","16.00, 0.51, True","17.00, 0.52, True","15.00, 0.41, True","10.00, 0.33, True","13.00, 0.38, True","17.00, 0.43, True","15.00, 0.41, True","17.00, 0.43, True","16.00, 0.34, True","15.00, 0.26, True","13.00, 0.23, True","9.00, 0.17, True","14.00, 0.24, True","14.00, 0.24, True","10.00, 0.14, True","15.00, 0.20, True","9.00, 0.09, True","11.00, 0.11, True","12.00, 0.09, True",A
template_4,"10.00, 0.33, False","13.00, 0.58, False","9.00, 0.66, False","8.00, 0.65, False","12.00, 0.70, False","16.00, 1.00, False","13.00, 1.00, False","13.00, 1.00, True",None,"16.00, 1.00, None","14.00, 1.00, None","20.00, 1.00, True","13.00, 1.00, True","21.00, 1.00, True","13.00, 1.00, True","9.00, 1.00, True","10.00, 0.83, True","15.00, 0.86, True","19.00, 0.87, True","15.00, 0.86, True","14.00, 0.86, True","12.00, 0.70, True","20.00, 0.76, True","18.00, 0.75, True","12.00, 0.70, True","19.00, 0.76, True","14.00, 0.72, True","12.00, 0.70, True","12.00, 0.70, True","15.00, 0.73, True","15.00, 0.73, True","12.00, 0.57, True","8.00, 0.50, True","14.00, 0.60, True","12.00, 0.57, True","15.00, 0.61, True","12.00, 0.46, True","13.00, 0.47, True","14.00, 0.49, True","14.00, 0.39, True","6.00, 0.24, True","10.00, 0.33, True","13.00, 0.38, True","13.00, 0.38, True","14.00, 0.39, True","12.00, 0.28, True","12.00, 0.22, True","9.00, 0.17, True","9.00, 0.17, True","12.00, 0.22, True","11.00, 0.20, True","10.00, 0.14, True","12.00, 0.16, True","9.00, 0.09, True","9.00, 0.09, True","8.00, 0.05, True",A
template_30,"14.00, 0.39, False","12.00, 0.57, False","12.00, 0.70, False","13.00, 0.71, False","14.00, 0.72, False","15.00, 1.00, False","18.00, 1.00, False","15.00, 1.00, True","16.00, 1.00, True",None,"14.00, 1.00, None","19.00, 1.00, True","14.00, 1.00, True","21.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","12.00, 0.85, True","18.00, 0.87, True","18.00, 0.87, True","15.00, 0.86, True","9.00, 0.82, True","12.00, 0.70, True","19.00, 0.76, True","18.00, 0.75, True","11.00, 0.69, True","18.00, 0.75, True","16.00, 0.74, True","14.00, 0.72, True","15.00, 0.73, True","15.00, 0.73, True","11.00, 0.69, True","13.00, 0.58, True","13.00, 0.58, True","17.00, 0.63, True","15.00, 0.61, True","10.00, 0.54, True","15.00, 0.50, True","15.00, 0.50, True","15.00, 0.50, True","17.00, 0.43, True","13.00, 0.38, True","14.00, 0.39, True","16.00, 0.42, True","14.00, 0.39, True","16.00, 0.42, True","17.00, 0.35, True","16.00, 0.27, True","16.00, 0.27, True","16.00, 0.27, True","13.00, 0.23, True","13.00, 0.23, True","15.00, 0.20, True","13.00, 0.18, True","14.00, 0.14, True","13.00, 0.13, True","12.00, 0.09, True",A
