"statistic, pvalue, row is better than column",best set: template_34,template_48,template_30,template_38,template_4,template_6,template_28,template_32,template_35,template_36,template_40,template_50,template_37,template_46,template_44,template_29,template_42,template_54,template_10,template_49,template_52,template_12,template_31,template_22,template_0,template_33,template_26,template_18,template_7,template_41,template_14,template_45,template_8,template_51,template_20,template_47,template_3,template_2,template_39,template_16,template_24,template_9,template_23,template_5,template_43,template_53,template_55,template_27,template_15,template_21,template_17,template_19,template_25,template_11,template_13,template_1,group
best set: template_34,None,"7.00, 1.00, None","9.00, 1.00, None","10.00, 1.00, True","11.00, 0.69, True","9.00, 0.66, True","5.00, 0.42, True","4.00, 0.39, True","12.00, 0.57, True","2.00, 0.18, True","6.00, 0.33, True","6.00, 0.24, True","9.00, 0.31, True","7.00, 0.19, True","9.00, 0.23, True","10.00, 0.18, True","14.00, 0.24, True","6.00, 0.12, True","10.00, 0.18, True","13.00, 0.18, True","12.00, 0.12, True","12.00, 0.12, True","9.00, 0.09, True","16.00, 0.13, True","12.00, 0.09, True","10.00, 0.07, True","17.00, 0.14, True","15.00, 0.09, True","8.00, 0.04, True","8.00, 0.04, True","15.00, 0.09, True","13.00, 0.07, True","8.00, 0.02, True","12.00, 0.05, True","14.00, 0.06, True","12.00, 0.03, True","10.00, 0.02, True","7.00, 0.01, True","8.00, 0.01, True","13.00, 0.03, True","13.00, 0.02, True","7.00, 0.00, True","13.00, 0.01, True","7.00, 0.00, True","13.00, 0.01, True","9.00, 0.00, True","7.00, 0.00, True","10.00, 0.00, True","11.00, 0.00, True","11.00, 0.00, True","8.00, 0.00, True","8.00, 0.00, True","10.00, 0.00, True","4.00, 0.00, True","5.00, 0.00, True","6.00, 0.00, True",A
template_48,"7.00, 1.00, True",None,"11.00, 1.00, None","13.00, 1.00, True","10.00, 0.68, True","6.00, 0.61, True","7.00, 0.48, True","6.00, 0.45, True","13.00, 0.58, True","5.00, 0.30, True","10.00, 0.42, True","2.00, 0.11, True","11.00, 0.34, True","2.00, 0.07, True","9.00, 0.23, True","12.00, 0.22, True","10.00, 0.18, True","5.00, 0.10, True","9.00, 0.17, True","13.00, 0.18, True","8.00, 0.08, True","11.00, 0.11, True","11.00, 0.11, True","11.00, 0.08, True","8.00, 0.05, True","12.00, 0.09, True","13.00, 0.10, True","12.00, 0.07, True","11.00, 0.06, True","10.00, 0.05, True","12.00, 0.07, True","13.00, 0.07, True","7.00, 0.02, True","13.00, 0.05, True","11.00, 0.04, True","14.00, 0.04, True","12.00, 0.03, True","6.00, 0.01, True","11.00, 0.02, True","9.00, 0.01, True","11.00, 0.01, True","9.00, 0.01, True","13.00, 0.01, True","10.00, 0.01, True","14.00, 0.01, True","11.00, 0.01, True","9.00, 0.00, True","11.00, 0.00, True","10.00, 0.00, True","11.00, 0.00, True","11.00, 0.00, True","10.00, 0.00, True","11.00, 0.00, True","6.00, 0.00, True","7.00, 0.00, True","8.00, 0.00, True",A
template_30,"9.00, 1.00, True","11.00, 1.00, True",None,"12.00, 1.00, True","9.00, 0.66, True","10.00, 0.68, True","7.00, 0.48, True","10.00, 0.54, True","12.00, 0.57, True","5.00, 0.30, True","8.00, 0.38, True","6.00, 0.24, True","13.00, 0.38, True","9.00, 0.23, True","5.00, 0.14, True","11.00, 0.20, True","11.00, 0.20, True","9.00, 0.17, True","9.00, 0.17, True","14.00, 0.19, True","12.00, 0.12, True","8.00, 0.08, True","9.00, 0.09, True","13.00, 0.10, True","10.00, 0.07, True","12.00, 0.09, True","15.00, 0.12, True","11.00, 0.06, True","13.00, 0.07, True","10.00, 0.05, True","10.00, 0.05, True","13.00, 0.07, True","5.00, 0.01, True","13.00, 0.05, True","11.00, 0.04, True","13.00, 0.04, True","12.00, 0.03, True","4.00, 0.00, True","11.00, 0.02, True","9.00, 0.01, True","10.00, 0.01, True","11.00, 0.01, True","15.00, 0.01, True","11.00, 0.01, True","14.00, 0.01, True","11.00, 0.01, True","12.00, 0.00, True","13.00, 0.00, True","14.00, 0.00, True","14.00, 0.00, True","11.00, 0.00, True","11.00, 0.00, True","12.00, 0.00, True","9.00, 0.00, True","8.00, 0.00, True","8.00, 0.00, True",A
template_38,"10.00, 1.00, False","13.00, 1.00, False","12.00, 1.00, False",None,"15.00, 0.86, True","14.00, 0.86, True","6.00, 0.61, True","9.00, 0.66, True","14.00, 0.72, True","7.00, 0.48, True","6.00, 0.45, True","10.00, 0.42, True","12.00, 0.46, True","12.00, 0.36, True","14.00, 0.39, True","11.00, 0.26, True","14.00, 0.31, True","9.00, 0.23, True","8.00, 0.21, True","15.00, 0.26, True","12.00, 0.16, True","11.00, 0.15, True","10.00, 0.14, True","14.00, 0.14, True","10.00, 0.10, True","9.00, 0.09, True","18.00, 0.18, True","16.00, 0.13, True","13.00, 0.10, True","8.00, 0.05, True","16.00, 0.13, True","13.00, 0.10, True","9.00, 0.04, True","15.00, 0.09, True","16.00, 0.10, True","14.00, 0.06, True","11.00, 0.04, True","9.00, 0.03, True","9.00, 0.02, True","12.00, 0.03, True","13.00, 0.03, True","10.00, 0.01, True","14.00, 0.02, True","13.00, 0.01, True","16.00, 0.02, True","9.00, 0.01, True","11.00, 0.00, True","12.00, 0.00, True","11.00, 0.00, True","12.00, 0.00, True","8.00, 0.00, True","11.00, 0.00, True","12.00, 0.00, True","8.00, 0.00, True","7.00, 0.00, True","10.00, 0.00, True",A
template_4,"11.00, 0.69, False","10.00, 0.68, False","9.00, 0.66, False","15.00, 0.86, False",None,"8.00, 1.00, None","13.00, 1.00, True","14.00, 1.00, True","15.00, 1.00, True","11.00, 0.84, True","11.00, 0.84, True","10.00, 0.68, True","16.00, 0.74, True","8.00, 0.50, True","11.00, 0.56, True","13.00, 0.47, True","14.00, 0.49, True","9.00, 0.40, True","10.00, 0.42, True","11.00, 0.34, True","12.00, 0.28, True","7.00, 0.19, True","13.00, 0.30, True","10.00, 0.18, True","7.00, 0.13, True","13.00, 0.23, True","12.00, 0.22, True","9.00, 0.12, True","12.00, 0.16, True","13.00, 0.18, True","8.00, 0.11, True","12.00, 0.16, True","4.00, 0.03, True","14.00, 0.14, True","9.00, 0.09, True","10.00, 0.07, True","11.00, 0.08, True","5.00, 0.03, True","13.00, 0.07, True","10.00, 0.05, True","9.00, 0.03, True","12.00, 0.03, True","17.00, 0.04, True","11.00, 0.02, True","11.00, 0.02, True","8.00, 0.01, True","9.00, 0.00, True","14.00, 0.01, True","15.00, 0.01, True","16.00, 0.02, True","13.00, 0.01, True","13.00, 0.01, True","14.00, 0.01, True","9.00, 0.00, True","8.00, 0.00, True","7.00, 0.00, True",A
template_6,"9.00, 0.66, False","6.00, 0.61, False","10.00, 0.68, False","14.00, 0.86, False","8.00, 1.00, True",None,"13.00, 1.00, True","12.00, 1.00, True","14.00, 1.00, True","11.00, 0.84, True","11.00, 0.84, True","9.00, 0.66, True","14.00, 0.72, True","6.00, 0.45, True","11.00, 0.56, True","12.00, 0.46, True","13.00, 0.47, True","7.00, 0.36, True","9.00, 0.40, True","12.00, 0.36, True","10.00, 0.25, True","10.00, 0.25, True","11.00, 0.26, True","9.00, 0.17, True","7.00, 0.13, True","11.00, 0.20, True","11.00, 0.20, True","9.00, 0.12, True","10.00, 0.14, True","11.00, 0.15, True","9.00, 0.12, True","11.00, 0.15, True","4.00, 0.03, True","13.00, 0.13, True","8.00, 0.08, True","10.00, 0.07, True","11.00, 0.08, True","4.00, 0.02, True","12.00, 0.07, True","7.00, 0.03, True","8.00, 0.02, True","11.00, 0.03, True","14.00, 0.03, True","9.00, 0.01, True","12.00, 0.02, True","9.00, 0.01, True","7.00, 0.00, True","11.00, 0.01, True","11.00, 0.01, True","13.00, 0.01, True","10.00, 0.00, True","11.00, 0.00, True","12.00, 0.00, True","7.00, 0.00, True","7.00, 0.00, True","7.00, 0.00, True",A
template_28,"5.00, 0.42, False","7.00, 0.48, False","7.00, 0.48, False","6.00, 0.61, False","13.00, 1.00, False","13.00, 1.00, False",None,"6.00, 1.00, None","14.00, 1.00, None","5.00, 1.00, True","7.00, 1.00, True","8.00, 0.81, True","13.00, 0.85, True","9.00, 0.66, True","12.00, 0.70, True","12.00, 0.57, True","14.00, 0.60, True","11.00, 0.56, True","12.00, 0.57, True","16.00, 0.51, True","15.00, 0.41, True","14.00, 0.39, True","11.00, 0.34, True","15.00, 0.32, True","12.00, 0.28, True","12.00, 0.28, True","17.00, 0.35, True","16.00, 0.27, True","14.00, 0.24, True","11.00, 0.20, True","16.00, 0.27, True","14.00, 0.24, True","10.00, 0.14, True","16.00, 0.21, True","16.00, 0.21, True","16.00, 0.16, True","12.00, 0.12, True","10.00, 0.10, True","11.00, 0.08, True","13.00, 0.10, True","14.00, 0.08, True","11.00, 0.04, True","14.00, 0.04, True","12.00, 0.03, True","16.00, 0.05, True","11.00, 0.03, True","11.00, 0.01, True","12.00, 0.01, True","11.00, 0.01, True","13.00, 0.01, True","10.00, 0.01, True","12.00, 0.01, True","12.00, 0.01, True","9.00, 0.00, True","8.00, 0.00, True","10.00, 0.00, True",A
template_32,"4.00, 0.39, False","6.00, 0.45, False","10.00, 0.54, False","9.00, 0.66, False","14.00, 1.00, False","12.00, 1.00, False","6.00, 1.00, True",None,"16.00, 1.00, None","7.00, 1.00, True","7.00, 1.00, True","9.00, 0.82, True","13.00, 0.85, True","8.00, 0.65, True","14.00, 0.72, True","13.00, 0.58, True","13.00, 0.58, True","8.00, 0.50, True","14.00, 0.60, True","16.00, 0.51, True","15.00, 0.41, True","16.00, 0.42, True","12.00, 0.36, True","16.00, 0.34, True","14.00, 0.31, True","11.00, 0.26, True","19.00, 0.37, True","17.00, 0.28, True","13.00, 0.23, True","10.00, 0.18, True","17.00, 0.28, True","15.00, 0.26, True","11.00, 0.15, True","15.00, 0.20, True","17.00, 0.22, True","14.00, 0.14, True","14.00, 0.14, True","13.00, 0.13, True","11.00, 0.08, True","15.00, 0.12, True","15.00, 0.09, True","10.00, 0.04, True","15.00, 0.05, True","13.00, 0.04, True","14.00, 0.04, True","12.00, 0.03, True","11.00, 0.01, True","12.00, 0.01, True","10.00, 0.01, True","13.00, 0.01, True","10.00, 0.01, True","12.00, 0.01, True","12.00, 0.01, True","8.00, 0.00, True","8.00, 0.00, True","9.00, 0.00, True",A
template_35,"12.00, 0.57, False","13.00, 0.58, False","12.00, 0.57, False","14.00, 0.72, False","15.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, True","16.00, 1.00, True",None,"13.00, 1.00, True","17.00, 1.00, True","15.00, 0.86, True","4.00, 0.75, True","16.00, 0.74, True","16.00, 0.74, True","2.00, 0.29, True","18.00, 0.64, True","16.00, 0.62, True","15.00, 0.61, True","4.00, 0.27, True","15.00, 0.41, True","15.00, 0.41, True","2.00, 0.11, True","20.00, 0.38, True","14.00, 0.31, True","4.00, 0.12, True","23.00, 0.41, True","20.00, 0.31, True","6.00, 0.12, True","5.00, 0.10, True","20.00, 0.31, True","7.00, 0.13, True","15.00, 0.20, True","5.00, 0.06, True","19.00, 0.24, True","6.00, 0.05, True","8.00, 0.08, True","12.00, 0.12, True","4.00, 0.02, True","18.00, 0.14, True","20.00, 0.13, True","5.00, 0.01, True","10.00, 0.02, True","5.00, 0.01, True","7.00, 0.01, True","4.00, 0.00, True","6.00, 0.00, True","10.00, 0.01, True","10.00, 0.01, True","9.00, 0.01, True","8.00, 0.00, True","9.00, 0.00, True","11.00, 0.00, True","5.00, 0.00, True","3.00, 0.00, True","5.00, 0.00, True",A
template_36,"2.00, 0.18, False","5.00, 0.30, False","5.00, 0.30, False","7.00, 0.48, False","11.00, 0.84, False","11.00, 0.84, False","5.00, 1.00, False","7.00, 1.00, False","13.00, 1.00, False",None,"8.00, 1.00, None","4.00, 1.00, True","12.00, 1.00, True","10.00, 0.83, True","11.00, 0.84, True","12.00, 0.70, True","14.00, 0.72, True","10.00, 0.68, True","10.00, 0.68, True","15.00, 0.61, True","11.00, 0.44, True","13.00, 0.47, True","10.00, 0.42, True","15.00, 0.41, True","12.00, 0.36, True","11.00, 0.34, True","19.00, 0.45, True","16.00, 0.34, True","11.00, 0.26, True","9.00, 0.23, True","16.00, 0.34, True","13.00, 0.30, True","8.00, 0.15, True","13.00, 0.23, True","16.00, 0.27, True","14.00, 0.19, True","10.00, 0.14, True","9.00, 0.12, True","9.00, 0.09, True","12.00, 0.12, True","13.00, 0.10, True","9.00, 0.04, True","15.00, 0.07, True","10.00, 0.04, True","16.00, 0.07, True","9.00, 0.03, True","10.00, 0.01, True","13.00, 0.02, True","12.00, 0.02, True","12.00, 0.02, True","9.00, 0.01, True","11.00, 0.01, True","12.00, 0.01, True","7.00, 0.00, True","6.00, 0.00, True","8.00, 0.00, True",A
