"statistic, pvalue, row is better than column",template_16,best set: template_24,template_39,template_17,template_8,template_29,template_38,template_32,template_50,template_6,template_30,template_34,template_22,template_52,template_3,template_2,template_48,template_0,template_28,template_46,template_36,template_41,template_31,template_53,template_33,template_44,template_42,template_10,template_23,template_26,template_7,template_25,template_4,template_12,template_40,template_35,template_21,template_9,template_5,template_37,template_45,template_27,template_55,template_11,template_19,template_54,template_51,template_13,template_47,template_1,template_18,template_20,template_14,template_15,template_49,template_43,group,accuracy
template_16,None,"11.00, 1.00, None","22.00, 0.88, True","23.00, 0.89, True","9.00, 0.82, True","25.00, 0.89, True","14.00, 0.72, True","18.00, 0.75, True","10.00, 0.68, True","13.00, 0.71, True","10.00, 0.68, True","17.00, 0.63, True","9.00, 0.52, True","9.00, 0.52, True","23.00, 0.67, True","5.00, 0.42, True","12.00, 0.57, True","13.00, 0.47, True","14.00, 0.49, True","12.00, 0.46, True","11.00, 0.44, True","21.00, 0.56, True","21.00, 0.47, True","20.00, 0.46, True","22.00, 0.48, True","10.00, 0.33, True","13.00, 0.38, True","7.00, 0.26, True","21.00, 0.47, True","13.00, 0.38, True","20.00, 0.46, True","21.00, 0.47, True","14.00, 0.39, True","11.00, 0.26, True","12.00, 0.28, True","21.00, 0.32, True","22.00, 0.33, True","20.00, 0.31, True","21.00, 0.32, True","20.00, 0.25, True","20.00, 0.25, True","19.00, 0.24, True","19.00, 0.19, True","18.00, 0.18, True","19.00, 0.15, True","9.00, 0.06, True","17.00, 0.14, True","17.00, 0.10, True","16.00, 0.07, True","19.00, 0.09, True","13.00, 0.05, True","7.00, 0.02, True","10.00, 0.04, True","18.00, 0.06, True","17.00, 0.06, True","17.00, 0.03, True",A,0.645
template_24,"11.00, 1.00, True",None,"22.00, 0.88, True","23.00, 0.89, True","9.00, 0.82, True","25.00, 0.89, True","9.00, 0.66, True","13.00, 0.71, True","11.00, 0.69, True","10.00, 0.68, True","12.00, 0.70, True","13.00, 0.58, True","6.00, 0.45, True","6.00, 0.45, True","25.00, 0.68, True","9.00, 0.52, True","12.00, 0.57, True","11.00, 0.44, True","9.00, 0.40, True","10.00, 0.42, True","9.00, 0.40, True","18.00, 0.53, True","22.00, 0.48, True","20.00, 0.46, True","21.00, 0.47, True","10.00, 0.33, True","11.00, 0.34, True","6.00, 0.24, True","20.00, 0.46, True","7.00, 0.26, True","20.00, 0.46, True","23.00, 0.49, True","11.00, 0.34, True","7.00, 0.19, True","7.00, 0.19, True","19.00, 0.30, True","20.00, 0.31, True","19.00, 0.30, True","20.00, 0.31, True","20.00, 0.25, True","19.00, 0.24, True","18.00, 0.23, True","18.00, 0.18, True","18.00, 0.18, True","15.00, 0.12, True","6.00, 0.03, True","15.00, 0.12, True","17.00, 0.10, True","17.00, 0.08, True","21.00, 0.10, True","11.00, 0.04, True","7.00, 0.02, True","7.00, 0.02, True","19.00, 0.07, True","15.00, 0.05, True","18.00, 0.04, True",A,0.645
template_39,"22.00, 0.88, False","22.00, 0.88, False",None,"12.00, 1.00, None","20.00, 1.00, None","9.00, 1.00, None","19.00, 1.00, True","22.00, 1.00, True","20.00, 1.00, True","20.00, 1.00, True","21.00, 1.00, True","22.00, 0.88, True","22.00, 0.88, True","22.00, 0.88, True","9.00, 0.82, True","20.00, 0.88, True","19.00, 0.87, True","21.00, 0.77, True","21.00, 0.77, True","21.00, 0.77, True","21.00, 0.77, True","10.00, 0.68, True","8.00, 0.50, True","12.00, 0.57, True","10.00, 0.54, True","19.00, 0.64, True","19.00, 0.64, True","17.00, 0.63, True","8.00, 0.50, True","21.00, 0.66, True","11.00, 0.56, True","7.00, 0.48, True","19.00, 0.64, True","19.00, 0.54, True","20.00, 0.55, True","9.00, 0.31, True","10.00, 0.33, True","8.00, 0.29, True","11.00, 0.34, True","5.00, 0.14, True","10.00, 0.25, True","7.00, 0.19, True","8.00, 0.15, True","5.00, 0.10, True","10.00, 0.14, True","17.00, 0.22, True","9.00, 0.12, True","5.00, 0.04, True","7.00, 0.04, True","7.00, 0.04, True","16.00, 0.13, True","14.00, 0.11, True","18.00, 0.14, True","6.00, 0.02, True","8.00, 0.04, True","7.00, 0.01, True",A,0.632
template_17,"23.00, 0.89, False","23.00, 0.89, False","12.00, 1.00, True",None,"23.00, 1.00, None","15.00, 1.00, None","23.00, 1.00, True","23.00, 1.00, True","21.00, 1.00, True","22.00, 1.00, True","23.00, 1.00, True","22.00, 0.88, True","25.00, 0.89, True","23.00, 0.89, True","6.00, 0.79, True","22.00, 0.88, True","19.00, 0.87, True","20.00, 0.76, True","22.00, 0.77, True","20.00, 0.76, True","24.00, 0.78, True","14.00, 0.72, True","6.00, 0.45, True","15.00, 0.61, True","13.00, 0.58, True","21.00, 0.66, True","18.00, 0.64, True","19.00, 0.64, True","6.00, 0.45, True","23.00, 0.67, True","8.00, 0.50, True","10.00, 0.54, True","22.00, 0.67, True","22.00, 0.57, True","22.00, 0.57, True","10.00, 0.33, True","8.00, 0.29, True","7.00, 0.26, True","8.00, 0.29, True","9.00, 0.23, True","7.00, 0.19, True","9.00, 0.23, True","10.00, 0.18, True","6.00, 0.12, True","7.00, 0.09, True","17.00, 0.22, True","9.00, 0.12, True","5.00, 0.04, True","8.00, 0.05, True","9.00, 0.06, True","23.00, 0.18, True","19.00, 0.15, True","16.00, 0.13, True","8.00, 0.04, True","6.00, 0.02, True","11.00, 0.03, True",A,0.632
template_8,"9.00, 0.82, False","9.00, 0.82, False","20.00, 1.00, True","23.00, 1.00, True",None,"22.00, 1.00, None","13.00, 1.00, True","15.00, 1.00, True","11.00, 1.00, True","10.00, 1.00, True","11.00, 1.00, True","14.00, 0.86, True","7.00, 0.80, True","11.00, 0.84, True","24.00, 0.89, True","7.00, 0.80, True","13.00, 0.85, True","10.00, 0.68, True","9.00, 0.66, True","15.00, 0.73, True","11.00, 0.69, True","18.00, 0.75, True","20.00, 0.65, True","23.00, 0.67, True","18.00, 0.64, True","11.00, 0.56, True","14.00, 0.60, True","6.00, 0.45, True","18.00, 0.64, True","11.00, 0.56, True","20.00, 0.65, True","19.00, 0.64, True","8.00, 0.50, True","6.00, 0.33, True","12.00, 0.46, True","18.00, 0.44, True","19.00, 0.45, True","16.00, 0.42, True","19.00, 0.45, True","18.00, 0.36, True","19.00, 0.37, True","18.00, 0.36, True","20.00, 0.31, True","17.00, 0.28, True","16.00, 0.21, True","9.00, 0.12, True","17.00, 0.22, True","17.00, 0.17, True","16.00, 0.13, True","19.00, 0.15, True","12.00, 0.09, True","7.00, 0.04, True","10.00, 0.07, True","18.00, 0.11, True","17.00, 0.10, True","18.00, 0.06, True",A,0.632
template_29,"25.00, 0.89, False","25.00, 0.89, False","9.00, 1.00, True","15.00, 1.00, True","22.00, 1.00, True",None,"23.00, 1.00, True","27.00, 1.00, True","25.00, 1.00, True","22.00, 1.00, True","26.00, 1.00, True","23.00, 0.89, True","24.00, 0.89, True","26.00, 0.89, True","12.00, 0.85, True","24.00, 0.89, True","23.00, 0.89, True","22.00, 0.77, True","21.00, 0.77, True","25.00, 0.78, True","24.00, 0.78, True","13.00, 0.71, True","10.00, 0.54, True","15.00, 0.61, True","10.00, 0.54, True","24.00, 0.68, True","23.00, 0.67, True","22.00, 0.67, True","10.00, 0.54, True","25.00, 0.68, True","13.00, 0.58, True","10.00, 0.54, True","20.00, 0.65, True","23.00, 0.58, True","23.00, 0.58, True","8.00, 0.29, True","7.00, 0.26, True","10.00, 0.33, True","12.00, 0.36, True","7.00, 0.19, True","15.00, 0.32, True","11.00, 0.26, True","12.00, 0.22, True","10.00, 0.18, True","12.00, 0.16, True","21.00, 0.26, True","13.00, 0.18, True","10.00, 0.10, True","11.00, 0.08, True","10.00, 0.07, True","21.00, 0.17, True","17.00, 0.14, True","19.00, 0.15, True","8.00, 0.04, True","11.00, 0.06, True","9.00, 0.02, True",A,0.632
template_38,"14.00, 0.72, False","9.00, 0.66, False","19.00, 1.00, False","23.00, 1.00, False","13.00, 1.00, False","23.00, 1.00, False",None,"15.00, 1.00, None","8.00, 1.00, None","14.00, 1.00, None","13.00, 1.00, None","15.00, 1.00, True","15.00, 1.00, True","9.00, 1.00, True","25.00, 1.00, True","13.00, 1.00, True","13.00, 1.00, True","14.00, 0.86, True","12.00, 0.85, True","12.00, 0.85, True","13.00, 0.85, True","19.00, 0.87, True","20.00, 0.76, True","22.00, 0.77, True","19.00, 0.76, True","8.00, 0.65, True","11.00, 0.69, True","8.00, 0.65, True","19.00, 0.76, True","11.00, 0.69, True","20.00, 0.76, True","22.00, 0.77, True","15.00, 0.73, True","11.00, 0.56, True","6.00, 0.45, True","18.00, 0.53, True","19.00, 0.54, True","18.00, 0.53, True","19.00, 0.54, True","18.00, 0.44, True","17.00, 0.43, True","17.00, 0.43, True","21.00, 0.39, True","19.00, 0.37, True","17.00, 0.28, True","8.00, 0.15, True","15.00, 0.26, True","17.00, 0.22, True","16.00, 0.16, True","22.00, 0.22, True","13.00, 0.13, True","14.00, 0.14, True","15.00, 0.15, True","19.00, 0.15, True","15.00, 0.12, True","19.00, 0.09, True",A,0.625
template_32,"18.00, 0.75, False","13.00, 0.71, False","22.00, 1.00, False","23.00, 1.00, False","15.00, 1.00, False","27.00, 1.00, False","15.00, 1.00, True",None,"17.00, 1.00, None","15.00, 1.00, None","17.00, 1.00, None","7.00, 1.00, True","17.00, 1.00, True","14.00, 1.00, True","25.00, 1.00, True","17.00, 1.00, True","14.00, 1.00, True","18.00, 0.87, True","13.00, 0.85, True","14.00, 0.86, True","14.00, 0.86, True","21.00, 0.88, True","23.00, 0.78, True","21.00, 0.77, True","22.00, 0.77, True","15.00, 0.73, True","19.00, 0.76, True","14.00, 0.72, True","22.00, 0.77, True","16.00, 0.74, True","23.00, 0.78, True","22.00, 0.77, True","16.00, 0.74, True","18.00, 0.64, True","12.00, 0.57, True","21.00, 0.56, True","23.00, 0.58, True","22.00, 0.57, True","22.00, 0.57, True","20.00, 0.46, True","19.00, 0.45, True","18.00, 0.44, True","18.00, 0.36, True","18.00, 0.36, True","17.00, 0.28, True","13.00, 0.23, True","19.00, 0.30, True","17.00, 0.22, True","18.00, 0.18, True","21.00, 0.21, True","7.00, 0.06, True","10.00, 0.10, True","17.00, 0.17, True","21.00, 0.17, True","15.00, 0.12, True","21.00, 0.10, True",A,0.625
template_50,"10.00, 0.68, False","11.00, 0.69, False","20.00, 1.00, False","21.00, 1.00, False","11.00, 1.00, False","25.00, 1.00, False","8.00, 1.00, True","17.00, 1.00, True",None,"14.00, 1.00, None","11.00, 1.00, None","15.00, 1.00, True","12.00, 1.00, True","8.00, 1.00, True","22.00, 1.00, True","7.00, 1.00, True","11.00, 1.00, True","14.00, 0.86, True","13.00, 0.85, True","10.00, 0.83, True","13.00, 0.85, True","21.00, 0.88, True","19.00, 0.76, True","22.00, 0.77, True","21.00, 0.77, True","5.00, 0.58, True","8.00, 0.65, True","8.00, 0.65, True","19.00, 0.76, True","13.00, 0.71, True","20.00, 0.76, True","21.00, 0.77, True","11.00, 0.69, True","12.00, 0.57, True","11.00, 0.56, True","20.00, 0.55, True","21.00, 0.56, True","18.00, 0.53, True","18.00, 0.53, True","20.00, 0.46, True","19.00, 0.45, True","17.00, 0.43, True","18.00, 0.36, True","18.00, 0.36, True","17.00, 0.28, True","5.00, 0.10, True","14.00, 0.24, True","17.00, 0.22, True","15.00, 0.15, True","20.00, 0.20, True","14.00, 0.14, True","14.00, 0.14, True","14.00, 0.14, True","18.00, 0.14, True","17.00, 0.14, True","17.00, 0.08, True",A,0.625
template_6,"13.00, 0.71, False","10.00, 0.68, False","20.00, 1.00, False","22.00, 1.00, False","10.00, 1.00, False","22.00, 1.00, False","14.00, 1.00, True","15.00, 1.00, True","14.00, 1.00, True",None,"12.00, 1.00, None","14.00, 1.00, True","12.00, 1.00, True","12.00, 1.00, True","24.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","13.00, 0.85, True","11.00, 0.84, True","10.00, 0.83, True","15.00, 0.86, True","19.00, 0.87, True","21.00, 0.77, True","19.00, 0.76, True","22.00, 0.77, True","15.00, 0.73, True","14.00, 0.72, True","11.00, 0.69, True","21.00, 0.77, True","13.00, 0.71, True","19.00, 0.76, True","22.00, 0.77, True","8.00, 0.65, True","12.00, 0.57, True","14.00, 0.60, True","19.00, 0.54, True","21.00, 0.56, True","19.00, 0.54, True","19.00, 0.54, True","19.00, 0.45, True","19.00, 0.45, True","18.00, 0.44, True","15.00, 0.32, True","17.00, 0.35, True","18.00, 0.29, True","9.00, 0.17, True","16.00, 0.27, True","15.00, 0.20, True","18.00, 0.18, True","19.00, 0.19, True","10.00, 0.10, True","8.00, 0.08, True","10.00, 0.10, True","19.00, 0.15, True","17.00, 0.14, True","17.00, 0.08, True",A,0.625
