"statistic, pvalue, row is better than column",template_17,best set: template_4,template_22,template_16,template_21,template_18,template_7,template_35,template_3,template_36,template_31,template_5,template_29,template_26,template_28,template_34,template_30,template_0,template_19,template_20,template_32,template_8,template_14,template_33,template_6,template_27,template_2,template_12,template_24,template_13,template_37,template_9,template_23,template_11,template_39,template_38,template_40,template_10,template_41,template_25,template_1,template_15,template_44,template_45,template_47,template_53,template_49,template_51,template_43,template_52,template_48,template_46,template_55,template_50,template_42,template_54,group,accuracy
template_17,None,"51.00, 1.00, None","50.00, 1.00, True","52.00, 1.00, True","15.00, 1.00, True","46.00, 0.84, True","16.00, 0.62, True","22.00, 0.67, True","6.00, 0.33, True","52.00, 0.63, True","14.00, 0.31, True","19.00, 0.37, True","19.00, 0.37, True","55.00, 0.58, True","48.00, 0.49, True","52.00, 0.51, True","54.00, 0.46, True","50.00, 0.44, True","21.00, 0.21, True","45.00, 0.37, True","49.00, 0.39, True","48.00, 0.38, True","51.00, 0.35, True","22.00, 0.18, True","45.00, 0.32, True","23.00, 0.18, True","50.00, 0.30, True","48.00, 0.21, True","47.00, 0.21, True","23.00, 0.09, True","13.00, 0.03, True","12.00, 0.02, True","10.00, 0.02, True","20.00, 0.03, True","19.00, 0.02, True","49.00, 0.11, True","48.00, 0.09, True","43.00, 0.06, True","22.00, 0.02, True","17.00, 0.01, True","24.00, 0.02, True","28.00, 0.02, True","46.00, 0.05, True","16.00, 0.00, True","19.00, 0.00, True","22.00, 0.00, True","15.00, 0.00, True","20.00, 0.00, True","21.00, 0.00, True","41.00, 0.00, True","45.00, 0.00, True","40.00, 0.00, True","21.00, 0.00, True","39.00, 0.00, True","40.00, 0.00, True","39.00, 0.00, True",A,0.445
template_4,"51.00, 1.00, True",None,"28.00, 1.00, True","33.00, 1.00, True","45.00, 1.00, True","14.00, 0.72, True","44.00, 0.75, True","55.00, 0.78, True","49.00, 0.69, True","30.00, 0.54, True","50.00, 0.56, True","49.00, 0.56, True","48.00, 0.55, True","30.00, 0.46, True","28.00, 0.38, True","25.00, 0.36, True","34.00, 0.36, True","34.00, 0.36, True","46.00, 0.37, True","11.00, 0.11, True","23.00, 0.23, True","23.00, 0.23, True","32.00, 0.25, True","49.00, 0.34, True","8.00, 0.05, True","48.00, 0.33, True","32.00, 0.21, True","22.00, 0.09, True","27.00, 0.11, True","48.00, 0.21, True","41.00, 0.15, True","45.00, 0.17, True","44.00, 0.17, True","42.00, 0.11, True","44.00, 0.10, True","29.00, 0.05, True","23.00, 0.02, True","20.00, 0.01, True","49.00, 0.08, True","41.00, 0.06, True","40.00, 0.06, True","43.00, 0.05, True","32.00, 0.02, True","46.00, 0.03, True","40.00, 0.02, True","38.00, 0.01, True","36.00, 0.01, True","41.00, 0.01, True","41.00, 0.01, True","32.00, 0.00, True","20.00, 0.00, True","17.00, 0.00, True","39.00, 0.00, True","28.00, 0.00, True","31.00, 0.00, True","25.00, 0.00, True",A,0.445
template_22,"50.00, 1.00, False","28.00, 1.00, False",None,"24.00, 1.00, None","51.00, 1.00, None","25.00, 0.89, True","50.00, 0.84, True","57.00, 0.85, True","48.00, 0.76, True","17.00, 0.52, True","49.00, 0.62, True","51.00, 0.63, True","51.00, 0.63, True","28.00, 0.53, True","21.00, 0.39, True","25.00, 0.43, True","26.00, 0.37, True","35.00, 0.43, True","51.00, 0.45, True","16.00, 0.21, True","24.00, 0.29, True","9.00, 0.12, True","30.00, 0.28, True","53.00, 0.40, True","19.00, 0.19, True","49.00, 0.39, True","27.00, 0.21, True","25.00, 0.13, True","19.00, 0.09, True","48.00, 0.25, True","45.00, 0.20, True","41.00, 0.18, True","42.00, 0.19, True","43.00, 0.14, True","47.00, 0.13, True","20.00, 0.03, True","18.00, 0.02, True","20.00, 0.02, True","49.00, 0.10, True","42.00, 0.08, True","39.00, 0.07, True","43.00, 0.06, True","25.00, 0.02, True","44.00, 0.03, True","42.00, 0.03, True","42.00, 0.01, True","39.00, 0.01, True","42.00, 0.01, True","36.00, 0.01, True","27.00, 0.00, True","23.00, 0.00, True","23.00, 0.00, True","37.00, 0.00, True","20.00, 0.00, True","27.00, 0.00, True","20.00, 0.00, True",A,0.442
template_16,"52.00, 1.00, False","33.00, 1.00, False","24.00, 1.00, True",None,"54.00, 1.00, None","30.00, 0.90, True","54.00, 0.85, True","57.00, 0.85, True","51.00, 0.77, True","20.00, 0.55, True","53.00, 0.64, True","56.00, 0.65, True","51.00, 0.63, True","37.00, 0.58, True","15.00, 0.32, True","18.00, 0.36, True","13.00, 0.23, True","45.00, 0.48, True","52.00, 0.45, True","20.00, 0.25, True","16.00, 0.21, True","20.00, 0.25, True","38.00, 0.33, True","52.00, 0.40, True","19.00, 0.19, True","52.00, 0.40, True","7.00, 0.04, True","36.00, 0.19, True","24.00, 0.12, True","51.00, 0.26, True","47.00, 0.21, True","44.00, 0.20, True","46.00, 0.21, True","46.00, 0.15, True","48.00, 0.13, True","20.00, 0.03, True","23.00, 0.03, True","29.00, 0.04, True","49.00, 0.10, True","45.00, 0.08, True","44.00, 0.08, True","48.00, 0.08, True","13.00, 0.00, True","45.00, 0.03, True","43.00, 0.03, True","44.00, 0.01, True","42.00, 0.01, True","41.00, 0.01, True","39.00, 0.01, True","29.00, 0.00, True","21.00, 0.00, True","25.00, 0.00, True","39.00, 0.00, True","21.00, 0.00, True","30.00, 0.00, True","23.00, 0.00, True",A,0.442
template_21,"15.00, 1.00, False","45.00, 1.00, False","51.00, 1.00, True","54.00, 1.00, True",None,"45.00, 0.92, True","5.00, 0.58, True","22.00, 0.77, True","16.00, 0.62, True","54.00, 0.71, True","20.00, 0.46, True","12.00, 0.36, True","19.00, 0.45, True","54.00, 0.64, True","51.00, 0.57, True","51.00, 0.57, True","55.00, 0.52, True","44.00, 0.48, True","12.00, 0.16, True","41.00, 0.40, True","49.00, 0.44, True","49.00, 0.44, True","48.00, 0.38, True","22.00, 0.22, True","41.00, 0.35, True","22.00, 0.22, True","47.00, 0.33, True","46.00, 0.24, True","45.00, 0.24, True","21.00, 0.10, True","15.00, 0.05, True","10.00, 0.02, True","11.00, 0.03, True","19.00, 0.04, True","21.00, 0.04, True","50.00, 0.14, True","50.00, 0.12, True","40.00, 0.07, True","25.00, 0.03, True","19.00, 0.02, True","22.00, 0.02, True","23.00, 0.02, True","44.00, 0.05, True","19.00, 0.00, True","17.00, 0.00, True","21.00, 0.00, True","13.00, 0.00, True","19.00, 0.00, True","23.00, 0.00, True","38.00, 0.00, True","38.00, 0.00, True","35.00, 0.00, True","22.00, 0.00, True","33.00, 0.00, True","34.00, 0.00, True","34.00, 0.00, True",A,0.442
template_18,"46.00, 0.84, False","14.00, 0.72, False","25.00, 0.89, False","30.00, 0.90, False","45.00, 0.92, False",None,"48.00, 1.00, True","51.00, 1.00, True","47.00, 0.92, True","29.00, 0.80, True","47.00, 0.76, True","52.00, 0.77, True","45.00, 0.76, True","28.00, 0.70, True","26.00, 0.60, True","23.00, 0.58, True","34.00, 0.56, True","39.00, 0.59, True","52.00, 0.57, True","10.00, 0.25, True","20.00, 0.38, True","28.00, 0.45, True","32.00, 0.41, True","45.00, 0.48, True","16.00, 0.27, True","45.00, 0.48, True","33.00, 0.36, True","25.00, 0.20, True","25.00, 0.20, True","48.00, 0.33, True","44.00, 0.27, True","44.00, 0.27, True","45.00, 0.28, True","43.00, 0.19, True","43.00, 0.16, True","28.00, 0.10, True","21.00, 0.05, True","26.00, 0.05, True","44.00, 0.12, True","41.00, 0.11, True","43.00, 0.11, True","49.00, 0.11, True","35.00, 0.06, True","42.00, 0.04, True","39.00, 0.04, True","39.00, 0.02, True","35.00, 0.01, True","40.00, 0.01, True","37.00, 0.01, True","37.00, 0.00, True","27.00, 0.00, True","22.00, 0.00, True","38.00, 0.00, True","31.00, 0.00, True","31.00, 0.00, True","28.00, 0.00, True",A,0.435
template_7,"16.00, 0.62, False","44.00, 0.75, False","50.00, 0.84, False","54.00, 0.85, False","5.00, 0.58, False","48.00, 1.00, False",None,"24.00, 1.00, None","18.00, 1.00, True","56.00, 0.93, True","23.00, 0.78, True","15.00, 0.73, True","24.00, 0.78, True","56.00, 0.85, True","52.00, 0.77, True","53.00, 0.78, True","56.00, 0.71, True","48.00, 0.69, True","16.00, 0.42, True","44.00, 0.61, True","51.00, 0.63, True","50.00, 0.63, True","51.00, 0.57, True","23.00, 0.41, True","45.00, 0.54, True","23.00, 0.41, True","50.00, 0.50, True","49.00, 0.39, True","46.00, 0.37, True","23.00, 0.23, True","16.00, 0.13, True","12.00, 0.09, True","13.00, 0.10, True","23.00, 0.12, True","24.00, 0.10, True","50.00, 0.22, True","50.00, 0.19, True","41.00, 0.13, True","26.00, 0.07, True","22.00, 0.05, True","24.00, 0.06, True","24.00, 0.05, True","43.00, 0.10, True","22.00, 0.01, True","20.00, 0.01, True","25.00, 0.01, True","14.00, 0.00, True","21.00, 0.00, True","25.00, 0.00, True","38.00, 0.00, True","38.00, 0.00, True","35.00, 0.00, True","24.00, 0.00, True","32.00, 0.00, True","33.00, 0.00, True","35.00, 0.00, True",A,0.432
template_35,"22.00, 0.67, False","55.00, 0.78, False","57.00, 0.85, False","57.00, 0.85, False","22.00, 0.77, False","51.00, 1.00, False","24.00, 1.00, True",None,"26.00, 1.00, True","54.00, 0.92, True","21.00, 0.77, True","24.00, 0.78, True","12.00, 0.70, True","57.00, 0.85, True","49.00, 0.77, True","51.00, 0.77, True","55.00, 0.71, True","50.00, 0.70, True","24.00, 0.50, True","50.00, 0.63, True","49.00, 0.62, True","56.00, 0.65, True","56.00, 0.58, True","8.00, 0.21, True","49.00, 0.56, True","21.00, 0.39, True","54.00, 0.52, True","48.00, 0.38, True","54.00, 0.41, True","22.00, 0.22, True","15.00, 0.12, True","20.00, 0.16, True","18.00, 0.14, True","28.00, 0.15, True","18.00, 0.06, True","48.00, 0.21, True","48.00, 0.18, True","48.00, 0.16, True","14.00, 0.02, True","20.00, 0.04, True","31.00, 0.09, True","30.00, 0.07, True","50.00, 0.12, True","23.00, 0.01, True","25.00, 0.02, True","21.00, 0.00, True","21.00, 0.00, True","27.00, 0.00, True","23.00, 0.00, True","41.00, 0.01, True","43.00, 0.00, True","40.00, 0.00, True","22.00, 0.00, True","40.00, 0.00, True","42.00, 0.00, True","35.00, 0.00, True",A,0.432
template_3,"6.00, 0.33, False","49.00, 0.69, False","48.00, 0.76, False","51.00, 0.77, False","16.00, 0.62, False","47.00, 0.92, False","18.00, 1.00, False","26.00, 1.00, False",None,"56.00, 1.00, True","19.00, 0.87, True","24.00, 0.89, True","25.00, 0.89, True","59.00, 0.93, True","53.00, 0.85, True","57.00, 0.85, True","58.00, 0.78, True","53.00, 0.78, True","25.00, 0.59, True","47.00, 0.69, True","54.00, 0.71, True","49.00, 0.69, True","55.00, 0.64, True","27.00, 0.52, True","49.00, 0.62, True","26.00, 0.51, True","52.00, 0.57, True","52.00, 0.45, True","48.00, 0.44, True","27.00, 0.31, True","17.00, 0.17, True","14.00, 0.14, True","16.00, 0.16, True","21.00, 0.13, True","23.00, 0.12, True","53.00, 0.27, True","52.00, 0.23, True","45.00, 0.17, True","27.00, 0.09, True","23.00, 0.07, True","27.00, 0.09, True","30.00, 0.08, True","48.00, 0.13, True","16.00, 0.01, True","20.00, 0.01, True","22.00, 0.01, True","16.00, 0.00, True","17.00, 0.00, True","22.00, 0.00, True","45.00, 0.01, True","49.00, 0.01, True","45.00, 0.00, True","21.00, 0.00, True","39.00, 0.00, True","40.00, 0.00, True","43.00, 0.00, True",A,0.429
template_36,"52.00, 0.63, False","30.00, 0.54, False","17.00, 0.52, False","20.00, 0.55, False","54.00, 0.71, False","29.00, 0.80, False","56.00, 0.93, False","54.00, 0.92, False","56.00, 1.00, False",None,"55.00, 1.00, True","55.00, 1.00, True","53.00, 1.00, True","37.00, 1.00, True","17.00, 0.87, True","15.00, 0.86, True","20.00, 0.76, True","46.00, 0.84, True","54.00, 0.78, True","22.00, 0.67, True","15.00, 0.61, True","22.00, 0.67, True","41.00, 0.67, True","51.00, 0.70, True","23.00, 0.58, True","54.00, 0.71, True","26.00, 0.51, True","36.00, 0.43, True","24.00, 0.35, True","52.00, 0.51, True","48.00, 0.44, True","49.00, 0.44, True","50.00, 0.44, True","49.00, 0.34, True","48.00, 0.29, True","15.00, 0.09, True","15.00, 0.07, True","29.00, 0.12, True","48.00, 0.21, True","47.00, 0.21, True","47.00, 0.21, True","51.00, 0.20, True","23.00, 0.06, True","44.00, 0.08, True","42.00, 0.08, True","45.00, 0.05, True","41.00, 0.03, True","44.00, 0.03, True","40.00, 0.02, True","26.00, 0.00, True","20.00, 0.00, True","20.00, 0.00, True","38.00, 0.00, True","18.00, 0.00, True","29.00, 0.00, True","19.00, 0.00, True",A,0.426
