"statistic, pvalue, row is better than column",template_16,best set: template_20,template_22,template_21,template_18,template_19,template_14,template_17,template_23,template_39,template_24,template_27,template_2,template_33,template_25,template_41,template_31,template_26,template_40,template_37,template_35,template_44,template_15,template_30,template_36,template_38,template_29,template_10,template_54,template_45,template_28,template_42,template_32,template_34,template_43,template_8,template_12,template_53,template_52,template_50,template_0,template_6,template_47,template_55,template_4,template_3,template_49,template_46,template_51,template_13,template_5,template_11,template_9,template_7,template_48,template_1,group,accuracy
template_16,None,"13.00, 1.00, None","14.00, 0.49, True","18.00, 0.53, True","12.00, 0.46, True","21.00, 0.47, True","15.00, 0.26, True","20.00, 0.31, True","17.00, 0.22, True","32.00, 0.35, True","12.00, 0.12, True","19.00, 0.19, True","13.00, 0.10, True","26.00, 0.17, True","21.00, 0.10, True","27.00, 0.14, True","26.00, 0.14, True","13.00, 0.04, True","16.00, 0.03, True","29.00, 0.06, True","27.00, 0.06, True","15.00, 0.01, True","12.00, 0.01, True","18.00, 0.02, True","15.00, 0.01, True","16.00, 0.01, True","25.00, 0.02, True","18.00, 0.01, True","22.00, 0.01, True","28.00, 0.01, True","16.00, 0.00, True","21.00, 0.00, True","14.00, 0.00, True","16.00, 0.00, True","29.00, 0.00, True","17.00, 0.00, True","18.00, 0.00, True","27.00, 0.00, True","20.00, 0.00, True","20.00, 0.00, True","17.00, 0.00, True","15.00, 0.00, True","27.00, 0.00, True","24.00, 0.00, True","18.00, 0.00, True","17.00, 0.00, True","25.00, 0.00, True","19.00, 0.00, True","25.00, 0.00, True","19.00, 0.00, True","21.00, 0.00, True","18.00, 0.00, True","20.00, 0.00, True","18.00, 0.00, True","17.00, 0.00, True","17.00, 0.00, True",A,0.556
template_20,"13.00, 1.00, True",None,"7.00, 0.36, True","22.00, 0.57, True","4.00, 0.27, True","22.00, 0.48, True","11.00, 0.20, True","24.00, 0.35, True","20.00, 0.25, True","32.00, 0.35, True","7.00, 0.06, True","22.00, 0.22, True","20.00, 0.16, True","25.00, 0.16, True","21.00, 0.10, True","24.00, 0.12, True","27.00, 0.14, True","6.00, 0.01, True","14.00, 0.02, True","28.00, 0.06, True","26.00, 0.05, True","18.00, 0.02, True","16.00, 0.02, True","21.00, 0.03, True","15.00, 0.01, True","14.00, 0.01, True","25.00, 0.02, True","17.00, 0.01, True","21.00, 0.01, True","28.00, 0.01, True","16.00, 0.00, True","21.00, 0.00, True","13.00, 0.00, True","15.00, 0.00, True","26.00, 0.00, True","16.00, 0.00, True","15.00, 0.00, True","25.00, 0.00, True","19.00, 0.00, True","20.00, 0.00, True","17.00, 0.00, True","13.00, 0.00, True","25.00, 0.00, True","21.00, 0.00, True","16.00, 0.00, True","20.00, 0.00, True","23.00, 0.00, True","16.00, 0.00, True","23.00, 0.00, True","20.00, 0.00, True","21.00, 0.00, True","19.00, 0.00, True","20.00, 0.00, True","19.00, 0.00, True","15.00, 0.00, True","18.00, 0.00, True",A,0.556
template_22,"14.00, 0.49, False","7.00, 0.36, False",None,"23.00, 1.00, None","10.00, 1.00, None","25.00, 1.00, True","11.00, 0.69, True","28.00, 0.79, True","24.00, 0.68, True","32.00, 0.72, True","7.00, 0.36, True","27.00, 0.60, True","23.00, 0.49, True","25.00, 0.43, True","24.00, 0.35, True","25.00, 0.36, True","30.00, 0.40, True","7.00, 0.09, True","16.00, 0.13, True","28.00, 0.18, True","25.00, 0.16, True","22.00, 0.11, True","18.00, 0.09, True","24.00, 0.12, True","16.00, 0.05, True","16.00, 0.05, True","25.00, 0.08, True","15.00, 0.04, True","21.00, 0.03, True","32.00, 0.05, True","17.00, 0.01, True","20.00, 0.01, True","12.00, 0.00, True","15.00, 0.00, True","27.00, 0.02, True","15.00, 0.00, True","17.00, 0.00, True","25.00, 0.01, True","18.00, 0.00, True","19.00, 0.00, True","16.00, 0.00, True","16.00, 0.00, True","25.00, 0.00, True","22.00, 0.00, True","17.00, 0.00, True","22.00, 0.00, True","24.00, 0.00, True","19.00, 0.00, True","24.00, 0.00, True","23.00, 0.00, True","21.00, 0.00, True","21.00, 0.00, True","22.00, 0.00, True","19.00, 0.00, True","16.00, 0.00, True","19.00, 0.00, True",A,0.53
template_21,"18.00, 0.53, False","22.00, 0.57, False","23.00, 1.00, True",None,"25.00, 1.00, None","6.00, 1.00, True","27.00, 0.79, True","14.00, 0.72, True","8.00, 0.50, True","26.00, 0.69, True","25.00, 0.59, True","11.00, 0.44, True","32.00, 0.55, True","22.00, 0.40, True","10.00, 0.18, True","24.00, 0.35, True","24.00, 0.35, True","22.00, 0.27, True","26.00, 0.21, True","22.00, 0.14, True","21.00, 0.13, True","34.00, 0.18, True","7.00, 0.02, True","30.00, 0.16, True","27.00, 0.11, True","25.00, 0.10, True","19.00, 0.05, True","27.00, 0.09, True","27.00, 0.04, True","25.00, 0.03, True","25.00, 0.03, True","28.00, 0.02, True","21.00, 0.01, True","25.00, 0.02, True","20.00, 0.01, True","24.00, 0.01, True","25.00, 0.01, True","18.00, 0.00, True","26.00, 0.01, True","27.00, 0.01, True","23.00, 0.00, True","22.00, 0.00, True","16.00, 0.00, True","16.00, 0.00, True","23.00, 0.00, True","16.00, 0.00, True","16.00, 0.00, True","23.00, 0.00, True","18.00, 0.00, True","13.00, 0.00, True","12.00, 0.00, True","11.00, 0.00, True","11.00, 0.00, True","9.00, 0.00, True","22.00, 0.00, True","11.00, 0.00, True",A,0.53
template_18,"12.00, 0.46, False","4.00, 0.27, False","10.00, 1.00, True","25.00, 1.00, True",None,"26.00, 1.00, True","14.00, 0.72, True","26.00, 0.79, True","24.00, 0.68, True","31.00, 0.71, True","9.00, 0.40, True","25.00, 0.59, True","24.00, 0.50, True","24.00, 0.42, True","24.00, 0.35, True","23.00, 0.34, True","29.00, 0.39, True","4.00, 0.05, True","13.00, 0.10, True","27.00, 0.18, True","25.00, 0.16, True","18.00, 0.09, True","18.00, 0.09, True","23.00, 0.12, True","17.00, 0.06, True","14.00, 0.04, True","24.00, 0.08, True","16.00, 0.04, True","18.00, 0.02, True","30.00, 0.04, True","16.00, 0.01, True","19.00, 0.01, True","14.00, 0.00, True","17.00, 0.01, True","27.00, 0.02, True","18.00, 0.01, True","12.00, 0.00, True","24.00, 0.01, True","16.00, 0.00, True","20.00, 0.00, True","17.00, 0.00, True","12.00, 0.00, True","24.00, 0.00, True","22.00, 0.00, True","14.00, 0.00, True","22.00, 0.00, True","22.00, 0.00, True","14.00, 0.00, True","22.00, 0.00, True","21.00, 0.00, True","22.00, 0.00, True","21.00, 0.00, True","21.00, 0.00, True","19.00, 0.00, True","14.00, 0.00, True","20.00, 0.00, True",A,0.53
template_19,"21.00, 0.47, False","22.00, 0.48, False","25.00, 1.00, False","6.00, 1.00, False","26.00, 1.00, False",None,"30.00, 0.90, True","14.00, 0.86, True","10.00, 0.68, True","29.00, 0.80, True","28.00, 0.70, True","14.00, 0.60, True","32.00, 0.63, True","23.00, 0.49, True","12.00, 0.28, True","26.00, 0.43, True","24.00, 0.42, True","24.00, 0.35, True","30.00, 0.28, True","25.00, 0.20, True","22.00, 0.18, True","38.00, 0.24, True","10.00, 0.05, True","31.00, 0.20, True","32.00, 0.17, True","28.00, 0.15, True","20.00, 0.08, True","29.00, 0.12, True","32.00, 0.07, True","28.00, 0.05, True","28.00, 0.05, True","32.00, 0.04, True","24.00, 0.02, True","28.00, 0.03, True","25.00, 0.02, True","27.00, 0.02, True","25.00, 0.02, True","23.00, 0.01, True","29.00, 0.02, True","32.00, 0.02, True","26.00, 0.01, True","25.00, 0.01, True","20.00, 0.00, True","21.00, 0.00, True","25.00, 0.00, True","15.00, 0.00, True","21.00, 0.00, True","28.00, 0.00, True","22.00, 0.00, True","17.00, 0.00, True","14.00, 0.00, True","15.00, 0.00, True","15.00, 0.00, True","13.00, 0.00, True","25.00, 0.00, True","15.00, 0.00, True",A,0.525
template_14,"15.00, 0.26, False","11.00, 0.20, False","11.00, 0.69, False","27.00, 0.79, False","14.00, 0.72, False","30.00, 0.90, False",None,"32.00, 1.00, None","29.00, 1.00, True","37.00, 1.00, True","13.00, 0.85, True","27.00, 0.89, True","26.00, 0.79, True","32.00, 0.72, True","27.00, 0.60, True","28.00, 0.61, True","33.00, 0.64, True","12.00, 0.36, True","22.00, 0.33, True","31.00, 0.34, True","29.00, 0.33, True","22.00, 0.22, True","22.00, 0.22, True","26.00, 0.25, True","21.00, 0.17, True","21.00, 0.17, True","31.00, 0.20, True","18.00, 0.11, True","19.00, 0.05, True","32.00, 0.09, True","22.00, 0.05, True","19.00, 0.02, True","19.00, 0.02, True","19.00, 0.02, True","27.00, 0.03, True","19.00, 0.02, True","19.00, 0.02, True","24.00, 0.02, True","17.00, 0.01, True","19.00, 0.01, True","16.00, 0.00, True","18.00, 0.00, True","27.00, 0.01, True","21.00, 0.00, True","20.00, 0.00, True","22.00, 0.00, True","24.00, 0.00, True","19.00, 0.00, True","23.00, 0.00, True","24.00, 0.00, True","25.00, 0.00, True","22.00, 0.00, True","25.00, 0.00, True","23.00, 0.00, True","16.00, 0.00, True","20.00, 0.00, True",A,0.515
template_17,"20.00, 0.31, False","24.00, 0.35, False","28.00, 0.79, False","14.00, 0.72, False","26.00, 0.79, False","14.00, 0.86, False","32.00, 1.00, True",None,"17.00, 1.00, True","29.00, 1.00, True","30.00, 0.90, True","21.00, 0.88, True","32.00, 0.81, True","28.00, 0.70, True","19.00, 0.54, True","28.00, 0.61, True","21.00, 0.56, True","25.00, 0.50, True","30.00, 0.40, True","26.00, 0.31, True","26.00, 0.31, True","35.00, 0.31, True","15.00, 0.15, True","34.00, 0.31, True","30.00, 0.24, True","27.00, 0.21, True","23.00, 0.15, True","29.00, 0.19, True","27.00, 0.09, True","23.00, 0.06, True","26.00, 0.07, True","28.00, 0.05, True","26.00, 0.04, True","27.00, 0.04, True","26.00, 0.03, True","27.00, 0.03, True","24.00, 0.03, True","23.00, 0.02, True","26.00, 0.02, True","27.00, 0.02, True","24.00, 0.01, True","23.00, 0.01, True","20.00, 0.01, True","20.00, 0.00, True","24.00, 0.01, True","10.00, 0.00, True","19.00, 0.00, True","24.00, 0.00, True","19.00, 0.00, True","20.00, 0.00, True","22.00, 0.00, True","19.00, 0.00, True","19.00, 0.00, True","18.00, 0.00, True","22.00, 0.00, True","21.00, 0.00, True",A,0.515
template_23,"17.00, 0.22, False","20.00, 0.25, False","24.00, 0.68, False","8.00, 0.50, False","24.00, 0.68, False","10.00, 0.68, False","29.00, 1.00, False","17.00, 1.00, False",None,"27.00, 1.00, None","26.00, 1.00, True","12.00, 1.00, True","32.00, 0.90, True","26.00, 0.79, True","8.00, 0.50, True","28.00, 0.70, True","30.00, 0.71, True","24.00, 0.58, True","29.00, 0.46, True","25.00, 0.36, True","25.00, 0.36, True","35.00, 0.37, True","10.00, 0.14, True","33.00, 0.36, True","29.00, 0.27, True","27.00, 0.26, True","23.00, 0.18, True","27.00, 0.21, True","27.00, 0.11, True","31.00, 0.11, True","25.00, 0.08, True","30.00, 0.07, True","23.00, 0.04, True","26.00, 0.05, True","25.00, 0.04, True","24.00, 0.04, True","25.00, 0.04, True","23.00, 0.02, True","27.00, 0.03, True","26.00, 0.02, True","23.00, 0.01, True","23.00, 0.01, True","23.00, 0.01, True","21.00, 0.01, True","26.00, 0.01, True","18.00, 0.00, True","20.00, 0.00, True","25.00, 0.00, True","21.00, 0.00, True","16.00, 0.00, True","18.00, 0.00, True","13.00, 0.00, True","12.00, 0.00, True","15.00, 0.00, True","22.00, 0.00, True","15.00, 0.00, True",A,0.51
template_39,"32.00, 0.35, False","32.00, 0.35, False","32.00, 0.72, False","26.00, 0.69, False","31.00, 0.71, False","29.00, 0.80, False","37.00, 1.00, False","29.00, 1.00, False","27.00, 1.00, True",None,"32.00, 1.00, True","27.00, 1.00, True","35.00, 0.91, True","12.00, 0.70, True","24.00, 0.68, True","10.00, 0.54, True","21.00, 0.66, True","32.00, 0.63, True","22.00, 0.40, True","7.00, 0.13, True","9.00, 0.17, True","36.00, 0.37, True","25.00, 0.30, True","26.00, 0.31, True","22.00, 0.22, True","19.00, 0.19, True","10.00, 0.07, True","24.00, 0.19, True","24.00, 0.10, True","25.00, 0.08, True","18.00, 0.05, True","28.00, 0.06, True","17.00, 0.02, True","21.00, 0.04, True","21.00, 0.03, True","23.00, 0.03, True","23.00, 0.03, True","18.00, 0.01, True","26.00, 0.03, True","26.00, 0.02, True","24.00, 0.02, True","19.00, 0.01, True","17.00, 0.00, True","17.00, 0.00, True","20.00, 0.01, True","13.00, 0.00, True","16.00, 0.00, True","23.00, 0.00, True","15.00, 0.00, True","15.00, 0.00, True","13.00, 0.00, True","12.00, 0.00, True","11.00, 0.00, True","12.00, 0.00, True","20.00, 0.00, True","13.00, 0.00, True",A,0.51
