"statistic, pvalue, row is better than column",best set: template_17,template_16,template_27,template_12,template_14,template_6,template_10,template_25,template_47,template_26,template_44,template_31,template_20,template_38,template_13,template_8,template_9,template_24,template_5,template_45,template_35,template_32,template_40,template_4,template_43,template_7,template_0,template_22,template_2,template_19,template_18,template_30,template_3,template_51,template_53,template_29,template_21,template_23,template_33,template_37,template_36,template_11,template_1,template_41,template_39,template_42,template_15,template_48,template_28,template_46,template_54,template_52,template_49,template_55,template_34,template_50,group
best set: template_17,None,"7.00, 1.00, True","9.00, 0.66, True","6.00, 0.45, True","6.00, 0.33, True","4.00, 0.27, True","6.00, 0.24, True","7.00, 0.26, True","7.00, 0.26, True","6.00, 0.24, True","5.00, 0.14, True","5.00, 0.14, True","4.00, 0.12, True","5.00, 0.14, True","6.00, 0.17, True","5.00, 0.14, True","5.00, 0.14, True","5.00, 0.10, True","5.00, 0.10, True","2.00, 0.04, True","4.00, 0.08, True","4.00, 0.08, True","4.00, 0.08, True","4.00, 0.08, True","5.00, 0.10, True","3.00, 0.06, True","3.00, 0.06, True","5.00, 0.10, True","4.00, 0.08, True","4.00, 0.08, True","4.00, 0.08, True","3.00, 0.04, True","2.00, 0.02, True","4.00, 0.05, True","3.00, 0.04, True","3.00, 0.04, True","3.00, 0.04, True","4.00, 0.05, True","4.00, 0.05, True","4.00, 0.05, True","4.00, 0.05, True","5.00, 0.06, True","3.00, 0.04, True","3.00, 0.02, True","3.00, 0.02, True","4.00, 0.03, True","2.00, 0.01, True","3.00, 0.02, True","2.00, 0.01, True","4.00, 0.03, True","4.00, 0.03, True","3.00, 0.02, True","3.00, 0.01, True","2.00, 0.01, True","2.00, 0.00, True","2.00, 0.00, True",A
template_16,"7.00, 1.00, False",None,"10.00, 0.83, True","6.00, 0.61, True","8.00, 0.50, True","5.00, 0.42, True","6.00, 0.33, True","7.00, 0.36, True","8.00, 0.38, True","7.00, 0.36, True","2.00, 0.11, True","8.00, 0.29, True","7.00, 0.26, True","7.00, 0.26, True","7.00, 0.26, True","5.00, 0.21, True","7.00, 0.26, True","7.00, 0.19, True","6.00, 0.17, True","4.00, 0.12, True","7.00, 0.19, True","7.00, 0.19, True","7.00, 0.19, True","4.00, 0.12, True","6.00, 0.17, True","5.00, 0.14, True","4.00, 0.12, True","7.00, 0.19, True","4.00, 0.12, True","5.00, 0.14, True","5.00, 0.14, True","6.00, 0.12, True","4.00, 0.08, True","6.00, 0.12, True","5.00, 0.10, True","6.00, 0.12, True","6.00, 0.12, True","7.00, 0.13, True","6.00, 0.12, True","6.00, 0.12, True","6.00, 0.12, True","6.00, 0.12, True","5.00, 0.10, True","5.00, 0.06, True","5.00, 0.06, True","4.00, 0.05, True","5.00, 0.06, True","3.00, 0.04, True","5.00, 0.06, True","5.00, 0.06, True","5.00, 0.06, True","6.00, 0.08, True","4.00, 0.03, True","4.00, 0.03, True","4.00, 0.02, True","3.00, 0.01, True",A
template_27,"9.00, 0.66, False","10.00, 0.83, False",None,"5.00, 1.00, True","4.00, 0.75, True","5.00, 0.77, True","3.00, 0.51, True","1.00, 0.38, True","3.00, 0.51, True","3.00, 0.51, True","8.00, 0.50, True","3.00, 0.34, True","4.00, 0.39, True","2.00, 0.29, True","3.00, 0.34, True","3.00, 0.34, True","3.00, 0.34, True","2.00, 0.18, True","1.00, 0.12, True","4.00, 0.27, True","1.00, 0.12, True","1.00, 0.12, True","1.00, 0.12, True","3.00, 0.23, True","5.00, 0.30, True","4.00, 0.27, True","3.00, 0.23, True","4.00, 0.27, True","5.00, 0.30, True","1.00, 0.12, True","2.00, 0.18, True","1.00, 0.07, True","3.00, 0.15, True","3.00, 0.15, True","1.00, 0.07, True","1.00, 0.07, True","1.00, 0.07, True","1.00, 0.07, True","1.00, 0.07, True","1.00, 0.07, True","0.00, 0.03, True","1.00, 0.07, True","2.00, 0.11, True","0.00, 0.02, True","0.00, 0.02, True","4.00, 0.12, True","1.00, 0.04, True","4.00, 0.12, True","1.00, 0.04, True","3.00, 0.09, True","1.00, 0.04, True","2.00, 0.07, True","2.00, 0.04, True","1.00, 0.02, True","0.00, 0.00, True","1.00, 0.01, True",A
template_12,"6.00, 0.45, False","6.00, 0.61, False","5.00, 1.00, False",None,"6.00, 1.00, True","2.00, 1.00, True","1.00, 0.62, True","3.00, 0.73, True","3.00, 0.73, True","2.00, 0.69, True","5.00, 0.58, True","4.00, 0.55, True","4.00, 0.55, True","2.00, 0.45, True","4.00, 0.55, True","2.00, 0.45, True","4.00, 0.55, True","2.00, 0.29, True","2.00, 0.29, True","3.00, 0.34, True","2.00, 0.29, True","2.00, 0.29, True","2.00, 0.29, True","0.00, 0.12, True","3.00, 0.34, True","4.00, 0.39, True","1.00, 0.22, True","4.00, 0.39, True","2.00, 0.29, True","3.00, 0.34, True","1.00, 0.22, True","1.00, 0.12, True","3.00, 0.23, True","2.00, 0.18, True","1.00, 0.12, True","2.00, 0.18, True","3.00, 0.23, True","2.00, 0.18, True","3.00, 0.23, True","3.00, 0.23, True","2.00, 0.18, True","2.00, 0.18, True","2.00, 0.18, True","2.00, 0.11, True","2.00, 0.11, True","3.00, 0.15, True","3.00, 0.15, True","3.00, 0.15, True","1.00, 0.07, True","2.00, 0.11, True","1.00, 0.07, True","2.00, 0.11, True","2.00, 0.07, True","0.00, 0.02, True","1.00, 0.02, True","1.00, 0.01, True",A
template_14,"6.00, 0.33, False","8.00, 0.50, False","4.00, 0.75, False","6.00, 1.00, False",None,"6.00, 1.00, None","6.00, 1.00, True","5.00, 1.00, True","7.00, 1.00, True","3.00, 1.00, True","7.00, 0.80, True","5.00, 0.77, True","5.00, 0.77, True","3.00, 0.73, True","6.00, 0.79, True","5.00, 0.77, True","6.00, 0.79, True","4.00, 0.55, True","4.00, 0.55, True","5.00, 0.58, True","3.00, 0.51, True","3.00, 0.51, True","3.00, 0.51, True","4.00, 0.55, True","6.00, 0.61, True","4.00, 0.55, True","3.00, 0.51, True","1.00, 0.38, True","6.00, 0.61, True","4.00, 0.55, True","3.00, 0.51, True","2.00, 0.29, True","4.00, 0.39, True","4.00, 0.39, True","3.00, 0.34, True","3.00, 0.34, True","1.00, 0.22, True","2.00, 0.29, True","4.00, 0.39, True","4.00, 0.39, True","3.00, 0.34, True","3.00, 0.34, True","3.00, 0.34, True","3.00, 0.23, True","3.00, 0.23, True","5.00, 0.30, True","1.00, 0.12, True","3.00, 0.23, True","2.00, 0.18, True","4.00, 0.27, True","4.00, 0.27, True","3.00, 0.23, True","3.00, 0.15, True","2.00, 0.11, True","1.00, 0.04, True","1.00, 0.02, True",A
template_6,"4.00, 0.27, False","5.00, 0.42, False","5.00, 0.77, False","2.00, 1.00, False","6.00, 1.00, True",None,"3.00, 1.00, True","3.00, 1.00, True","5.00, 1.00, True","2.00, 1.00, True","5.00, 0.77, True","3.00, 0.73, True","4.00, 0.75, True","2.00, 0.69, True","3.00, 0.73, True","1.00, 0.62, True","3.00, 0.73, True","3.00, 0.51, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","0.00, 0.25, True","3.00, 0.51, True","2.00, 0.45, True","0.00, 0.25, True","3.00, 0.51, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","1.00, 0.22, True","2.00, 0.29, True","2.00, 0.29, True","0.00, 0.12, True","1.00, 0.22, True","2.00, 0.29, True","2.00, 0.29, True","2.00, 0.29, True","2.00, 0.29, True","2.00, 0.29, True","2.00, 0.29, True","1.00, 0.22, True","1.00, 0.12, True","1.00, 0.12, True","3.00, 0.23, True","2.00, 0.18, True","3.00, 0.23, True","0.00, 0.06, True","2.00, 0.18, True","2.00, 0.18, True","1.00, 0.12, True","2.00, 0.11, True","0.00, 0.03, True","0.00, 0.02, True","1.00, 0.02, True",A
template_10,"6.00, 0.24, False","6.00, 0.33, False","3.00, 0.51, False","1.00, 0.62, False","6.00, 1.00, False","3.00, 1.00, False",None,"3.00, 1.00, None","2.00, 1.00, None","3.00, 1.00, None","5.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","3.00, 1.00, True","5.00, 1.00, True","3.00, 1.00, True","5.00, 1.00, True","4.00, 0.75, True","3.00, 0.73, True","4.00, 0.75, True","3.00, 0.73, True","3.00, 0.73, True","3.00, 0.73, True","1.00, 0.62, True","4.00, 0.75, True","5.00, 0.77, True","3.00, 0.73, True","5.00, 0.77, True","2.00, 0.69, True","3.00, 0.73, True","2.00, 0.69, True","2.00, 0.45, True","3.00, 0.51, True","3.00, 0.51, True","2.00, 0.45, True","3.00, 0.51, True","4.00, 0.55, True","3.00, 0.51, True","3.00, 0.51, True","3.00, 0.51, True","2.00, 0.45, True","2.00, 0.45, True","3.00, 0.51, True","2.00, 0.29, True","2.00, 0.29, True","3.00, 0.34, True","4.00, 0.39, True","3.00, 0.34, True","2.00, 0.29, True","2.00, 0.29, True","2.00, 0.29, True","3.00, 0.34, True","2.00, 0.18, True","1.00, 0.12, True","1.00, 0.07, True","1.00, 0.04, True",A
template_25,"7.00, 0.26, False","7.00, 0.36, False","1.00, 0.38, False","3.00, 0.73, False","5.00, 1.00, False","3.00, 1.00, False","3.00, 1.00, True",None,"4.00, 1.00, None","4.00, 1.00, None","7.00, 1.00, True","4.00, 1.00, True","4.00, 1.00, True","3.00, 1.00, True","3.00, 1.00, True","2.00, 1.00, True","4.00, 1.00, True","2.00, 0.69, True","3.00, 0.73, True","4.00, 0.75, True","3.00, 0.73, True","3.00, 0.73, True","3.00, 0.73, True","2.00, 0.69, True","5.00, 0.77, True","4.00, 0.75, True","2.00, 0.69, True","3.00, 0.73, True","4.00, 0.75, True","1.00, 0.62, True","2.00, 0.69, True","2.00, 0.45, True","3.00, 0.51, True","3.00, 0.51, True","1.00, 0.38, True","2.00, 0.45, True","2.00, 0.45, True","3.00, 0.51, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","1.00, 0.22, True","1.00, 0.22, True","4.00, 0.39, True","3.00, 0.34, True","4.00, 0.39, True","1.00, 0.22, True","3.00, 0.34, True","1.00, 0.22, True","2.00, 0.29, True","2.00, 0.18, True","1.00, 0.12, True","0.00, 0.03, True","1.00, 0.04, True",A
template_47,"7.00, 0.26, False","8.00, 0.38, False","3.00, 0.51, False","3.00, 0.73, False","7.00, 1.00, False","5.00, 1.00, False","2.00, 1.00, True","4.00, 1.00, True",None,"4.00, 1.00, None","7.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True","5.00, 1.00, True","4.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","4.00, 0.75, True","3.00, 0.73, True","5.00, 0.77, True","4.00, 0.75, True","4.00, 0.75, True","4.00, 0.75, True","3.00, 0.73, True","4.00, 0.75, True","5.00, 0.77, True","5.00, 0.77, True","6.00, 0.79, True","3.00, 0.73, True","3.00, 0.73, True","4.00, 0.75, True","3.00, 0.51, True","3.00, 0.51, True","3.00, 0.51, True","3.00, 0.51, True","4.00, 0.55, True","4.00, 0.55, True","3.00, 0.51, True","4.00, 0.55, True","4.00, 0.55, True","3.00, 0.51, True","2.00, 0.45, True","4.00, 0.55, True","3.00, 0.34, True","3.00, 0.34, True","3.00, 0.34, True","4.00, 0.39, True","3.00, 0.34, True","3.00, 0.34, True","2.00, 0.29, True","2.00, 0.29, True","3.00, 0.34, True","0.00, 0.06, True","2.00, 0.18, True","1.00, 0.07, True","1.00, 0.04, True",A
template_26,"6.00, 0.24, False","7.00, 0.36, False","3.00, 0.51, False","2.00, 0.69, False","3.00, 1.00, False","2.00, 1.00, False","3.00, 1.00, True","4.00, 1.00, True","4.00, 1.00, True",None,"7.00, 1.00, True","4.00, 1.00, True","5.00, 1.00, True","2.00, 1.00, True","4.00, 1.00, True","3.00, 1.00, True","5.00, 1.00, True","3.00, 0.73, True","2.00, 0.69, True","4.00, 0.75, True","2.00, 0.69, True","2.00, 0.69, True","2.00, 0.69, True","1.00, 0.62, True","4.00, 0.75, True","3.00, 0.73, True","2.00, 0.69, True","3.00, 0.73, True","3.00, 0.73, True","3.00, 0.73, True","2.00, 0.69, True","1.00, 0.38, True","3.00, 0.51, True","3.00, 0.51, True","1.00, 0.38, True","2.00, 0.45, True","2.00, 0.45, True","1.00, 0.38, True","3.00, 0.51, True","3.00, 0.51, True","2.00, 0.45, True","1.00, 0.38, True","2.00, 0.45, True","2.00, 0.29, True","2.00, 0.29, True","3.00, 0.34, True","2.00, 0.29, True","3.00, 0.34, True","1.00, 0.22, True","2.00, 0.29, True","2.00, 0.29, True","2.00, 0.29, True","2.00, 0.18, True","1.00, 0.12, True","0.00, 0.03, True","1.00, 0.04, True",A
