"statistic, pvalue, row is better than column",best set: template_17,template_27,template_49,template_31,template_3,template_37,template_20,template_35,template_9,template_5,template_18,template_41,template_39,template_24,template_47,template_26,template_45,template_36,template_55,template_19,template_53,template_6,template_22,template_25,template_4,template_1,template_21,template_11,template_34,template_32,template_23,template_8,template_7,template_54,template_10,template_48,template_46,template_15,template_30,template_29,template_12,template_40,template_16,template_51,template_43,template_52,template_2,template_13,template_28,template_44,template_38,template_33,template_14,template_0,template_50,template_42,group
best set: template_17,None,"10.00, 0.68, True","10.00, 0.54, True","8.00, 0.50, True","3.00, 0.34, True","8.00, 0.38, True","10.00, 0.42, True","8.00, 0.38, True","7.00, 0.36, True","9.00, 0.31, True","13.00, 0.38, True","8.00, 0.29, True","11.00, 0.34, True","13.00, 0.38, True","9.00, 0.31, True","10.00, 0.33, True","8.00, 0.29, True","12.00, 0.28, True","9.00, 0.23, True","9.00, 0.23, True","7.00, 0.19, True","11.00, 0.26, True","12.00, 0.28, True","8.00, 0.21, True","11.00, 0.26, True","7.00, 0.19, True","5.00, 0.10, True","6.00, 0.12, True","13.00, 0.23, True","11.00, 0.20, True","5.00, 0.06, True","9.00, 0.12, True","5.00, 0.06, True","11.00, 0.15, True","9.00, 0.12, True","11.00, 0.11, True","10.00, 0.10, True","7.00, 0.06, True","11.00, 0.11, True","7.00, 0.06, True","9.00, 0.09, True","10.00, 0.07, True","7.00, 0.04, True","6.00, 0.03, True","10.00, 0.05, True","9.00, 0.04, True","7.00, 0.03, True","5.00, 0.02, True","11.00, 0.04, True","9.00, 0.02, True","9.00, 0.02, True","4.00, 0.00, True","7.00, 0.01, True","8.00, 0.01, True","7.00, 0.00, True","7.00, 0.00, True",A
template_27,"10.00, 0.68, False",None,"10.00, 1.00, True","12.00, 1.00, True","12.00, 1.00, True","9.00, 0.82, True","10.00, 0.83, True","10.00, 0.83, True","9.00, 0.82, True","9.00, 0.66, True","12.00, 0.70, True","9.00, 0.66, True","12.00, 0.70, True","13.00, 0.71, True","10.00, 0.68, True","10.00, 0.68, True","12.00, 0.70, True","13.00, 0.58, True","8.00, 0.50, True","5.00, 0.42, True","8.00, 0.50, True","13.00, 0.58, True","11.00, 0.56, True","3.00, 0.34, True","12.00, 0.57, True","10.00, 0.54, True","4.00, 0.27, True","3.00, 0.23, True","13.00, 0.47, True","10.00, 0.42, True","5.00, 0.21, True","10.00, 0.33, True","6.00, 0.24, True","13.00, 0.38, True","12.00, 0.36, True","12.00, 0.28, True","12.00, 0.28, True","4.00, 0.12, True","12.00, 0.28, True","8.00, 0.21, True","8.00, 0.21, True","9.00, 0.17, True","8.00, 0.15, True","7.00, 0.13, True","9.00, 0.12, True","10.00, 0.14, True","10.00, 0.14, True","2.00, 0.02, True","11.00, 0.11, True","10.00, 0.07, True","8.00, 0.05, True","5.00, 0.02, True","8.00, 0.04, True","9.00, 0.04, True","7.00, 0.01, True","7.00, 0.01, True",A
template_49,"10.00, 0.54, False","10.00, 1.00, False",None,"12.00, 1.00, None","13.00, 1.00, None","12.00, 1.00, True","15.00, 1.00, True","13.00, 1.00, True","14.00, 1.00, True","12.00, 0.85, True","17.00, 0.87, True","14.00, 0.86, True","14.00, 0.86, True","15.00, 0.86, True","3.00, 0.73, True","15.00, 0.86, True","8.00, 0.81, True","18.00, 0.75, True","5.00, 0.58, True","10.00, 0.68, True","4.00, 0.55, True","17.00, 0.74, True","16.00, 0.74, True","10.00, 0.68, True","16.00, 0.74, True","15.00, 0.73, True","7.00, 0.48, True","8.00, 0.50, True","15.00, 0.61, True","11.00, 0.56, True","11.00, 0.44, True","13.00, 0.47, True","8.00, 0.38, True","11.00, 0.44, True","15.00, 0.50, True","11.00, 0.34, True","11.00, 0.34, True","11.00, 0.34, True","13.00, 0.38, True","7.00, 0.26, True","14.00, 0.39, True","15.00, 0.32, True","13.00, 0.30, True","5.00, 0.14, True","4.00, 0.08, True","8.00, 0.15, True","13.00, 0.23, True","7.00, 0.13, True","13.00, 0.18, True","8.00, 0.08, True","11.00, 0.11, True","6.00, 0.03, True","11.00, 0.08, True","13.00, 0.10, True","8.00, 0.02, True","7.00, 0.02, True",A
template_31,"8.00, 0.50, False","12.00, 1.00, False","12.00, 1.00, True",None,"11.00, 1.00, None","8.00, 1.00, True","16.00, 1.00, True","12.00, 1.00, True","10.00, 1.00, True","10.00, 0.83, True","16.00, 0.86, True","11.00, 0.84, True","10.00, 0.83, True","16.00, 0.86, True","11.00, 0.84, True","15.00, 0.86, True","8.00, 0.81, True","12.00, 0.70, True","9.00, 0.66, True","10.00, 0.68, True","7.00, 0.63, True","15.00, 0.73, True","16.00, 0.74, True","10.00, 0.68, True","13.00, 0.71, True","10.00, 0.68, True","8.00, 0.50, True","6.00, 0.45, True","15.00, 0.61, True","13.00, 0.58, True","9.00, 0.40, True","12.00, 0.46, True","6.00, 0.33, True","15.00, 0.50, True","12.00, 0.46, True","15.00, 0.41, True","14.00, 0.39, True","11.00, 0.34, True","12.00, 0.36, True","6.00, 0.24, True","14.00, 0.39, True","13.00, 0.30, True","12.00, 0.28, True","6.00, 0.17, True","8.00, 0.15, True","13.00, 0.23, True","12.00, 0.22, True","6.00, 0.12, True","11.00, 0.15, True","12.00, 0.12, True","10.00, 0.10, True","7.00, 0.04, True","10.00, 0.07, True","10.00, 0.07, True","10.00, 0.04, True","11.00, 0.04, True",A
template_3,"3.00, 0.34, False","12.00, 1.00, False","13.00, 1.00, True","11.00, 1.00, True",None,"10.00, 1.00, True","14.00, 1.00, True","12.00, 1.00, True","7.00, 1.00, True","12.00, 0.85, True","16.00, 0.86, True","12.00, 0.85, True","12.00, 0.85, True","15.00, 0.86, True","12.00, 0.85, True","14.00, 0.86, True","7.00, 0.80, True","12.00, 0.70, True","10.00, 0.68, True","12.00, 0.70, True","8.00, 0.65, True","13.00, 0.71, True","13.00, 0.71, True","10.00, 0.68, True","13.00, 0.71, True","11.00, 0.69, True","9.00, 0.52, True","7.00, 0.48, True","15.00, 0.61, True","13.00, 0.58, True","7.00, 0.36, True","10.00, 0.42, True","8.00, 0.38, True","12.00, 0.46, True","10.00, 0.42, True","13.00, 0.38, True","12.00, 0.36, True","9.00, 0.31, True","12.00, 0.36, True","8.00, 0.29, True","10.00, 0.33, True","12.00, 0.28, True","9.00, 0.23, True","5.00, 0.14, True","10.00, 0.18, True","10.00, 0.18, True","8.00, 0.15, True","7.00, 0.13, True","12.00, 0.16, True","10.00, 0.10, True","12.00, 0.12, True","6.00, 0.03, True","9.00, 0.06, True","10.00, 0.07, True","8.00, 0.02, True","8.00, 0.02, True",A
template_37,"8.00, 0.38, False","9.00, 0.82, False","12.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, False",None,"12.00, 1.00, None","7.00, 1.00, None","8.00, 1.00, None","12.00, 1.00, True","13.00, 1.00, True","6.00, 1.00, True","9.00, 1.00, True","14.00, 1.00, True","13.00, 1.00, True","13.00, 1.00, True","11.00, 1.00, True","10.00, 0.83, True","11.00, 0.84, True","8.00, 0.81, True","10.00, 0.83, True","11.00, 0.84, True","12.00, 0.85, True","8.00, 0.81, True","11.00, 0.84, True","10.00, 0.83, True","5.00, 0.58, True","7.00, 0.63, True","10.00, 0.68, True","9.00, 0.66, True","6.00, 0.45, True","9.00, 0.52, True","5.00, 0.42, True","16.00, 0.62, True","10.00, 0.54, True","13.00, 0.47, True","13.00, 0.47, True","6.00, 0.33, True","10.00, 0.42, True","3.00, 0.23, True","11.00, 0.44, True","8.00, 0.29, True","9.00, 0.31, True","6.00, 0.24, True","8.00, 0.21, True","13.00, 0.30, True","11.00, 0.26, True","7.00, 0.19, True","6.00, 0.12, True","12.00, 0.16, True","8.00, 0.11, True","5.00, 0.04, True","9.00, 0.09, True","10.00, 0.10, True","10.00, 0.05, True","11.00, 0.06, True",A
template_20,"10.00, 0.42, False","10.00, 0.83, False","15.00, 1.00, False","16.00, 1.00, False","14.00, 1.00, False","12.00, 1.00, True",None,"16.00, 1.00, None","10.00, 1.00, None","14.00, 1.00, True","4.00, 1.00, True","13.00, 1.00, True","17.00, 1.00, True","5.00, 1.00, True","16.00, 1.00, True","3.00, 1.00, True","16.00, 1.00, True","9.00, 0.82, True","14.00, 0.86, True","10.00, 0.83, True","15.00, 0.86, True","5.00, 0.77, True","5.00, 0.77, True","9.00, 0.82, True","5.00, 0.77, True","13.00, 0.85, True","7.00, 0.63, True","11.00, 0.69, True","11.00, 0.69, True","8.00, 0.65, True","9.00, 0.52, True","5.00, 0.42, True","11.00, 0.56, True","6.00, 0.45, True","5.00, 0.42, True","4.00, 0.27, True","5.00, 0.30, True","9.00, 0.40, True","6.00, 0.33, True","11.00, 0.44, True","1.00, 0.12, True","6.00, 0.24, True","3.00, 0.15, True","10.00, 0.33, True","11.00, 0.26, True","4.00, 0.12, True","5.00, 0.14, True","9.00, 0.23, True","7.00, 0.13, True","4.00, 0.05, True","5.00, 0.06, True","10.00, 0.10, True","6.00, 0.05, True","5.00, 0.04, True","3.00, 0.01, True","3.00, 0.01, True",A
template_35,"8.00, 0.38, False","10.00, 0.83, False","13.00, 1.00, False","12.00, 1.00, False","12.00, 1.00, False","7.00, 1.00, True","16.00, 1.00, True",None,"12.00, 1.00, None","12.00, 1.00, True","14.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","16.00, 1.00, True","12.00, 1.00, True","16.00, 1.00, True","13.00, 1.00, True","13.00, 0.85, True","12.00, 0.85, True","10.00, 0.83, True","11.00, 0.84, True","14.00, 0.86, True","14.00, 0.86, True","10.00, 0.83, True","14.00, 0.86, True","11.00, 0.84, True","9.00, 0.66, True","9.00, 0.66, True","13.00, 0.71, True","11.00, 0.69, True","7.00, 0.48, True","12.00, 0.57, True","8.00, 0.50, True","18.00, 0.64, True","13.00, 0.58, True","16.00, 0.51, True","16.00, 0.51, True","8.00, 0.38, True","11.00, 0.44, True","7.00, 0.36, True","12.00, 0.46, True","10.00, 0.33, True","11.00, 0.34, True","8.00, 0.29, True","11.00, 0.26, True","14.00, 0.31, True","12.00, 0.28, True","8.00, 0.21, True","10.00, 0.18, True","12.00, 0.16, True","9.00, 0.12, True","2.00, 0.01, True","8.00, 0.08, True","10.00, 0.10, True","11.00, 0.06, True","11.00, 0.06, True",A
template_9,"7.00, 0.36, False","9.00, 0.82, False","14.00, 1.00, False","10.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, True","10.00, 1.00, True","12.00, 1.00, True",None,"9.00, 1.00, True","12.00, 1.00, True","12.00, 1.00, True","13.00, 1.00, True","12.00, 1.00, True","15.00, 1.00, True","12.00, 1.00, True","10.00, 1.00, True","9.00, 0.82, True","11.00, 0.84, True","10.00, 0.83, True","11.00, 0.84, True","8.00, 0.81, True","9.00, 0.82, True","9.00, 0.82, True","7.00, 0.80, True","7.00, 0.80, True","7.00, 0.63, True","5.00, 0.58, True","13.00, 0.71, True","11.00, 0.69, True","4.00, 0.39, True","4.00, 0.39, True","5.00, 0.42, True","11.00, 0.56, True","6.00, 0.45, True","10.00, 0.42, True","9.00, 0.40, True","8.00, 0.38, True","8.00, 0.38, True","6.00, 0.33, True","6.00, 0.33, True","9.00, 0.31, True","4.00, 0.18, True","7.00, 0.26, True","12.00, 0.28, True","9.00, 0.23, True","5.00, 0.14, True","4.00, 0.12, True","9.00, 0.17, True","7.00, 0.09, True","8.00, 0.11, True","6.00, 0.05, True","8.00, 0.08, True","6.00, 0.05, True","6.00, 0.02, True","7.00, 0.03, True",A
template_5,"9.00, 0.31, False","9.00, 0.66, False","12.00, 0.85, False","10.00, 0.83, False","12.00, 0.85, False","12.00, 1.00, False","14.00, 1.00, False","12.00, 1.00, False","9.00, 1.00, False",None,"15.00, 1.00, None","14.00, 1.00, None","16.00, 1.00, None","16.00, 1.00, None","12.00, 1.00, None","14.00, 1.00, None","15.00, 1.00, None","14.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","11.00, 1.00, True","13.00, 1.00, True","14.00, 1.00, True","12.00, 1.00, True","12.00, 1.00, True","9.00, 1.00, True","10.00, 0.83, True","8.00, 0.81, True","14.00, 0.86, True","13.00, 0.85, True","10.00, 0.68, True","9.00, 0.66, True","5.00, 0.58, True","14.00, 0.72, True","12.00, 0.70, True","13.00, 0.58, True","13.00, 0.58, True","12.00, 0.57, True","10.00, 0.54, True","11.00, 0.56, True","10.00, 0.54, True","10.00, 0.42, True","9.00, 0.40, True","11.00, 0.44, True","12.00, 0.36, True","11.00, 0.34, True","9.00, 0.31, True","6.00, 0.24, True","11.00, 0.26, True","9.00, 0.17, True","8.00, 0.15, True","7.00, 0.09, True","11.00, 0.15, True","10.00, 0.14, True","7.00, 0.04, True","9.00, 0.06, True",A
