"statistic, pvalue, row is better than column",template_21,best set: template_19,template_17,template_8,template_23,template_25,template_4,template_18,template_22,template_10,template_24,template_41,template_2,template_6,template_3,template_35,template_49,template_37,template_5,template_9,template_20,template_16,template_15,template_27,template_7,template_14,template_11,template_38,template_43,template_12,template_48,template_47,template_54,template_39,template_42,template_53,template_34,template_46,template_50,template_26,template_13,template_55,template_33,template_51,template_44,template_36,template_52,template_45,template_40,template_0,template_28,template_29,template_30,template_32,template_31,template_1,group,accuracy
template_21,None,"8.00, 1.00, None","14.00, 1.00, True","28.00, 1.00, True","13.00, 1.00, True","20.00, 0.76, True","24.00, 0.68, True","21.00, 0.66, True","23.00, 0.67, True","23.00, 0.58, True","22.00, 0.48, True","17.00, 0.43, True","22.00, 0.48, True","24.00, 0.50, True","13.00, 0.30, True","11.00, 0.26, True","12.00, 0.28, True","15.00, 0.26, True","7.00, 0.13, True","15.00, 0.26, True","21.00, 0.32, True","22.00, 0.33, True","15.00, 0.20, True","13.00, 0.18, True","5.00, 0.06, True","18.00, 0.23, True","18.00, 0.18, True","20.00, 0.20, True","18.00, 0.18, True","24.00, 0.24, True","24.00, 0.19, True","9.00, 0.06, True","24.00, 0.19, True","16.00, 0.07, True","21.00, 0.10, True","16.00, 0.07, True","22.00, 0.09, True","21.00, 0.06, True","18.00, 0.05, True","17.00, 0.04, True","15.00, 0.03, True","15.00, 0.03, True","15.00, 0.03, True","16.00, 0.03, True","16.00, 0.03, True","17.00, 0.02, True","21.00, 0.04, True","7.00, 0.00, True","15.00, 0.00, True","18.00, 0.00, True","12.00, 0.00, True","11.00, 0.00, True","11.00, 0.00, True","11.00, 0.00, True","10.00, 0.00, True","16.00, 0.00, True",A,0.49
template_19,"8.00, 1.00, True",None,"14.00, 1.00, True","25.00, 1.00, True","12.00, 1.00, True","19.00, 0.76, True","21.00, 0.66, True","20.00, 0.65, True","22.00, 0.67, True","23.00, 0.58, True","23.00, 0.49, True","18.00, 0.44, True","20.00, 0.46, True","23.00, 0.49, True","13.00, 0.30, True","12.00, 0.28, True","12.00, 0.28, True","15.00, 0.26, True","4.00, 0.08, True","13.00, 0.23, True","22.00, 0.33, True","22.00, 0.33, True","10.00, 0.14, True","10.00, 0.14, True","5.00, 0.06, True","18.00, 0.23, True","16.00, 0.16, True","20.00, 0.20, True","14.00, 0.14, True","21.00, 0.21, True","21.00, 0.17, True","7.00, 0.04, True","20.00, 0.16, True","18.00, 0.09, True","19.00, 0.09, True","13.00, 0.05, True","20.00, 0.08, True","17.00, 0.04, True","15.00, 0.04, True","15.00, 0.04, True","11.00, 0.01, True","13.00, 0.02, True","15.00, 0.03, True","15.00, 0.03, True","13.00, 0.02, True","17.00, 0.02, True","16.00, 0.02, True","7.00, 0.00, True","15.00, 0.00, True","16.00, 0.00, True","11.00, 0.00, True","11.00, 0.00, True","10.00, 0.00, True","11.00, 0.00, True","10.00, 0.00, True","18.00, 0.00, True",A,0.49
template_17,"14.00, 1.00, False","14.00, 1.00, False",None,"24.00, 1.00, None","15.00, 1.00, None","20.00, 0.88, True","23.00, 0.78, True","21.00, 0.77, True","21.00, 0.77, True","23.00, 0.67, True","22.00, 0.57, True","15.00, 0.50, True","17.00, 0.52, True","25.00, 0.59, True","5.00, 0.21, True","13.00, 0.38, True","15.00, 0.41, True","11.00, 0.26, True","10.00, 0.25, True","12.00, 0.28, True","23.00, 0.41, True","17.00, 0.35, True","14.00, 0.24, True","17.00, 0.28, True","10.00, 0.18, True","16.00, 0.27, True","15.00, 0.20, True","17.00, 0.22, True","17.00, 0.22, True","21.00, 0.26, True","23.00, 0.23, True","11.00, 0.11, True","23.00, 0.23, True","15.00, 0.09, True","18.00, 0.11, True","16.00, 0.10, True","17.00, 0.08, True","21.00, 0.08, True","19.00, 0.07, True","16.00, 0.05, True","13.00, 0.03, True","17.00, 0.04, True","14.00, 0.03, True","14.00, 0.03, True","17.00, 0.04, True","16.00, 0.03, True","19.00, 0.04, True","5.00, 0.00, True","13.00, 0.00, True","14.00, 0.00, True","14.00, 0.00, True","14.00, 0.00, True","13.00, 0.00, True","14.00, 0.00, True","13.00, 0.00, True","17.00, 0.00, True",A,0.483
template_8,"28.00, 1.00, False","25.00, 1.00, False","24.00, 1.00, True",None,"24.00, 1.00, None","25.00, 0.89, True","10.00, 0.68, True","13.00, 0.71, True","6.00, 0.61, True","12.00, 0.57, True","12.00, 0.46, True","24.00, 0.58, True","13.00, 0.47, True","10.00, 0.42, True","20.00, 0.46, True","23.00, 0.49, True","24.00, 0.50, True","22.00, 0.40, True","24.00, 0.42, True","19.00, 0.37, True","13.00, 0.30, True","12.00, 0.28, True","18.00, 0.29, True","18.00, 0.29, True","21.00, 0.32, True","12.00, 0.22, True","19.00, 0.24, True","16.00, 0.21, True","19.00, 0.24, True","7.00, 0.09, True","11.00, 0.11, True","24.00, 0.24, True","14.00, 0.14, True","21.00, 0.13, True","9.00, 0.04, True","20.00, 0.13, True","14.00, 0.06, True","10.00, 0.02, True","4.00, 0.00, True","6.00, 0.01, True","16.00, 0.04, True","18.00, 0.05, True","24.00, 0.08, True","20.00, 0.06, True","7.00, 0.01, True","10.00, 0.01, True","7.00, 0.01, True","17.00, 0.02, True","10.00, 0.00, True","10.00, 0.00, True","18.00, 0.00, True","18.00, 0.00, True","18.00, 0.00, True","18.00, 0.00, True","18.00, 0.00, True","14.00, 0.00, True",A,0.483
template_23,"13.00, 1.00, False","12.00, 1.00, False","15.00, 1.00, True","24.00, 1.00, True",None,"15.00, 0.86, True","20.00, 0.76, True","19.00, 0.76, True","20.00, 0.76, True","23.00, 0.67, True","22.00, 0.57, True","14.00, 0.49, True","20.00, 0.55, True","22.00, 0.57, True","14.00, 0.39, True","12.00, 0.36, True","14.00, 0.39, True","12.00, 0.28, True","12.00, 0.28, True","10.00, 0.25, True","20.00, 0.38, True","20.00, 0.38, True","9.00, 0.17, True","12.00, 0.22, True","13.00, 0.23, True","18.00, 0.29, True","15.00, 0.20, True","16.00, 0.21, True","16.00, 0.21, True","20.00, 0.25, True","22.00, 0.22, True","10.00, 0.10, True","23.00, 0.23, True","14.00, 0.08, True","21.00, 0.13, True","14.00, 0.08, True","20.00, 0.10, True","20.00, 0.08, True","19.00, 0.07, True","17.00, 0.06, True","14.00, 0.03, True","14.00, 0.03, True","15.00, 0.04, True","14.00, 0.03, True","16.00, 0.04, True","16.00, 0.03, True","17.00, 0.03, True","9.00, 0.01, True","13.00, 0.00, True","16.00, 0.00, True","14.00, 0.00, True","14.00, 0.00, True","13.00, 0.00, True","14.00, 0.00, True","13.00, 0.00, True","19.00, 0.00, True",A,0.483
template_25,"20.00, 0.76, False","19.00, 0.76, False","20.00, 0.88, False","25.00, 0.89, False","15.00, 0.86, False",None,"26.00, 1.00, True","22.00, 1.00, True","23.00, 1.00, True","25.00, 0.89, True","20.00, 0.76, True","14.00, 0.72, True","24.00, 0.78, True","26.00, 0.79, True","21.00, 0.66, True","16.00, 0.62, True","23.00, 0.67, True","16.00, 0.51, True","21.00, 0.56, True","21.00, 0.56, True","21.00, 0.56, True","22.00, 0.57, True","14.00, 0.39, True","7.00, 0.26, True","20.00, 0.46, True","19.00, 0.45, True","13.00, 0.30, True","18.00, 0.36, True","20.00, 0.38, True","21.00, 0.39, True","25.00, 0.36, True","20.00, 0.31, True","26.00, 0.37, True","11.00, 0.11, True","24.00, 0.24, True","17.00, 0.17, True","20.00, 0.16, True","23.00, 0.15, True","21.00, 0.13, True","17.00, 0.10, True","15.00, 0.07, True","20.00, 0.10, True","20.00, 0.10, True","20.00, 0.10, True","21.00, 0.10, True","16.00, 0.05, True","19.00, 0.07, True","19.00, 0.05, True","14.00, 0.01, True","19.00, 0.00, True","15.00, 0.00, True","15.00, 0.00, True","14.00, 0.00, True","15.00, 0.00, True","14.00, 0.00, True","20.00, 0.00, True",A,0.469
template_4,"24.00, 0.68, False","21.00, 0.66, False","23.00, 0.78, False","10.00, 0.68, False","20.00, 0.76, False","26.00, 1.00, False",None,"10.00, 1.00, None","11.00, 1.00, None","17.00, 1.00, True","17.00, 0.87, True","30.00, 0.90, True","12.00, 0.85, True","4.00, 0.75, True","20.00, 0.76, True","26.00, 0.79, True","21.00, 0.77, True","25.00, 0.68, True","21.00, 0.66, True","18.00, 0.64, True","8.00, 0.50, True","11.00, 0.56, True","20.00, 0.55, True","21.00, 0.56, True","20.00, 0.55, True","14.00, 0.49, True","21.00, 0.47, True","20.00, 0.46, True","18.00, 0.44, True","7.00, 0.26, True","11.00, 0.26, True","18.00, 0.36, True","13.00, 0.30, True","27.00, 0.31, True","9.00, 0.12, True","19.00, 0.24, True","16.00, 0.16, True","8.00, 0.05, True","8.00, 0.05, True","6.00, 0.03, True","18.00, 0.11, True","17.00, 0.10, True","24.00, 0.16, True","16.00, 0.10, True","9.00, 0.04, True","15.00, 0.07, True","9.00, 0.03, True","16.00, 0.05, True","12.00, 0.01, True","11.00, 0.00, True","15.00, 0.00, True","15.00, 0.00, True","15.00, 0.00, True","15.00, 0.00, True","15.00, 0.00, True","13.00, 0.00, True",A,0.462
template_18,"21.00, 0.66, False","20.00, 0.65, False","21.00, 0.77, False","13.00, 0.71, False","19.00, 0.76, False","22.00, 1.00, False","10.00, 1.00, True",None,"11.00, 1.00, None","19.00, 1.00, True","16.00, 0.86, True","25.00, 0.89, True","13.00, 0.85, True","11.00, 0.84, True","19.00, 0.76, True","24.00, 0.78, True","21.00, 0.77, True","22.00, 0.67, True","22.00, 0.67, True","21.00, 0.66, True","6.00, 0.45, True","12.00, 0.57, True","21.00, 0.56, True","19.00, 0.54, True","21.00, 0.56, True","14.00, 0.49, True","20.00, 0.46, True","17.00, 0.43, True","19.00, 0.45, True","12.00, 0.36, True","13.00, 0.30, True","17.00, 0.35, True","16.00, 0.34, True","21.00, 0.26, True","14.00, 0.19, True","18.00, 0.23, True","14.00, 0.14, True","10.00, 0.07, True","10.00, 0.07, True","8.00, 0.05, True","19.00, 0.12, True","15.00, 0.09, True","23.00, 0.15, True","17.00, 0.10, True","8.00, 0.04, True","12.00, 0.05, True","11.00, 0.04, True","14.00, 0.04, True","10.00, 0.01, True","12.00, 0.00, True","16.00, 0.00, True","16.00, 0.00, True","16.00, 0.00, True","16.00, 0.00, True","16.00, 0.00, True","17.00, 0.00, True",A,0.462
template_22,"23.00, 0.67, False","22.00, 0.67, False","21.00, 0.77, False","6.00, 0.61, False","20.00, 0.76, False","23.00, 1.00, False","11.00, 1.00, True","11.00, 1.00, True",None,"15.00, 1.00, True","10.00, 0.83, True","23.00, 0.89, True","14.00, 0.86, True","13.00, 0.85, True","21.00, 0.77, True","23.00, 0.78, True","23.00, 0.78, True","22.00, 0.67, True","24.00, 0.68, True","20.00, 0.65, True","12.00, 0.57, True","12.00, 0.57, True","20.00, 0.55, True","18.00, 0.53, True","21.00, 0.56, True","8.00, 0.38, True","19.00, 0.45, True","18.00, 0.44, True","18.00, 0.44, True","9.00, 0.31, True","14.00, 0.31, True","20.00, 0.38, True","17.00, 0.35, True","19.00, 0.24, True","12.00, 0.16, True","18.00, 0.23, True","15.00, 0.15, True","13.00, 0.10, True","9.00, 0.06, True","4.00, 0.02, True","17.00, 0.10, True","16.00, 0.10, True","24.00, 0.16, True","19.00, 0.12, True","10.00, 0.05, True","11.00, 0.04, True","10.00, 0.04, True","17.00, 0.06, True","12.00, 0.01, True","10.00, 0.00, True","18.00, 0.00, True","18.00, 0.00, True","18.00, 0.00, True","18.00, 0.00, True","18.00, 0.00, True","15.00, 0.00, True",A,0.462
template_10,"23.00, 0.58, False","23.00, 0.58, False","23.00, 0.67, False","12.00, 0.57, False","23.00, 0.67, False","25.00, 0.89, False","17.00, 1.00, False","19.00, 1.00, False","15.00, 1.00, False",None,"8.00, 1.00, True","23.00, 1.00, True","18.00, 1.00, True","16.00, 1.00, True","23.00, 0.89, True","24.00, 0.89, True","22.00, 0.88, True","22.00, 0.77, True","24.00, 0.78, True","20.00, 0.76, True","15.00, 0.73, True","17.00, 0.74, True","22.00, 0.67, True","19.00, 0.64, True","20.00, 0.65, True","15.00, 0.61, True","23.00, 0.58, True","14.00, 0.49, True","22.00, 0.57, True","8.00, 0.38, True","16.00, 0.42, True","20.00, 0.46, True","18.00, 0.44, True","18.00, 0.29, True","12.00, 0.22, True","22.00, 0.33, True","15.00, 0.20, True","16.00, 0.16, True","11.00, 0.11, True","7.00, 0.06, True","17.00, 0.14, True","20.00, 0.16, True","25.00, 0.20, True","19.00, 0.15, True","13.00, 0.10, True","14.00, 0.08, True","9.00, 0.04, True","15.00, 0.07, True","11.00, 0.01, True","13.00, 0.00, True","20.00, 0.00, True","20.00, 0.00, True","19.00, 0.00, True","20.00, 0.00, True","19.00, 0.00, True","15.00, 0.00, True",A,0.455
