"statistic, pvalue, row is better than column",best set: template_16,template_51,template_23,template_45,template_22,template_3,template_19,template_2,template_7,template_49,template_36,template_8,template_48,template_47,template_17,template_21,template_31,template_10,template_20,template_26,template_27,template_9,template_52,template_24,template_30,template_46,template_55,template_12,template_50,template_13,template_53,template_6,template_44,template_14,template_4,template_11,template_42,template_54,template_5,template_18,template_33,template_0,template_25,template_29,template_43,template_35,template_37,template_15,template_1,template_28,template_32,template_38,template_41,template_34,template_40,template_39,group
best set: template_16,None,"10.00, 1.00, True","11.00, 0.84, True","10.00, 0.83, True","7.00, 0.63, True","8.00, 0.65, True","9.00, 0.52, True","4.00, 0.39, True","9.00, 0.52, True","10.00, 0.54, True","8.00, 0.50, True","7.00, 0.48, True","7.00, 0.36, True","11.00, 0.44, True","9.00, 0.40, True","8.00, 0.38, True","11.00, 0.44, True","8.00, 0.38, True","7.00, 0.36, True","11.00, 0.44, True","12.00, 0.36, True","8.00, 0.29, True","8.00, 0.29, True","7.00, 0.26, True","4.00, 0.18, True","7.00, 0.26, True","10.00, 0.25, True","9.00, 0.23, True","7.00, 0.19, True","12.00, 0.28, True","9.00, 0.23, True","6.00, 0.17, True","5.00, 0.14, True","7.00, 0.19, True","5.00, 0.10, True","9.00, 0.17, True","9.00, 0.17, True","10.00, 0.18, True","8.00, 0.15, True","5.00, 0.06, True","9.00, 0.12, True","6.00, 0.08, True","8.00, 0.11, True","9.00, 0.12, True","9.00, 0.09, True","8.00, 0.08, True","9.00, 0.09, True","9.00, 0.09, True","9.00, 0.06, True","5.00, 0.02, True","5.00, 0.01, True","6.00, 0.01, True","7.00, 0.01, True","5.00, 0.00, True","4.00, 0.00, True","8.00, 0.00, True",A
template_51,"10.00, 1.00, False",None,"6.00, 1.00, True","3.00, 1.00, True","11.00, 0.84, True","5.00, 0.77, True","4.00, 0.55, True","10.00, 0.68, True","5.00, 0.58, True","1.00, 0.38, True","14.00, 0.72, True","10.00, 0.68, True","9.00, 0.52, True","1.00, 0.22, True","4.00, 0.39, True","4.00, 0.39, True","3.00, 0.34, True","12.00, 0.57, True","10.00, 0.54, True","12.00, 0.57, True","7.00, 0.36, True","5.00, 0.30, True","11.00, 0.44, True","12.00, 0.46, True","13.00, 0.47, True","9.00, 0.40, True","4.00, 0.18, True","11.00, 0.34, True","10.00, 0.33, True","5.00, 0.21, True","4.00, 0.18, True","9.00, 0.31, True","11.00, 0.34, True","8.00, 0.29, True","12.00, 0.28, True","4.00, 0.12, True","7.00, 0.19, True","9.00, 0.23, True","3.00, 0.09, True","11.00, 0.20, True","7.00, 0.13, True","9.00, 0.17, True","5.00, 0.10, True","5.00, 0.10, True","4.00, 0.05, True","4.00, 0.05, True","4.00, 0.05, True","6.00, 0.08, True","5.00, 0.04, True","9.00, 0.06, True","9.00, 0.04, True","8.00, 0.04, True","4.00, 0.01, True","8.00, 0.02, True","7.00, 0.01, True","5.00, 0.00, True",A
template_23,"11.00, 0.84, False","6.00, 1.00, False",None,"8.00, 1.00, None","11.00, 1.00, True","5.00, 1.00, True","4.00, 0.75, True","12.00, 0.85, True","3.00, 0.73, True","6.00, 0.79, True","12.00, 0.85, True","10.00, 0.83, True","11.00, 0.69, True","5.00, 0.58, True","2.00, 0.45, True","2.00, 0.45, True","4.00, 0.55, True","12.00, 0.70, True","11.00, 0.69, True","9.00, 0.66, True","4.00, 0.39, True","2.00, 0.29, True","12.00, 0.57, True","10.00, 0.54, True","12.00, 0.57, True","11.00, 0.56, True","4.00, 0.27, True","10.00, 0.42, True","14.00, 0.49, True","2.00, 0.18, True","5.00, 0.30, True","8.00, 0.38, True","13.00, 0.47, True","9.00, 0.40, True","10.00, 0.33, True","4.00, 0.18, True","9.00, 0.31, True","10.00, 0.33, True","4.00, 0.18, True","9.00, 0.23, True","6.00, 0.17, True","7.00, 0.19, True","3.00, 0.09, True","6.00, 0.17, True","7.00, 0.13, True","3.00, 0.06, True","3.00, 0.06, True","4.00, 0.08, True","4.00, 0.05, True","10.00, 0.10, True","9.00, 0.06, True","9.00, 0.06, True","4.00, 0.01, True","5.00, 0.01, True","8.00, 0.01, True","4.00, 0.00, True",A
template_45,"10.00, 0.83, False","3.00, 1.00, False","8.00, 1.00, True",None,"11.00, 1.00, True","4.00, 1.00, True","5.00, 0.77, True","11.00, 0.84, True","5.00, 0.77, True","3.00, 0.73, True","14.00, 0.86, True","11.00, 0.84, True","9.00, 0.66, True","4.00, 0.55, True","4.00, 0.55, True","5.00, 0.58, True","3.00, 0.51, True","11.00, 0.69, True","9.00, 0.66, True","12.00, 0.70, True","8.00, 0.50, True","4.00, 0.39, True","11.00, 0.56, True","12.00, 0.57, True","14.00, 0.60, True","9.00, 0.52, True","4.00, 0.27, True","10.00, 0.42, True","10.00, 0.42, True","7.00, 0.36, True","5.00, 0.30, True","10.00, 0.42, True","11.00, 0.44, True","10.00, 0.42, True","11.00, 0.34, True","6.00, 0.24, True","8.00, 0.29, True","9.00, 0.31, True","3.00, 0.15, True","10.00, 0.25, True","8.00, 0.21, True","10.00, 0.25, True","5.00, 0.14, True","5.00, 0.14, True","4.00, 0.08, True","5.00, 0.10, True","5.00, 0.10, True","8.00, 0.15, True","5.00, 0.06, True","11.00, 0.11, True","9.00, 0.06, True","9.00, 0.06, True","5.00, 0.02, True","9.00, 0.03, True","7.00, 0.01, True","5.00, 0.00, True",A
template_22,"7.00, 0.63, False","11.00, 0.84, False","11.00, 1.00, False","11.00, 1.00, False",None,"11.00, 1.00, None","11.00, 1.00, True","8.00, 1.00, True","10.00, 1.00, True","13.00, 1.00, True","8.00, 1.00, True","7.00, 1.00, True","7.00, 0.80, True","11.00, 0.84, True","11.00, 0.84, True","12.00, 0.85, True","12.00, 0.85, True","7.00, 0.80, True","7.00, 0.80, True","10.00, 0.83, True","12.00, 0.70, True","7.00, 0.63, True","7.00, 0.63, True","8.00, 0.65, True","6.00, 0.61, True","7.00, 0.63, True","10.00, 0.54, True","8.00, 0.50, True","8.00, 0.50, True","10.00, 0.54, True","11.00, 0.56, True","6.00, 0.45, True","9.00, 0.52, True","8.00, 0.50, True","6.00, 0.33, True","8.00, 0.38, True","7.00, 0.36, True","6.00, 0.33, True","8.00, 0.38, True","6.00, 0.24, True","11.00, 0.34, True","6.00, 0.24, True","11.00, 0.34, True","12.00, 0.36, True","10.00, 0.25, True","11.00, 0.26, True","10.00, 0.25, True","11.00, 0.26, True","9.00, 0.17, True","7.00, 0.09, True","6.00, 0.05, True","6.00, 0.05, True","9.00, 0.06, True","6.00, 0.02, True","4.00, 0.00, True","6.00, 0.01, True",A
template_3,"8.00, 0.65, False","5.00, 0.77, False","5.00, 1.00, False","4.00, 1.00, False","11.00, 1.00, True",None,"5.00, 1.00, True","9.00, 1.00, True","4.00, 1.00, True","5.00, 1.00, True","12.00, 1.00, True","9.00, 1.00, True","8.00, 0.81, True","6.00, 0.79, True","2.00, 0.69, True","4.00, 0.75, True","4.00, 0.75, True","9.00, 0.82, True","9.00, 0.82, True","10.00, 0.83, True","6.00, 0.61, True","2.00, 0.45, True","10.00, 0.68, True","10.00, 0.68, True","13.00, 0.71, True","9.00, 0.66, True","4.00, 0.39, True","10.00, 0.54, True","10.00, 0.54, True","5.00, 0.42, True","5.00, 0.42, True","8.00, 0.50, True","11.00, 0.56, True","9.00, 0.52, True","10.00, 0.42, True","3.00, 0.23, True","8.00, 0.38, True","9.00, 0.40, True","4.00, 0.27, True","10.00, 0.33, True","7.00, 0.26, True","8.00, 0.29, True","4.00, 0.18, True","4.00, 0.18, True","7.00, 0.19, True","4.00, 0.12, True","4.00, 0.12, True","6.00, 0.17, True","4.00, 0.08, True","11.00, 0.15, True","9.00, 0.09, True","8.00, 0.08, True","3.00, 0.01, True","8.00, 0.04, True","6.00, 0.01, True","5.00, 0.00, True",A
template_19,"9.00, 0.52, False","4.00, 0.55, False","4.00, 0.75, False","5.00, 0.77, False","11.00, 1.00, False","5.00, 1.00, False",None,"10.00, 1.00, None","4.00, 1.00, None","6.00, 1.00, None","13.00, 1.00, None","10.00, 1.00, None","10.00, 1.00, True","5.00, 1.00, True","2.00, 1.00, True","1.00, 1.00, True","4.00, 1.00, True","12.00, 1.00, True","10.00, 1.00, True","12.00, 1.00, True","4.00, 0.75, True","5.00, 0.77, True","13.00, 0.85, True","12.00, 0.85, True","13.00, 0.85, True","11.00, 0.84, True","5.00, 0.58, True","10.00, 0.68, True","12.00, 0.70, True","4.00, 0.55, True","6.00, 0.61, True","9.00, 0.66, True","12.00, 0.70, True","10.00, 0.68, True","10.00, 0.54, True","5.00, 0.42, True","10.00, 0.54, True","11.00, 0.56, True","4.00, 0.39, True","12.00, 0.46, True","6.00, 0.33, True","7.00, 0.36, True","4.00, 0.27, True","5.00, 0.30, True","5.00, 0.21, True","3.00, 0.15, True","6.00, 0.24, True","6.00, 0.24, True","5.00, 0.14, True","11.00, 0.20, True","9.00, 0.12, True","10.00, 0.14, True","5.00, 0.04, True","8.00, 0.05, True","8.00, 0.02, True","5.00, 0.01, True",A
template_2,"4.00, 0.39, False","10.00, 0.68, False","12.00, 0.85, False","11.00, 0.84, False","8.00, 1.00, False","9.00, 1.00, False","10.00, 1.00, True",None,"11.00, 1.00, None","13.00, 1.00, None","10.00, 1.00, None","4.00, 1.00, None","7.00, 1.00, True","13.00, 1.00, True","11.00, 1.00, True","11.00, 1.00, True","13.00, 1.00, True","7.00, 1.00, True","11.00, 1.00, True","12.00, 1.00, True","12.00, 0.85, True","10.00, 0.83, True","8.00, 0.81, True","9.00, 0.82, True","8.00, 0.81, True","8.00, 0.81, True","12.00, 0.70, True","8.00, 0.65, True","7.00, 0.63, True","12.00, 0.70, True","11.00, 0.69, True","5.00, 0.58, True","8.00, 0.65, True","10.00, 0.68, True","5.00, 0.42, True","11.00, 0.56, True","11.00, 0.56, True","9.00, 0.52, True","12.00, 0.57, True","9.00, 0.40, True","8.00, 0.38, True","7.00, 0.36, True","11.00, 0.44, True","10.00, 0.42, True","12.00, 0.36, True","9.00, 0.31, True","11.00, 0.34, True","12.00, 0.36, True","11.00, 0.26, True","9.00, 0.17, True","8.00, 0.11, True","9.00, 0.12, True","8.00, 0.08, True","8.00, 0.05, True","5.00, 0.01, True","9.00, 0.02, True",A
template_7,"9.00, 0.52, False","5.00, 0.58, False","3.00, 0.73, False","5.00, 0.77, False","10.00, 1.00, False","4.00, 1.00, False","4.00, 1.00, True","11.00, 1.00, True",None,"6.00, 1.00, None","11.00, 1.00, None","10.00, 1.00, None","10.00, 1.00, True","5.00, 1.00, True","2.00, 1.00, True","3.00, 1.00, True","3.00, 1.00, True","12.00, 1.00, True","11.00, 1.00, True","11.00, 1.00, True","5.00, 0.77, True","2.00, 0.69, True","12.00, 0.85, True","12.00, 0.85, True","12.00, 0.85, True","11.00, 0.84, True","5.00, 0.58, True","9.00, 0.66, True","13.00, 0.71, True","5.00, 0.58, True","8.00, 0.65, True","7.00, 0.63, True","13.00, 0.71, True","11.00, 0.69, True","10.00, 0.54, True","6.00, 0.45, True","8.00, 0.50, True","9.00, 0.52, True","2.00, 0.29, True","11.00, 0.44, True","6.00, 0.33, True","8.00, 0.38, True","6.00, 0.33, True","7.00, 0.36, True","7.00, 0.26, True","3.00, 0.15, True","5.00, 0.21, True","8.00, 0.29, True","6.00, 0.17, True","10.00, 0.18, True","8.00, 0.11, True","9.00, 0.12, True","6.00, 0.05, True","7.00, 0.04, True","7.00, 0.02, True","5.00, 0.01, True",A
template_49,"10.00, 0.54, False","1.00, 0.38, False","6.00, 0.79, False","3.00, 0.73, False","13.00, 1.00, False","5.00, 1.00, False","6.00, 1.00, True","13.00, 1.00, True","6.00, 1.00, True",None,"15.00, 1.00, None","13.00, 1.00, None","10.00, 1.00, True","2.00, 1.00, True","5.00, 1.00, True","5.00, 1.00, True","3.00, 1.00, True","13.00, 1.00, True","11.00, 1.00, True","13.00, 1.00, True","8.00, 0.81, True","5.00, 0.77, True","12.00, 0.85, True","13.00, 0.85, True","13.00, 0.85, True","10.00, 0.83, True","6.00, 0.61, True","12.00, 0.70, True","11.00, 0.69, True","7.00, 0.63, True","5.00, 0.58, True","11.00, 0.69, True","12.00, 0.70, True","11.00, 0.69, True","13.00, 0.58, True","5.00, 0.42, True","10.00, 0.54, True","10.00, 0.54, True","3.00, 0.34, True","12.00, 0.46, True","8.00, 0.38, True","12.00, 0.46, True","6.00, 0.33, True","6.00, 0.33, True","5.00, 0.21, True","5.00, 0.21, True","4.00, 0.18, True","6.00, 0.24, True","4.00, 0.12, True","9.00, 0.17, True","9.00, 0.12, True","8.00, 0.11, True","6.00, 0.05, True","9.00, 0.06, True","7.00, 0.02, True","5.00, 0.01, True",A
