"statistic, pvalue, row is better than column",best set: template_3,template_17,template_7,template_27,template_26,template_25,template_45,template_5,template_35,template_20,template_19,template_1,template_11,template_30,template_18,template_13,template_54,template_49,template_21,template_24,template_9,template_8,template_42,template_32,template_29,template_28,template_37,template_39,template_43,template_50,template_0,template_2,template_44,template_23,template_46,template_53,template_52,template_47,template_31,template_10,template_33,template_41,template_15,template_16,template_6,template_4,template_34,template_14,template_22,template_12,template_38,template_36,template_51,template_40,template_55,template_48,group
best set: template_3,None,"9.00, 1.00, True","9.00, 0.66, True","7.00, 0.63, True","11.00, 0.56, True","7.00, 0.48, True","11.00, 0.44, True","8.00, 0.38, True","8.00, 0.38, True","9.00, 0.40, True","6.00, 0.33, True","9.00, 0.31, True","10.00, 0.33, True","6.00, 0.24, True","6.00, 0.24, True","7.00, 0.26, True","9.00, 0.31, True","12.00, 0.36, True","6.00, 0.17, True","6.00, 0.17, True","5.00, 0.14, True","8.00, 0.21, True","9.00, 0.23, True","7.00, 0.13, True","8.00, 0.15, True","7.00, 0.13, True","6.00, 0.12, True","7.00, 0.13, True","8.00, 0.15, True","8.00, 0.15, True","7.00, 0.13, True","5.00, 0.10, True","8.00, 0.15, True","6.00, 0.12, True","9.00, 0.12, True","8.00, 0.11, True","8.00, 0.11, True","12.00, 0.16, True","5.00, 0.06, True","8.00, 0.11, True","7.00, 0.09, True","7.00, 0.09, True","6.00, 0.08, True","7.00, 0.09, True","7.00, 0.09, True","7.00, 0.09, True","5.00, 0.04, True","6.00, 0.05, True","5.00, 0.04, True","7.00, 0.06, True","7.00, 0.06, True","5.00, 0.03, True","8.00, 0.05, True","7.00, 0.03, True","7.00, 0.03, True","6.00, 0.01, True",A
template_17,"9.00, 1.00, False",None,"11.00, 0.84, True","11.00, 0.84, True","12.00, 0.70, True","11.00, 0.69, True","12.00, 0.57, True","11.00, 0.56, True","10.00, 0.54, True","10.00, 0.54, True","9.00, 0.52, True","11.00, 0.44, True","12.00, 0.46, True","7.00, 0.36, True","8.00, 0.38, True","11.00, 0.44, True","10.00, 0.42, True","12.00, 0.46, True","9.00, 0.31, True","9.00, 0.31, True","9.00, 0.31, True","10.00, 0.33, True","10.00, 0.33, True","9.00, 0.23, True","8.00, 0.21, True","9.00, 0.23, True","8.00, 0.21, True","10.00, 0.25, True","8.00, 0.21, True","8.00, 0.21, True","9.00, 0.23, True","8.00, 0.21, True","10.00, 0.25, True","8.00, 0.21, True","8.00, 0.15, True","7.00, 0.13, True","8.00, 0.15, True","10.00, 0.18, True","6.00, 0.12, True","10.00, 0.18, True","10.00, 0.18, True","9.00, 0.17, True","7.00, 0.13, True","4.00, 0.08, True","9.00, 0.17, True","9.00, 0.17, True","6.00, 0.08, True","5.00, 0.06, True","8.00, 0.11, True","9.00, 0.12, True","8.00, 0.11, True","7.00, 0.06, True","7.00, 0.06, True","8.00, 0.05, True","9.00, 0.06, True","8.00, 0.04, True",A
template_7,"9.00, 0.66, False","11.00, 0.84, False",None,"6.00, 1.00, None","7.00, 1.00, True","6.00, 1.00, True","12.00, 0.85, True","3.00, 0.73, True","7.00, 0.80, True","7.00, 0.80, True","3.00, 0.73, True","5.00, 0.58, True","5.00, 0.58, True","5.00, 0.58, True","5.00, 0.58, True","3.00, 0.51, True","6.00, 0.61, True","9.00, 0.66, True","5.00, 0.42, True","3.00, 0.34, True","2.00, 0.29, True","6.00, 0.45, True","7.00, 0.48, True","6.00, 0.33, True","7.00, 0.36, True","6.00, 0.33, True","4.00, 0.27, True","5.00, 0.30, True","7.00, 0.36, True","6.00, 0.33, True","4.00, 0.27, True","12.00, 0.46, True","10.00, 0.42, True","7.00, 0.36, True","6.00, 0.24, True","7.00, 0.26, True","4.00, 0.18, True","10.00, 0.33, True","5.00, 0.21, True","4.00, 0.18, True","3.00, 0.15, True","4.00, 0.18, True","4.00, 0.18, True","11.00, 0.34, True","5.00, 0.21, True","6.00, 0.24, True","5.00, 0.14, True","5.00, 0.14, True","5.00, 0.14, True","4.00, 0.12, True","5.00, 0.14, True","4.00, 0.08, True","6.00, 0.12, True","5.00, 0.06, True","3.00, 0.04, True","4.00, 0.03, True",A
template_27,"7.00, 0.63, False","11.00, 0.84, False","6.00, 1.00, True",None,"7.00, 1.00, True","4.00, 1.00, True","8.00, 0.81, True","5.00, 0.77, True","4.00, 0.75, True","9.00, 0.82, True","4.00, 0.75, True","3.00, 0.51, True","4.00, 0.55, True","4.00, 0.55, True","4.00, 0.55, True","2.00, 0.45, True","5.00, 0.58, True","9.00, 0.66, True","5.00, 0.42, True","5.00, 0.42, True","1.00, 0.22, True","3.00, 0.34, True","5.00, 0.42, True","2.00, 0.18, True","3.00, 0.23, True","2.00, 0.18, True","2.00, 0.18, True","2.00, 0.18, True","4.00, 0.27, True","4.00, 0.27, True","4.00, 0.27, True","9.00, 0.40, True","8.00, 0.38, True","3.00, 0.23, True","5.00, 0.21, True","4.00, 0.18, True","5.00, 0.21, True","8.00, 0.29, True","3.00, 0.15, True","5.00, 0.21, True","2.00, 0.11, True","2.00, 0.11, True","4.00, 0.18, True","11.00, 0.34, True","4.00, 0.18, True","5.00, 0.21, True","2.00, 0.07, True","4.00, 0.12, True","2.00, 0.07, True","3.00, 0.09, True","2.00, 0.07, True","0.00, 0.01, True","5.00, 0.10, True","3.00, 0.04, True","2.00, 0.02, True","3.00, 0.02, True",A
template_26,"11.00, 0.56, False","12.00, 0.70, False","7.00, 1.00, False","7.00, 1.00, False",None,"8.00, 1.00, None","11.00, 1.00, True","8.00, 1.00, True","7.00, 1.00, True","6.00, 1.00, True","5.00, 1.00, True","7.00, 0.80, True","8.00, 0.81, True","7.00, 0.80, True","5.00, 0.77, True","7.00, 0.80, True","6.00, 0.79, True","9.00, 0.82, True","6.00, 0.61, True","3.00, 0.51, True","6.00, 0.61, True","3.00, 0.51, True","6.00, 0.61, True","5.00, 0.42, True","7.00, 0.48, True","5.00, 0.42, True","5.00, 0.42, True","5.00, 0.42, True","6.00, 0.45, True","4.00, 0.39, True","4.00, 0.39, True","9.00, 0.52, True","7.00, 0.48, True","7.00, 0.48, True","7.00, 0.36, True","6.00, 0.33, True","6.00, 0.33, True","9.00, 0.40, True","4.00, 0.27, True","4.00, 0.27, True","3.00, 0.23, True","6.00, 0.33, True","4.00, 0.27, True","12.00, 0.46, True","4.00, 0.27, True","4.00, 0.27, True","4.00, 0.18, True","4.00, 0.18, True","2.00, 0.11, True","2.00, 0.11, True","5.00, 0.21, True","2.00, 0.07, True","7.00, 0.19, True","3.00, 0.06, True","3.00, 0.06, True","4.00, 0.05, True",A
template_25,"7.00, 0.48, False","11.00, 0.69, False","6.00, 1.00, False","4.00, 1.00, False","8.00, 1.00, True",None,"11.00, 1.00, True","5.00, 1.00, True","5.00, 1.00, True","9.00, 1.00, True","4.00, 1.00, True","6.00, 0.79, True","6.00, 0.79, True","5.00, 0.77, True","5.00, 0.77, True","6.00, 0.79, True","6.00, 0.79, True","8.00, 0.81, True","5.00, 0.58, True","5.00, 0.58, True","2.00, 0.45, True","4.00, 0.55, True","7.00, 0.63, True","4.00, 0.39, True","5.00, 0.42, True","4.00, 0.39, True","3.00, 0.34, True","4.00, 0.39, True","7.00, 0.48, True","7.00, 0.48, True","5.00, 0.42, True","10.00, 0.54, True","9.00, 0.52, True","5.00, 0.42, True","8.00, 0.38, True","6.00, 0.33, True","5.00, 0.30, True","10.00, 0.42, True","4.00, 0.27, True","5.00, 0.30, True","4.00, 0.27, True","3.00, 0.23, True","4.00, 0.27, True","11.00, 0.44, True","4.00, 0.27, True","7.00, 0.36, True","3.00, 0.15, True","5.00, 0.21, True","3.00, 0.15, True","5.00, 0.21, True","4.00, 0.18, True","2.00, 0.07, True","6.00, 0.17, True","4.00, 0.08, True","4.00, 0.08, True","4.00, 0.05, True",A
template_45,"11.00, 0.44, False","12.00, 0.57, False","12.00, 0.85, False","8.00, 0.81, False","11.00, 1.00, False","11.00, 1.00, False",None,"12.00, 1.00, None","8.00, 1.00, None","13.00, 1.00, None","10.00, 1.00, None","8.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","7.00, 1.00, True","8.00, 1.00, True","8.00, 0.81, True","11.00, 0.84, True","9.00, 0.82, True","8.00, 0.81, True","5.00, 0.77, True","7.00, 0.63, True","7.00, 0.63, True","8.00, 0.65, True","8.00, 0.65, True","8.00, 0.65, True","4.00, 0.55, True","6.00, 0.61, True","9.00, 0.66, True","12.00, 0.70, True","3.00, 0.51, True","7.00, 0.63, True","5.00, 0.42, True","4.00, 0.39, True","6.00, 0.45, True","5.00, 0.42, True","8.00, 0.50, True","8.00, 0.50, True","7.00, 0.48, True","8.00, 0.50, True","8.00, 0.50, True","10.00, 0.54, True","7.00, 0.48, True","8.00, 0.50, True","7.00, 0.36, True","9.00, 0.40, True","7.00, 0.36, True","7.00, 0.36, True","7.00, 0.36, True","6.00, 0.24, True","6.00, 0.24, True","6.00, 0.17, True","4.00, 0.12, True","2.00, 0.04, True",A
template_5,"8.00, 0.38, False","11.00, 0.56, False","3.00, 0.73, False","5.00, 0.77, False","8.00, 1.00, False","5.00, 1.00, False","12.00, 1.00, True",None,"7.00, 1.00, None","7.00, 1.00, None","4.00, 1.00, None","6.00, 1.00, True","4.00, 1.00, True","7.00, 1.00, True","5.00, 1.00, True","3.00, 1.00, True","7.00, 1.00, True","6.00, 1.00, True","5.00, 0.77, True","5.00, 0.77, True","3.00, 0.73, True","7.00, 0.80, True","7.00, 0.80, True","6.00, 0.61, True","8.00, 0.65, True","7.00, 0.63, True","6.00, 0.61, True","6.00, 0.61, True","6.00, 0.61, True","6.00, 0.61, True","5.00, 0.58, True","12.00, 0.70, True","10.00, 0.68, True","8.00, 0.65, True","6.00, 0.45, True","6.00, 0.45, True","5.00, 0.42, True","9.00, 0.52, True","7.00, 0.48, True","6.00, 0.45, True","4.00, 0.39, True","5.00, 0.42, True","4.00, 0.39, True","11.00, 0.56, True","4.00, 0.39, True","5.00, 0.42, True","5.00, 0.30, True","6.00, 0.33, True","5.00, 0.30, True","4.00, 0.27, True","6.00, 0.33, True","5.00, 0.21, True","5.00, 0.21, True","4.00, 0.12, True","4.00, 0.12, True","3.00, 0.06, True",A
template_35,"8.00, 0.38, False","10.00, 0.54, False","7.00, 0.80, False","4.00, 0.75, False","7.00, 1.00, False","5.00, 1.00, False","8.00, 1.00, True","7.00, 1.00, True",None,"9.00, 1.00, None","5.00, 1.00, None","6.00, 1.00, True","6.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","7.00, 1.00, True","4.00, 1.00, True","5.00, 1.00, True","5.00, 0.77, True","6.00, 0.79, True","4.00, 0.75, True","5.00, 0.77, True","7.00, 0.80, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","2.00, 0.45, True","4.00, 0.55, True","6.00, 0.61, True","5.00, 0.58, True","10.00, 0.68, True","7.00, 0.63, True","5.00, 0.58, True","7.00, 0.48, True","3.00, 0.34, True","5.00, 0.42, True","7.00, 0.48, True","2.00, 0.29, True","7.00, 0.48, True","2.00, 0.29, True","3.00, 0.34, True","3.00, 0.34, True","10.00, 0.54, True","6.00, 0.45, True","8.00, 0.50, True","1.00, 0.12, True","4.00, 0.27, True","3.00, 0.23, True","5.00, 0.30, True","2.00, 0.18, True","1.00, 0.07, True","5.00, 0.21, True","3.00, 0.09, True","2.00, 0.07, True","3.00, 0.06, True",A
template_20,"9.00, 0.40, False","10.00, 0.54, False","7.00, 0.80, False","9.00, 0.82, False","6.00, 1.00, False","9.00, 1.00, False","13.00, 1.00, True","7.00, 1.00, True","9.00, 1.00, True",None,"7.00, 1.00, None","9.00, 1.00, True","10.00, 1.00, True","10.00, 1.00, True","5.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","7.00, 0.80, True","6.00, 0.79, True","7.00, 0.80, True","7.00, 0.80, True","6.00, 0.79, True","8.00, 0.65, True","9.00, 0.66, True","9.00, 0.66, True","8.00, 0.65, True","8.00, 0.65, True","7.00, 0.63, True","6.00, 0.61, True","6.00, 0.61, True","9.00, 0.66, True","10.00, 0.68, True","9.00, 0.66, True","7.00, 0.48, True","6.00, 0.45, True","6.00, 0.45, True","8.00, 0.50, True","9.00, 0.52, True","7.00, 0.48, True","6.00, 0.45, True","8.00, 0.50, True","6.00, 0.45, True","10.00, 0.54, True","5.00, 0.42, True","5.00, 0.42, True","6.00, 0.33, True","6.00, 0.33, True","6.00, 0.33, True","5.00, 0.30, True","7.00, 0.36, True","7.00, 0.26, True","6.00, 0.24, True","5.00, 0.14, True","6.00, 0.17, True","4.00, 0.08, True",A
