"statistic, pvalue, row is better than column",best set: template_25,template_7,template_44,template_19,template_45,template_9,template_49,template_3,template_54,template_13,template_33,template_17,template_46,template_30,template_18,template_32,template_51,template_11,template_43,template_23,template_5,template_35,template_26,template_2,template_40,template_29,template_42,template_52,template_15,template_16,template_20,template_24,template_39,template_47,template_14,template_22,template_36,template_48,template_50,template_21,template_55,template_53,template_41,template_10,template_27,template_1,template_0,template_6,template_12,template_31,template_34,template_8,template_38,template_4,template_28,template_37,group
best set: template_25,None,"13.00, 1.00, True","11.00, 0.84, True","11.00, 0.69, True","9.00, 0.52, True","9.00, 0.52, True","10.00, 0.54, True","10.00, 0.54, True","8.00, 0.50, True","10.00, 0.42, True","8.00, 0.38, True","9.00, 0.40, True","9.00, 0.40, True","11.00, 0.34, True","9.00, 0.31, True","10.00, 0.33, True","8.00, 0.29, True","9.00, 0.31, True","8.00, 0.29, True","7.00, 0.19, True","10.00, 0.25, True","8.00, 0.21, True","8.00, 0.21, True","6.00, 0.17, True","9.00, 0.17, True","9.00, 0.17, True","7.00, 0.13, True","9.00, 0.17, True","6.00, 0.12, True","8.00, 0.15, True","12.00, 0.22, True","8.00, 0.11, True","7.00, 0.09, True","8.00, 0.11, True","8.00, 0.11, True","4.00, 0.03, True","8.00, 0.08, True","7.00, 0.06, True","5.00, 0.03, True","5.00, 0.03, True","4.00, 0.02, True","3.00, 0.01, True","6.00, 0.02, True","10.00, 0.04, True","3.00, 0.00, True","5.00, 0.01, True","7.00, 0.02, True","9.00, 0.03, True","7.00, 0.02, True","8.00, 0.02, True","6.00, 0.01, True","6.00, 0.01, True","8.00, 0.01, True","7.00, 0.01, True","7.00, 0.00, True","7.00, 0.00, True",A
template_7,"13.00, 1.00, False",None,"12.00, 1.00, True","8.00, 0.81, True","12.00, 0.70, True","10.00, 0.68, True","6.00, 0.61, True","12.00, 0.70, True","15.00, 0.73, True","13.00, 0.58, True","12.00, 0.57, True","10.00, 0.54, True","12.00, 0.57, True","10.00, 0.42, True","11.00, 0.44, True","9.00, 0.40, True","11.00, 0.44, True","12.00, 0.46, True","10.00, 0.42, True","9.00, 0.31, True","4.00, 0.18, True","8.00, 0.29, True","13.00, 0.38, True","10.00, 0.33, True","13.00, 0.30, True","9.00, 0.23, True","12.00, 0.28, True","16.00, 0.34, True","9.00, 0.23, True","7.00, 0.19, True","7.00, 0.19, True","14.00, 0.24, True","13.00, 0.23, True","7.00, 0.13, True","10.00, 0.18, True","10.00, 0.14, True","10.00, 0.14, True","9.00, 0.12, True","11.00, 0.11, True","4.00, 0.03, True","10.00, 0.10, True","10.00, 0.10, True","13.00, 0.10, True","12.00, 0.07, True","10.00, 0.05, True","10.00, 0.05, True","8.00, 0.04, True","10.00, 0.05, True","10.00, 0.05, True","10.00, 0.04, True","7.00, 0.02, True","9.00, 0.03, True","9.00, 0.02, True","10.00, 0.02, True","9.00, 0.01, True","10.00, 0.01, True",A
template_44,"11.00, 0.84, False","12.00, 1.00, False",None,"13.00, 1.00, True","9.00, 0.82, True","10.00, 0.83, True","13.00, 0.85, True","10.00, 0.83, True","12.00, 0.85, True","10.00, 0.68, True","17.00, 0.74, True","9.00, 0.66, True","11.00, 0.69, True","8.00, 0.50, True","11.00, 0.56, True","11.00, 0.56, True","11.00, 0.56, True","10.00, 0.54, True","11.00, 0.56, True","11.00, 0.44, True","7.00, 0.36, True","14.00, 0.49, True","8.00, 0.38, True","6.00, 0.33, True","9.00, 0.31, True","14.00, 0.39, True","9.00, 0.31, True","10.00, 0.33, True","10.00, 0.33, True","4.00, 0.18, True","12.00, 0.36, True","9.00, 0.23, True","11.00, 0.26, True","10.00, 0.25, True","10.00, 0.25, True","7.00, 0.13, True","10.00, 0.18, True","9.00, 0.17, True","5.00, 0.06, True","9.00, 0.12, True","9.00, 0.12, True","9.00, 0.12, True","10.00, 0.10, True","7.00, 0.04, True","12.00, 0.09, True","10.00, 0.07, True","7.00, 0.04, True","7.00, 0.04, True","7.00, 0.04, True","11.00, 0.06, True","8.00, 0.04, True","6.00, 0.02, True","9.00, 0.03, True","8.00, 0.02, True","10.00, 0.01, True","10.00, 0.01, True",A
template_19,"11.00, 0.69, False","8.00, 0.81, False","13.00, 1.00, False",None,"10.00, 1.00, True","9.00, 1.00, True","6.00, 1.00, True","11.00, 1.00, True","17.00, 1.00, True","12.00, 0.85, True","9.00, 0.82, True","9.00, 0.82, True","15.00, 0.86, True","13.00, 0.71, True","14.00, 0.72, True","12.00, 0.70, True","9.00, 0.66, True","11.00, 0.69, True","10.00, 0.68, True","8.00, 0.50, True","6.00, 0.45, True","11.00, 0.56, True","13.00, 0.58, True","10.00, 0.54, True","16.00, 0.51, True","11.00, 0.44, True","12.00, 0.46, True","17.00, 0.52, True","8.00, 0.38, True","11.00, 0.44, True","12.00, 0.46, True","13.00, 0.38, True","10.00, 0.33, True","5.00, 0.21, True","11.00, 0.34, True","10.00, 0.25, True","14.00, 0.31, True","10.00, 0.25, True","11.00, 0.20, True","3.00, 0.06, True","7.00, 0.13, True","8.00, 0.15, True","11.00, 0.15, True","12.00, 0.12, True","8.00, 0.08, True","8.00, 0.08, True","11.00, 0.11, True","10.00, 0.10, True","10.00, 0.10, True","11.00, 0.08, True","9.00, 0.06, True","11.00, 0.08, True","11.00, 0.06, True","11.00, 0.04, True","11.00, 0.02, True","9.00, 0.01, True",A
template_45,"9.00, 0.52, False","12.00, 0.70, False","9.00, 0.82, False","10.00, 1.00, False",None,"8.00, 1.00, None","9.00, 1.00, None","6.00, 1.00, None","14.00, 1.00, None","11.00, 1.00, True","10.00, 1.00, True","5.00, 1.00, True","15.00, 1.00, True","11.00, 0.84, True","10.00, 0.83, True","13.00, 0.85, True","5.00, 0.77, True","10.00, 0.83, True","4.00, 0.75, True","9.00, 0.66, True","7.00, 0.63, True","11.00, 0.69, True","10.00, 0.68, True","7.00, 0.63, True","11.00, 0.56, True","10.00, 0.54, True","11.00, 0.56, True","11.00, 0.56, True","7.00, 0.48, True","9.00, 0.52, True","12.00, 0.57, True","10.00, 0.42, True","10.00, 0.42, True","5.00, 0.30, True","9.00, 0.40, True","8.00, 0.29, True","14.00, 0.39, True","10.00, 0.33, True","9.00, 0.23, True","9.00, 0.23, True","7.00, 0.19, True","6.00, 0.17, True","7.00, 0.13, True","8.00, 0.11, True","9.00, 0.12, True","6.00, 0.08, True","7.00, 0.09, True","7.00, 0.09, True","6.00, 0.08, True","10.00, 0.10, True","10.00, 0.10, True","8.00, 0.08, True","12.00, 0.09, True","7.00, 0.03, True","13.00, 0.04, True","8.00, 0.02, True",A
template_9,"9.00, 0.52, False","10.00, 0.68, False","10.00, 0.83, False","9.00, 1.00, False","8.00, 1.00, True",None,"9.00, 1.00, None","8.00, 1.00, None","15.00, 1.00, None","11.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","16.00, 1.00, True","11.00, 0.84, True","14.00, 0.86, True","13.00, 0.85, True","8.00, 0.81, True","8.00, 0.81, True","7.00, 0.80, True","7.00, 0.63, True","5.00, 0.58, True","11.00, 0.69, True","13.00, 0.71, True","8.00, 0.65, True","11.00, 0.56, True","11.00, 0.56, True","11.00, 0.56, True","14.00, 0.60, True","8.00, 0.50, True","8.00, 0.50, True","13.00, 0.58, True","9.00, 0.40, True","7.00, 0.36, True","6.00, 0.33, True","10.00, 0.42, True","8.00, 0.29, True","13.00, 0.38, True","11.00, 0.34, True","12.00, 0.28, True","7.00, 0.19, True","8.00, 0.21, True","10.00, 0.25, True","9.00, 0.17, True","9.00, 0.12, True","8.00, 0.11, True","4.00, 0.05, True","9.00, 0.12, True","7.00, 0.09, True","7.00, 0.09, True","10.00, 0.10, True","9.00, 0.09, True","8.00, 0.08, True","10.00, 0.07, True","8.00, 0.04, True","10.00, 0.02, True","7.00, 0.01, True",A
template_49,"10.00, 0.54, False","6.00, 0.61, False","13.00, 0.85, False","6.00, 1.00, False","9.00, 1.00, True","9.00, 1.00, True",None,"11.00, 1.00, None","15.00, 1.00, None","12.00, 1.00, True","8.00, 1.00, True","11.00, 1.00, True","13.00, 1.00, True","13.00, 0.85, True","12.00, 0.85, True","11.00, 0.84, True","8.00, 0.81, True","12.00, 0.85, True","7.00, 0.80, True","9.00, 0.66, True","7.00, 0.63, True","6.00, 0.61, True","13.00, 0.71, True","9.00, 0.66, True","13.00, 0.58, True","7.00, 0.48, True","11.00, 0.56, True","14.00, 0.60, True","7.00, 0.48, True","9.00, 0.52, True","8.00, 0.50, True","12.00, 0.46, True","9.00, 0.40, True","3.00, 0.23, True","7.00, 0.36, True","8.00, 0.29, True","12.00, 0.36, True","8.00, 0.29, True","10.00, 0.25, True","4.00, 0.12, True","5.00, 0.14, True","7.00, 0.19, True","8.00, 0.15, True","11.00, 0.15, True","10.00, 0.14, True","9.00, 0.12, True","8.00, 0.11, True","9.00, 0.12, True","9.00, 0.12, True","12.00, 0.12, True","8.00, 0.08, True","7.00, 0.06, True","11.00, 0.08, True","9.00, 0.04, True","12.00, 0.03, True","8.00, 0.02, True",A
template_3,"10.00, 0.54, False","12.00, 0.70, False","10.00, 0.83, False","11.00, 1.00, False","6.00, 1.00, True","8.00, 1.00, True","11.00, 1.00, True",None,"16.00, 1.00, None","11.00, 1.00, True","11.00, 1.00, True","5.00, 1.00, True","16.00, 1.00, True","14.00, 0.86, True","12.00, 0.85, True","14.00, 0.86, True","9.00, 0.82, True","10.00, 0.83, True","7.00, 0.80, True","10.00, 0.68, True","7.00, 0.63, True","10.00, 0.68, True","10.00, 0.68, True","8.00, 0.65, True","11.00, 0.56, True","11.00, 0.56, True","12.00, 0.57, True","13.00, 0.58, True","8.00, 0.50, True","10.00, 0.54, True","14.00, 0.60, True","11.00, 0.44, True","11.00, 0.44, True","8.00, 0.38, True","10.00, 0.42, True","10.00, 0.33, True","14.00, 0.39, True","12.00, 0.36, True","10.00, 0.25, True","10.00, 0.25, True","9.00, 0.23, True","9.00, 0.23, True","9.00, 0.17, True","8.00, 0.11, True","8.00, 0.11, True","5.00, 0.06, True","7.00, 0.09, True","9.00, 0.12, True","6.00, 0.08, True","8.00, 0.08, True","11.00, 0.11, True","8.00, 0.08, True","11.00, 0.08, True","8.00, 0.04, True","11.00, 0.03, True","5.00, 0.01, True",A
template_54,"8.00, 0.50, False","15.00, 0.73, False","12.00, 0.85, False","17.00, 1.00, False","14.00, 1.00, True","15.00, 1.00, True","15.00, 1.00, True","16.00, 1.00, True",None,"13.00, 1.00, True","16.00, 1.00, True","14.00, 1.00, True","9.00, 1.00, True","17.00, 0.87, True","15.00, 0.86, True","14.00, 0.86, True","12.00, 0.85, True","13.00, 0.85, True","11.00, 0.84, True","14.00, 0.72, True","14.00, 0.72, True","13.00, 0.71, True","11.00, 0.69, True","11.00, 0.69, True","9.00, 0.52, True","13.00, 0.58, True","5.00, 0.42, True","3.00, 0.34, True","13.00, 0.58, True","10.00, 0.54, True","14.00, 0.60, True","9.00, 0.40, True","12.00, 0.46, True","12.00, 0.46, True","9.00, 0.40, True","8.00, 0.29, True","11.00, 0.34, True","7.00, 0.26, True","6.00, 0.17, True","11.00, 0.26, True","9.00, 0.23, True","8.00, 0.21, True","8.00, 0.15, True","10.00, 0.14, True","11.00, 0.15, True","11.00, 0.15, True","8.00, 0.11, True","13.00, 0.18, True","9.00, 0.12, True","11.00, 0.11, True","10.00, 0.10, True","10.00, 0.10, True","9.00, 0.06, True","11.00, 0.06, True","12.00, 0.03, True","12.00, 0.03, True",A
template_13,"10.00, 0.42, False","13.00, 0.58, False","10.00, 0.68, False","12.00, 0.85, False","11.00, 1.00, False","11.00, 1.00, False","12.00, 1.00, False","11.00, 1.00, False","13.00, 1.00, False",None,"16.00, 1.00, None","10.00, 1.00, None","17.00, 1.00, None","16.00, 1.00, True","12.00, 1.00, True","16.00, 1.00, True","12.00, 1.00, True","9.00, 1.00, True","11.00, 1.00, True","12.00, 0.85, True","11.00, 0.84, True","11.00, 0.84, True","9.00, 0.82, True","9.00, 0.82, True","12.00, 0.70, True","12.00, 0.70, True","12.00, 0.70, True","11.00, 0.69, True","7.00, 0.63, True","11.00, 0.69, True","12.00, 0.70, True","11.00, 0.56, True","11.00, 0.56, True","11.00, 0.56, True","12.00, 0.57, True","9.00, 0.40, True","14.00, 0.49, True","11.00, 0.44, True","11.00, 0.34, True","10.00, 0.33, True","7.00, 0.26, True","11.00, 0.34, True","10.00, 0.25, True","9.00, 0.17, True","5.00, 0.10, True","7.00, 0.13, True","9.00, 0.17, True","10.00, 0.18, True","6.00, 0.12, True","12.00, 0.16, True","11.00, 0.15, True","9.00, 0.12, True","11.00, 0.11, True","8.00, 0.05, True","10.00, 0.04, True","10.00, 0.04, True",A
