"statistic, pvalue, row is better than column",template_21,template_19,best set: template_9,template_23,template_5,template_27,template_13,template_18,template_39,template_7,template_28,template_36,template_16,template_22,template_17,template_34,template_14,template_25,template_35,template_3,template_26,template_40,template_1,template_15,template_4,template_49,template_29,template_8,template_12,template_32,template_47,template_20,template_6,template_38,template_41,template_45,template_30,template_31,template_11,template_24,template_55,template_0,template_51,template_33,template_53,template_2,template_37,template_43,template_44,template_10,template_48,template_54,template_46,template_50,template_52,template_42,group,accuracy
template_21,None,"17.00, 1.00, None","26.00, 1.00, None","24.00, 1.00, None","17.00, 1.00, True","29.00, 0.80, True","32.00, 0.81, True","47.00, 0.76, True","38.00, 0.74, True","9.00, 0.40, True","44.00, 0.68, True","46.00, 0.61, True","44.00, 0.61, True","44.00, 0.54, True","20.00, 0.38, True","41.00, 0.53, True","39.00, 0.45, True","30.00, 0.40, True","15.00, 0.26, True","22.00, 0.27, True","40.00, 0.34, True","43.00, 0.36, True","31.00, 0.29, True","26.00, 0.25, True","43.00, 0.36, True","21.00, 0.17, True","24.00, 0.19, True","39.00, 0.29, True","45.00, 0.32, True","38.00, 0.28, True","20.00, 0.13, True","37.00, 0.24, True","37.00, 0.20, True","41.00, 0.22, True","27.00, 0.11, True","27.00, 0.11, True","46.00, 0.18, True","28.00, 0.10, True","30.00, 0.08, True","39.00, 0.12, True","32.00, 0.09, True","35.00, 0.09, True","28.00, 0.05, True","17.00, 0.02, True","38.00, 0.08, True","37.00, 0.06, True","24.00, 0.02, True","33.00, 0.02, True","42.00, 0.03, True","38.00, 0.02, True","42.00, 0.02, True","43.00, 0.02, True","37.00, 0.01, True","39.00, 0.01, True","39.00, 0.01, True","37.00, 0.00, True",A,0.451
template_19,"17.00, 1.00, True",None,"32.00, 1.00, None","27.00, 1.00, None","11.00, 1.00, True","23.00, 0.78, True","29.00, 0.80, True","47.00, 0.76, True","39.00, 0.74, True","14.00, 0.49, True","43.00, 0.68, True","48.00, 0.62, True","47.00, 0.62, True","42.00, 0.53, True","25.00, 0.43, True","43.00, 0.53, True","39.00, 0.45, True","31.00, 0.40, True","21.00, 0.32, True","27.00, 0.31, True","42.00, 0.35, True","45.00, 0.37, True","30.00, 0.28, True","26.00, 0.25, True","45.00, 0.37, True","33.00, 0.25, True","32.00, 0.25, True","38.00, 0.28, True","44.00, 0.31, True","41.00, 0.30, True","25.00, 0.16, True","42.00, 0.26, True","42.00, 0.22, True","43.00, 0.23, True","27.00, 0.11, True","37.00, 0.17, True","48.00, 0.18, True","34.00, 0.12, True","31.00, 0.09, True","38.00, 0.12, True","36.00, 0.11, True","37.00, 0.09, True","35.00, 0.07, True","16.00, 0.02, True","39.00, 0.08, True","41.00, 0.07, True","28.00, 0.03, True","36.00, 0.03, True","45.00, 0.03, True","36.00, 0.01, True","44.00, 0.02, True","43.00, 0.02, True","40.00, 0.01, True","39.00, 0.01, True","39.00, 0.01, True","37.00, 0.00, True",A,0.451
template_9,"26.00, 1.00, True","32.00, 1.00, True",None,"10.00, 1.00, None","27.00, 1.00, True","29.00, 0.80, True","31.00, 0.80, True","44.00, 0.75, True","30.00, 0.71, True","23.00, 0.58, True","50.00, 0.70, True","48.00, 0.62, True","42.00, 0.60, True","44.00, 0.54, True","20.00, 0.38, True","42.00, 0.53, True","39.00, 0.45, True","26.00, 0.37, True","30.00, 0.40, True","16.00, 0.21, True","43.00, 0.36, True","45.00, 0.37, True","23.00, 0.23, True","25.00, 0.25, True","40.00, 0.34, True","28.00, 0.22, True","26.00, 0.21, True","40.00, 0.29, True","44.00, 0.31, True","39.00, 0.29, True","24.00, 0.16, True","37.00, 0.24, True","38.00, 0.20, True","45.00, 0.24, True","28.00, 0.12, True","22.00, 0.09, True","49.00, 0.19, True","26.00, 0.09, True","18.00, 0.04, True","38.00, 0.12, True","31.00, 0.09, True","36.00, 0.09, True","15.00, 0.01, True","27.00, 0.04, True","28.00, 0.05, True","40.00, 0.07, True","12.00, 0.00, True","19.00, 0.01, True","47.00, 0.03, True","36.00, 0.01, True","43.00, 0.02, True","45.00, 0.02, True","38.00, 0.01, True","42.00, 0.01, True","39.00, 0.01, True","37.00, 0.00, True",A,0.451
template_23,"24.00, 1.00, True","27.00, 1.00, True","10.00, 1.00, True",None,"24.00, 1.00, True","28.00, 0.79, True","29.00, 0.80, True","46.00, 0.76, True","30.00, 0.71, True","22.00, 0.57, True","46.00, 0.68, True","46.00, 0.61, True","43.00, 0.60, True","46.00, 0.55, True","20.00, 0.38, True","40.00, 0.52, True","41.00, 0.46, True","23.00, 0.34, True","27.00, 0.37, True","18.00, 0.23, True","43.00, 0.36, True","45.00, 0.37, True","26.00, 0.25, True","27.00, 0.26, True","41.00, 0.35, True","30.00, 0.24, True","26.00, 0.21, True","42.00, 0.30, True","44.00, 0.31, True","38.00, 0.28, True","25.00, 0.16, True","37.00, 0.24, True","40.00, 0.21, True","44.00, 0.23, True","30.00, 0.13, True","23.00, 0.09, True","49.00, 0.19, True","25.00, 0.08, True","21.00, 0.05, True","40.00, 0.13, True","33.00, 0.10, True","37.00, 0.09, True","19.00, 0.02, True","24.00, 0.04, True","30.00, 0.05, True","42.00, 0.08, True","11.00, 0.00, True","23.00, 0.01, True","47.00, 0.03, True","37.00, 0.02, True","42.00, 0.02, True","45.00, 0.02, True","38.00, 0.01, True","41.00, 0.01, True","38.00, 0.00, True","38.00, 0.00, True",A,0.451
template_5,"17.00, 1.00, False","11.00, 1.00, False","27.00, 1.00, False","24.00, 1.00, False",None,"25.00, 0.89, True","24.00, 0.89, True","44.00, 0.83, True","36.00, 0.82, True","10.00, 0.54, True","48.00, 0.76, True","50.00, 0.70, True","43.00, 0.68, True","43.00, 0.60, True","21.00, 0.47, True","45.00, 0.61, True","41.00, 0.53, True","27.00, 0.44, True","23.00, 0.41, True","22.00, 0.33, True","40.00, 0.40, True","46.00, 0.43, True","29.00, 0.33, True","28.00, 0.32, True","41.00, 0.40, True","29.00, 0.27, True","30.00, 0.28, True","39.00, 0.34, True","40.00, 0.34, True","42.00, 0.35, True","21.00, 0.17, True","38.00, 0.28, True","39.00, 0.25, True","45.00, 0.28, True","26.00, 0.14, True","30.00, 0.16, True","50.00, 0.22, True","30.00, 0.13, True","26.00, 0.09, True","36.00, 0.13, True","31.00, 0.11, True","36.00, 0.11, True","28.00, 0.06, True","14.00, 0.02, True","33.00, 0.08, True","38.00, 0.08, True","25.00, 0.03, True","33.00, 0.03, True","45.00, 0.04, True","36.00, 0.02, True","42.00, 0.02, True","42.00, 0.02, True","38.00, 0.01, True","38.00, 0.01, True","39.00, 0.01, True","38.00, 0.00, True",A,0.448
template_27,"29.00, 0.80, False","23.00, 0.78, False","29.00, 0.80, False","28.00, 0.79, False","25.00, 0.89, False",None,"16.00, 1.00, None","49.00, 1.00, True","30.00, 1.00, True","27.00, 0.89, True","48.00, 0.92, True","49.00, 0.84, True","42.00, 0.83, True","45.00, 0.76, True","31.00, 0.71, True","40.00, 0.74, True","45.00, 0.68, True","19.00, 0.54, True","29.00, 0.61, True","31.00, 0.54, True","43.00, 0.53, True","46.00, 0.55, True","33.00, 0.48, True","29.00, 0.46, True","45.00, 0.54, True","32.00, 0.41, True","34.00, 0.42, True","41.00, 0.46, True","40.00, 0.46, True","40.00, 0.46, True","26.00, 0.31, True","39.00, 0.39, True","39.00, 0.34, True","44.00, 0.36, True","18.00, 0.14, True","37.00, 0.28, True","48.00, 0.29, True","35.00, 0.22, True","21.00, 0.10, True","40.00, 0.21, True","21.00, 0.10, True","42.00, 0.19, True","34.00, 0.12, True","21.00, 0.06, True","27.00, 0.09, True","37.00, 0.11, True","31.00, 0.07, True","33.00, 0.05, True","47.00, 0.06, True","39.00, 0.04, True","40.00, 0.03, True","41.00, 0.03, True","35.00, 0.02, True","40.00, 0.01, True","39.00, 0.01, True","40.00, 0.01, True",A,0.441
template_13,"32.00, 0.81, False","29.00, 0.80, False","31.00, 0.80, False","29.00, 0.80, False","24.00, 0.89, False","16.00, 1.00, True",None,"53.00, 1.00, True","33.00, 1.00, True","26.00, 0.89, True","53.00, 0.92, True","52.00, 0.85, True","45.00, 0.84, True","48.00, 0.76, True","30.00, 0.71, True","45.00, 0.76, True","47.00, 0.69, True","23.00, 0.58, True","34.00, 0.64, True","31.00, 0.54, True","45.00, 0.54, True","50.00, 0.56, True","31.00, 0.47, True","33.00, 0.48, True","49.00, 0.56, True","35.00, 0.43, True","39.00, 0.45, True","44.00, 0.48, True","40.00, 0.46, True","44.00, 0.48, True","28.00, 0.32, True","43.00, 0.41, True","45.00, 0.37, True","48.00, 0.38, True","23.00, 0.18, True","37.00, 0.28, True","53.00, 0.31, True","36.00, 0.23, True","16.00, 0.07, True","38.00, 0.20, True","20.00, 0.10, True","42.00, 0.19, True","33.00, 0.12, True","26.00, 0.09, True","22.00, 0.07, True","41.00, 0.13, True","31.00, 0.07, True","30.00, 0.04, True","51.00, 0.07, True","36.00, 0.03, True","45.00, 0.04, True","44.00, 0.04, True","41.00, 0.03, True","42.00, 0.02, True","42.00, 0.01, True","42.00, 0.01, True",A,0.441
template_18,"47.00, 0.76, False","47.00, 0.76, False","44.00, 0.75, False","46.00, 0.76, False","44.00, 0.83, False","49.00, 1.00, False","53.00, 1.00, False",None,"53.00, 1.00, None","46.00, 1.00, True","28.00, 1.00, True","30.00, 0.90, True","26.00, 0.89, True","23.00, 0.78, True","47.00, 0.84, True","27.00, 0.79, True","31.00, 0.71, True","49.00, 0.77, True","50.00, 0.77, True","45.00, 0.68, True","20.00, 0.46, True","25.00, 0.50, True","41.00, 0.59, True","43.00, 0.60, True","9.00, 0.31, True","55.00, 0.58, True","49.00, 0.56, True","24.00, 0.42, True","22.00, 0.40, True","23.00, 0.41, True","51.00, 0.50, True","14.00, 0.24, True","16.00, 0.21, True","31.00, 0.34, True","45.00, 0.37, True","49.00, 0.39, True","32.00, 0.25, True","47.00, 0.33, True","42.00, 0.26, True","23.00, 0.15, True","49.00, 0.29, True","27.00, 0.14, True","49.00, 0.22, True","42.00, 0.19, True","48.00, 0.21, True","27.00, 0.09, True","46.00, 0.15, True","43.00, 0.10, True","33.00, 0.04, True","22.00, 0.01, True","25.00, 0.01, True","27.00, 0.02, True","19.00, 0.00, True","27.00, 0.01, True","25.00, 0.00, True","26.00, 0.00, True",A,0.438
template_39,"38.00, 0.74, False","39.00, 0.74, False","30.00, 0.71, False","30.00, 0.71, False","36.00, 0.82, False","30.00, 1.00, False","33.00, 1.00, False","53.00, 1.00, True",None,"37.00, 1.00, True","47.00, 1.00, True","50.00, 0.92, True","46.00, 0.92, True","48.00, 0.84, True","33.00, 0.81, True","44.00, 0.83, True","45.00, 0.76, True","21.00, 0.66, True","28.00, 0.70, True","32.00, 0.63, True","48.00, 0.62, True","46.00, 0.61, True","41.00, 0.59, True","38.00, 0.58, True","46.00, 0.61, True","36.00, 0.50, True","24.00, 0.42, True","45.00, 0.54, True","47.00, 0.55, True","43.00, 0.53, True","35.00, 0.43, True","44.00, 0.48, True","44.00, 0.42, True","40.00, 0.40, True","15.00, 0.15, True","34.00, 0.31, True","53.00, 0.36, True","28.00, 0.22, True","23.00, 0.15, True","41.00, 0.26, True","29.00, 0.19, True","42.00, 0.22, True","29.00, 0.12, True","23.00, 0.09, True","24.00, 0.10, True","40.00, 0.15, True","19.00, 0.04, True","31.00, 0.06, True","44.00, 0.07, True","39.00, 0.04, True","42.00, 0.04, True","47.00, 0.05, True","44.00, 0.04, True","39.00, 0.02, True","41.00, 0.02, True","44.00, 0.01, True",A,0.438
template_7,"9.00, 0.40, False","14.00, 0.49, False","23.00, 0.58, False","22.00, 0.57, False","10.00, 0.54, False","27.00, 0.89, False","26.00, 0.89, False","46.00, 1.00, False","37.00, 1.00, False",None,"44.00, 1.00, None","47.00, 1.00, True","42.00, 1.00, True","44.00, 0.92, True","20.00, 0.88, True","43.00, 0.92, True","41.00, 0.83, True","30.00, 0.80, True","21.00, 0.77, True","20.00, 0.65, True","42.00, 0.67, True","44.00, 0.68, True","29.00, 0.61, True","29.00, 0.61, True","43.00, 0.68, True","22.00, 0.48, True","27.00, 0.52, True","39.00, 0.59, True","43.00, 0.60, True","39.00, 0.59, True","20.00, 0.38, True","38.00, 0.51, True","36.00, 0.43, True","42.00, 0.47, True","26.00, 0.31, True","29.00, 0.33, True","49.00, 0.39, True","28.00, 0.27, True","29.00, 0.23, True","38.00, 0.28, True","31.00, 0.24, True","34.00, 0.22, True","25.00, 0.13, True","17.00, 0.08, True","36.00, 0.19, True","36.00, 0.16, True","26.00, 0.09, True","31.00, 0.07, True","42.00, 0.08, True","37.00, 0.05, True","39.00, 0.04, True","41.00, 0.05, True","37.00, 0.03, True","36.00, 0.02, True","39.00, 0.02, True","37.00, 0.01, True",A,0.435
