"statistic, pvalue, row is better than column",template_45,template_16,best set: template_3,template_2,template_54,template_42,template_44,template_17,template_55,template_47,template_51,template_23,template_48,template_52,template_49,template_46,template_43,template_50,template_11,template_53,template_21,template_20,template_22,template_15,template_30,template_31,template_10,template_14,template_27,template_4,template_18,template_9,template_19,template_24,template_26,template_13,template_5,template_6,template_12,template_8,template_7,template_38,template_1,template_0,template_34,template_25,template_33,template_32,template_35,template_41,template_36,template_39,template_29,template_40,template_28,template_37,group,accuracy
template_45,None,"51.00, 1.00, None","40.00, 1.00, None","47.00, 0.76, True","43.00, 0.60, True","48.00, 0.49, True","43.00, 0.41, True","35.00, 0.31, True","24.00, 0.19, True","26.00, 0.21, True","23.00, 0.15, True","40.00, 0.25, True","41.00, 0.26, True","39.00, 0.17, True","25.00, 0.10, True","38.00, 0.17, True","28.00, 0.12, True","42.00, 0.19, True","36.00, 0.13, True","22.00, 0.05, True","38.00, 0.12, True","44.00, 0.12, True","39.00, 0.08, True","40.00, 0.09, True","42.00, 0.09, True","28.00, 0.04, True","43.00, 0.08, True","41.00, 0.07, True","33.00, 0.05, True","44.00, 0.07, True","40.00, 0.06, True","33.00, 0.03, True","35.00, 0.03, True","40.00, 0.04, True","38.00, 0.03, True","34.00, 0.02, True","37.00, 0.02, True","41.00, 0.03, True","38.00, 0.02, True","35.00, 0.01, True","32.00, 0.01, True","36.00, 0.01, True","33.00, 0.01, True","35.00, 0.00, True","36.00, 0.01, True","26.00, 0.00, True","32.00, 0.00, True","34.00, 0.00, True","32.00, 0.00, True","33.00, 0.00, True","30.00, 0.00, True","25.00, 0.00, True","30.00, 0.00, True","33.00, 0.00, True","30.00, 0.00, True","27.00, 0.00, True",A,0.311
template_16,"51.00, 1.00, True",None,"54.00, 1.00, None","20.00, 0.65, True","48.00, 0.62, True","47.00, 0.49, True","37.00, 0.38, True","42.00, 0.35, True","51.00, 0.35, True","48.00, 0.33, True","52.00, 0.31, True","46.00, 0.28, True","40.00, 0.25, True","37.00, 0.17, True","49.00, 0.22, True","40.00, 0.18, True","45.00, 0.20, True","38.00, 0.17, True","44.00, 0.17, True","46.00, 0.15, True","47.00, 0.15, True","35.00, 0.09, True","25.00, 0.04, True","42.00, 0.09, True","31.00, 0.06, True","40.00, 0.07, True","29.00, 0.04, True","36.00, 0.06, True","40.00, 0.07, True","34.00, 0.04, True","34.00, 0.04, True","40.00, 0.05, True","39.00, 0.04, True","30.00, 0.02, True","32.00, 0.02, True","40.00, 0.03, True","42.00, 0.03, True","27.00, 0.01, True","30.00, 0.01, True","25.00, 0.00, True","39.00, 0.01, True","37.00, 0.01, True","38.00, 0.01, True","28.00, 0.00, True","36.00, 0.01, True","31.00, 0.00, True","39.00, 0.00, True","31.00, 0.00, True","37.00, 0.00, True","34.00, 0.00, True","27.00, 0.00, True","32.00, 0.00, True","30.00, 0.00, True","31.00, 0.00, True","28.00, 0.00, True","34.00, 0.00, True",A,0.311
template_3,"40.00, 1.00, True","54.00, 1.00, True",None,"44.00, 0.75, True","51.00, 0.63, True","50.00, 0.50, True","52.00, 0.45, True","16.00, 0.16, True","37.00, 0.28, True","38.00, 0.28, True","34.00, 0.22, True","29.00, 0.19, True","46.00, 0.28, True","41.00, 0.18, True","36.00, 0.16, True","44.00, 0.20, True","42.00, 0.19, True","46.00, 0.21, True","27.00, 0.09, True","34.00, 0.10, True","28.00, 0.08, True","39.00, 0.10, True","41.00, 0.09, True","32.00, 0.06, True","36.00, 0.07, True","25.00, 0.03, True","39.00, 0.07, True","37.00, 0.06, True","29.00, 0.04, True","42.00, 0.06, True","38.00, 0.05, True","23.00, 0.01, True","28.00, 0.02, True","38.00, 0.03, True","34.00, 0.03, True","28.00, 0.01, True","32.00, 0.02, True","38.00, 0.03, True","38.00, 0.02, True","34.00, 0.01, True","28.00, 0.00, True","36.00, 0.01, True","27.00, 0.00, True","32.00, 0.00, True","32.00, 0.00, True","19.00, 0.00, True","30.00, 0.00, True","33.00, 0.00, True","27.00, 0.00, True","29.00, 0.00, True","30.00, 0.00, True","20.00, 0.00, True","26.00, 0.00, True","29.00, 0.00, True","29.00, 0.00, True","23.00, 0.00, True",A,0.311
template_2,"47.00, 0.76, False","20.00, 0.65, False","44.00, 0.75, False",None,"46.00, 0.92, True","50.00, 0.77, True","40.00, 0.66, True","41.00, 0.59, True","48.00, 0.55, True","51.00, 0.57, True","52.00, 0.51, True","47.00, 0.49, True","37.00, 0.44, True","36.00, 0.32, True","49.00, 0.39, True","40.00, 0.34, True","45.00, 0.37, True","35.00, 0.31, True","42.00, 0.30, True","47.00, 0.29, True","48.00, 0.29, True","38.00, 0.20, True","30.00, 0.13, True","46.00, 0.21, True","29.00, 0.12, True","36.00, 0.13, True","28.00, 0.10, True","39.00, 0.15, True","44.00, 0.17, True","33.00, 0.10, True","35.00, 0.11, True","39.00, 0.10, True","44.00, 0.10, True","30.00, 0.05, True","35.00, 0.07, True","40.00, 0.07, True","39.00, 0.07, True","27.00, 0.03, True","33.00, 0.04, True","23.00, 0.01, True","36.00, 0.02, True","37.00, 0.02, True","37.00, 0.02, True","29.00, 0.01, True","37.00, 0.02, True","31.00, 0.01, True","41.00, 0.01, True","34.00, 0.00, True","36.00, 0.00, True","33.00, 0.00, True","28.00, 0.00, True","33.00, 0.00, True","31.00, 0.00, True","32.00, 0.00, True","31.00, 0.00, True","33.00, 0.00, True",A,0.296
template_54,"43.00, 0.60, False","48.00, 0.62, False","51.00, 0.63, False","46.00, 0.92, False",None,"22.00, 0.88, True","31.00, 0.80, True","51.00, 0.77, True","20.00, 0.55, True","28.00, 0.61, True","34.00, 0.56, True","43.00, 0.60, True","15.00, 0.41, True","14.00, 0.24, True","27.00, 0.37, True","12.00, 0.22, True","31.00, 0.40, True","13.00, 0.23, True","41.00, 0.40, True","27.00, 0.26, True","40.00, 0.34, True","33.00, 0.25, True","35.00, 0.22, True","39.00, 0.25, True","34.00, 0.22, True","45.00, 0.24, True","28.00, 0.15, True","31.00, 0.17, True","34.00, 0.18, True","29.00, 0.12, True","31.00, 0.14, True","36.00, 0.13, True","36.00, 0.11, True","30.00, 0.08, True","31.00, 0.09, True","32.00, 0.07, True","31.00, 0.07, True","26.00, 0.05, True","23.00, 0.03, True","27.00, 0.03, True","29.00, 0.02, True","26.00, 0.02, True","33.00, 0.02, True","26.00, 0.01, True","29.00, 0.01, True","33.00, 0.01, True","31.00, 0.01, True","27.00, 0.00, True","29.00, 0.00, True","29.00, 0.00, True","22.00, 0.00, True","29.00, 0.00, True","26.00, 0.00, True","23.00, 0.00, True","23.00, 0.00, True","28.00, 0.00, True",A,0.289
template_42,"48.00, 0.49, False","47.00, 0.49, False","50.00, 0.50, False","50.00, 0.77, False","22.00, 0.88, False",None,"35.00, 1.00, True","52.00, 0.92, True","32.00, 0.81, True","32.00, 0.81, True","34.00, 0.72, True","50.00, 0.77, True","20.00, 0.65, True","18.00, 0.44, True","32.00, 0.55, True","19.00, 0.45, True","32.00, 0.55, True","18.00, 0.44, True","46.00, 0.55, True","34.00, 0.42, True","48.00, 0.49, True","39.00, 0.39, True","43.00, 0.36, True","42.00, 0.35, True","40.00, 0.34, True","46.00, 0.32, True","33.00, 0.25, True","40.00, 0.29, True","40.00, 0.29, True","36.00, 0.23, True","40.00, 0.25, True","39.00, 0.21, True","40.00, 0.18, True","40.00, 0.18, True","38.00, 0.17, True","37.00, 0.14, True","37.00, 0.14, True","34.00, 0.12, True","34.00, 0.10, True","34.00, 0.07, True","36.00, 0.06, True","35.00, 0.06, True","36.00, 0.05, True","29.00, 0.02, True","38.00, 0.04, True","35.00, 0.03, True","38.00, 0.02, True","35.00, 0.01, True","35.00, 0.01, True","35.00, 0.01, True","30.00, 0.00, True","36.00, 0.01, True","31.00, 0.00, True","29.00, 0.00, True","29.00, 0.00, True","33.00, 0.00, True",A,0.281
template_44,"43.00, 0.41, False","37.00, 0.38, False","52.00, 0.45, False","40.00, 0.66, False","31.00, 0.80, False","35.00, 1.00, False",None,"52.00, 1.00, True","41.00, 0.91, True","45.00, 0.92, True","46.00, 0.84, True","50.00, 0.84, True","31.00, 0.80, True","30.00, 0.62, True","47.00, 0.69, True","31.00, 0.63, True","42.00, 0.67, True","27.00, 0.60, True","45.00, 0.61, True","41.00, 0.53, True","48.00, 0.55, True","42.00, 0.47, True","41.00, 0.40, True","45.00, 0.42, True","29.00, 0.33, True","45.00, 0.37, True","37.00, 0.33, True","41.00, 0.35, True","44.00, 0.36, True","40.00, 0.29, True","40.00, 0.29, True","44.00, 0.27, True","45.00, 0.24, True","37.00, 0.20, True","36.00, 0.19, True","41.00, 0.18, True","42.00, 0.19, True","35.00, 0.16, True","37.00, 0.14, True","34.00, 0.08, True","40.00, 0.09, True","38.00, 0.08, True","41.00, 0.07, True","35.00, 0.04, True","41.00, 0.06, True","36.00, 0.04, True","42.00, 0.03, True","36.00, 0.02, True","39.00, 0.02, True","36.00, 0.01, True","31.00, 0.01, True","34.00, 0.01, True","36.00, 0.01, True","31.00, 0.00, True","31.00, 0.00, True","37.00, 0.00, True",A,0.278
template_17,"35.00, 0.31, False","42.00, 0.35, False","16.00, 0.16, False","41.00, 0.59, False","51.00, 0.77, False","52.00, 0.92, False","52.00, 1.00, False",None,"41.00, 1.00, True","43.00, 1.00, True","42.00, 0.91, True","35.00, 0.91, True","50.00, 0.92, True","44.00, 0.75, True","40.00, 0.74, True","48.00, 0.76, True","47.00, 0.76, True","49.00, 0.77, True","31.00, 0.63, True","40.00, 0.59, True","29.00, 0.53, True","39.00, 0.52, True","39.00, 0.45, True","39.00, 0.45, True","43.00, 0.47, True","25.00, 0.30, True","42.00, 0.41, True","39.00, 0.39, True","34.00, 0.36, True","46.00, 0.37, True","38.00, 0.33, True","31.00, 0.24, True","28.00, 0.18, True","39.00, 0.25, True","37.00, 0.24, True","33.00, 0.18, True","35.00, 0.19, True","41.00, 0.22, True","40.00, 0.18, True","35.00, 0.11, True","33.00, 0.08, True","37.00, 0.09, True","35.00, 0.07, True","36.00, 0.06, True","36.00, 0.06, True","20.00, 0.01, True","36.00, 0.03, True","34.00, 0.02, True","33.00, 0.01, True","33.00, 0.01, True","32.00, 0.01, True","27.00, 0.00, True","31.00, 0.01, True","34.00, 0.01, True","31.00, 0.00, True","30.00, 0.00, True",A,0.274
template_55,"24.00, 0.19, False","51.00, 0.35, False","37.00, 0.28, False","48.00, 0.55, False","20.00, 0.55, False","32.00, 0.81, False","41.00, 0.91, False","41.00, 1.00, False",None,"14.00, 1.00, None","18.00, 1.00, True","40.00, 1.00, True","28.00, 1.00, True","31.00, 0.80, True","16.00, 0.74, True","24.00, 0.78, True","22.00, 0.77, True","26.00, 0.79, True","34.00, 0.72, True","15.00, 0.50, True","37.00, 0.65, True","42.00, 0.60, True","42.00, 0.53, True","35.00, 0.49, True","43.00, 0.53, True","34.00, 0.42, True","39.00, 0.45, True","38.00, 0.45, True","28.00, 0.38, True","37.00, 0.38, True","37.00, 0.38, True","31.00, 0.29, True","32.00, 0.25, True","36.00, 0.27, True","37.00, 0.28, True","27.00, 0.18, True","30.00, 0.19, True","35.00, 0.22, True","32.00, 0.17, True","34.00, 0.12, True","25.00, 0.06, True","30.00, 0.08, True","29.00, 0.06, True","31.00, 0.06, True","33.00, 0.06, True","25.00, 0.03, True","26.00, 0.02, True","31.00, 0.02, True","28.00, 0.01, True","26.00, 0.01, True","24.00, 0.00, True","21.00, 0.00, True","24.00, 0.00, True","28.00, 0.00, True","25.00, 0.00, True","24.00, 0.00, True",A,0.27
template_47,"26.00, 0.21, False","48.00, 0.33, False","38.00, 0.28, False","51.00, 0.57, False","28.00, 0.61, False","32.00, 0.81, False","45.00, 0.92, False","43.00, 1.00, False","14.00, 1.00, True",None,"17.00, 1.00, True","42.00, 1.00, True","29.00, 1.00, True","35.00, 0.82, True","9.00, 0.66, True","25.00, 0.78, True","23.00, 0.78, True","30.00, 0.80, True","33.00, 0.72, True","17.00, 0.52, True","37.00, 0.65, True","42.00, 0.60, True","43.00, 0.53, True","38.00, 0.51, True","43.00, 0.53, True","34.00, 0.42, True","38.00, 0.45, True","41.00, 0.46, True","31.00, 0.40, True","39.00, 0.39, True","39.00, 0.39, True","30.00, 0.28, True","33.00, 0.25, True","41.00, 0.30, True","38.00, 0.28, True","28.00, 0.18, True","28.00, 0.18, True","39.00, 0.25, True","33.00, 0.18, True","33.00, 0.12, True","23.00, 0.06, True","34.00, 0.10, True","30.00, 0.07, True","31.00, 0.06, True","37.00, 0.08, True","26.00, 0.03, True","28.00, 0.02, True","32.00, 0.02, True","30.00, 0.02, True","28.00, 0.01, True","27.00, 0.01, True","24.00, 0.00, True","24.00, 0.00, True","29.00, 0.00, True","28.00, 0.00, True","25.00, 0.00, True",A,0.27
template_51,"23.00, 0.15, False","52.00, 0.31, False","34.00, 0.22, False","52.00, 0.51, False","34.00, 0.56, False","34.00, 0.72, False","46.00, 0.84, False","42.00, 0.91, False","18.00, 1.00, False","17.00, 1.00, False",None,"39.00, 1.00, None","35.00, 1.00, None","35.00, 0.91, True","17.00, 0.87, True","32.00, 0.90, True","23.00, 0.89, True","32.00, 0.90, True","32.00, 0.81, True","15.00, 0.61, True","38.00, 0.74, True","43.00, 0.68, True","43.00, 0.60, True","37.00, 0.58, True","45.00, 0.61, True","33.00, 0.48, True","43.00, 0.53, True","41.00, 0.53, True","34.00, 0.49, True","40.00, 0.46, True","40.00, 0.46, True","28.00, 0.32, True","34.00, 0.31, True","41.00, 0.35, True","40.00, 0.34, True","28.00, 0.22, True","29.00, 0.23, True","40.00, 0.29, True","36.00, 0.23, True","34.00, 0.15, True","25.00, 0.08, True","34.00, 0.12, True","29.00, 0.08, True","33.00, 0.08, True","35.00, 0.09, True","27.00, 0.04, True","31.00, 0.04, True","33.00, 0.03, True","30.00, 0.02, True","30.00, 0.02, True","28.00, 0.01, True","24.00, 0.01, True","26.00, 0.01, True","29.00, 0.01, True","27.00, 0.00, True","22.00, 0.00, True",A,0.267
template_23,"40.00, 0.25, False","46.00, 0.28, False","29.00, 0.19, False","47.00, 0.49, False","43.00, 0.60, False","50.00, 0.77, False","50.00, 0.84, False","35.00, 0.91, False","40.00, 1.00, False","42.00, 1.00, False","39.00, 1.00, True",None,"47.00, 1.00, None","47.00, 0.92, True","42.00, 0.91, True","46.00, 0.92, True","45.00, 0.92, True","45.00, 0.92, True","28.00, 0.79, True","41.00, 0.75, True","15.00, 0.61, True","26.00, 0.60, True","30.00, 0.54, True","16.00, 0.42, True","45.00, 0.61, True","31.00, 0.47, True","38.00, 0.51, True","26.00, 0.43, True","15.00, 0.32, True","35.00, 0.43, True","25.00, 0.36, True","20.00, 0.25, True","13.00, 0.13, True","26.00, 0.25, True","24.00, 0.24, True","25.00, 0.20, True","27.00, 0.21, True","33.00, 0.25, True","33.00, 0.21, True","30.00, 0.13, True","25.00, 0.08, True","30.00, 0.11, True","25.00, 0.06, True","29.00, 0.06, True","29.00, 0.06, True","10.00, 0.01, True","24.00, 0.02, True","27.00, 0.02, True","24.00, 0.01, True","23.00, 0.01, True","24.00, 0.01, True","17.00, 0.00, True","19.00, 0.00, True","26.00, 0.00, True","23.00, 0.00, True","16.00, 0.00, True",A,0.267
template_48,"41.00, 0.26, False","40.00, 0.25, False","46.00, 0.28, False","37.00, 0.44, False","15.00, 0.41, False","20.00, 0.65, False","31.00, 0.80, False","50.00, 0.92, False","28.00, 1.00, False","29.00, 1.00, False","35.00, 1.00, True","47.00, 1.00, True",None,"19.00, 0.87, True","33.00, 0.90, True","9.00, 0.82, True","35.00, 0.91, True","15.00, 0.86, True","42.00, 0.83, True","31.00, 0.71, True","46.00, 0.76, True","35.00, 0.64, True","36.00, 0.57, True","41.00, 0.59, True","33.00, 0.56, True","41.00, 0.53, True","32.00, 0.48, True","35.00, 0.49, True","37.00, 0.51, True","32.00, 0.41, True","35.00, 0.43, True","38.00, 0.39, True","40.00, 0.34, True","36.00, 0.32, True","33.00, 0.30, True","34.00, 0.26, True","33.00, 0.25, True","27.00, 0.21, True","28.00, 0.18, True","30.00, 0.13, True","34.00, 0.12, True","31.00, 0.11, True","35.00, 0.11, True","25.00, 0.05, True","35.00, 0.09, True","32.00, 0.06, True","34.00, 0.04, True","29.00, 0.02, True","33.00, 0.02, True","30.00, 0.02, True","23.00, 0.01, True","31.00, 0.01, True","26.00, 0.01, True","26.00, 0.00, True","26.00, 0.00, True","30.00, 0.01, True",A,0.267
template_52,"39.00, 0.17, False","37.00, 0.17, False","41.00, 0.18, False","36.00, 0.32, False","14.00, 0.24, False","18.00, 0.44, False","30.00, 0.62, False","44.00, 0.75, False","31.00, 0.80, False","35.00, 0.82, False","35.00, 0.91, False","47.00, 0.92, False","19.00, 0.87, False",None,"35.00, 1.00, None","20.00, 1.00, None","42.00, 1.00, None","17.00, 1.00, None","42.00, 1.00, True","34.00, 0.90, True","48.00, 0.92, True","37.00, 0.82, True","37.00, 0.73, True","45.00, 0.76, True","35.00, 0.73, True","43.00, 0.68, True","30.00, 0.62, True","38.00, 0.66, True","43.00, 0.68, True","31.00, 0.54, True","37.00, 0.58, True","37.00, 0.51, True","43.00, 0.47, True","32.00, 0.41, True","35.00, 0.43, True","36.00, 0.37, True","36.00, 0.37, True","29.00, 0.33, True","29.00, 0.27, True","29.00, 0.19, True","35.00, 0.19, True","31.00, 0.17, True","37.00, 0.17, True","27.00, 0.09, True","34.00, 0.12, True","35.00, 0.11, True","37.00, 0.08, True","31.00, 0.04, True","35.00, 0.04, True","34.00, 0.03, True","26.00, 0.01, True","33.00, 0.02, True","30.00, 0.02, True","28.00, 0.01, True","27.00, 0.01, True","32.00, 0.01, True",A,0.259
