"statistic, pvalue, row is better than column",template_48,best set: template_29,template_33,template_28,template_35,template_36,template_50,template_7,template_31,template_51,template_32,template_5,template_46,template_34,template_6,template_49,template_9,template_37,template_30,template_43,template_8,template_3,template_41,template_53,template_39,template_52,template_54,template_40,template_38,template_16,template_2,template_47,template_11,template_45,template_44,template_4,template_0,template_17,template_18,template_10,template_22,template_20,template_42,template_21,template_55,template_23,template_12,template_13,template_1,template_19,template_24,template_26,template_14,template_25,template_27,template_15,group,accuracy
template_48,None,"19.00, 1.00, None","17.00, 1.00, True","13.00, 1.00, True","19.00, 1.00, True","10.00, 0.68, True","5.00, 0.42, True","17.00, 0.63, True","16.00, 0.62, True","17.00, 0.52, True","10.00, 0.42, True","17.00, 0.43, True","2.00, 0.11, True","11.00, 0.34, True","12.00, 0.28, True","14.00, 0.31, True","17.00, 0.28, True","15.00, 0.26, True","10.00, 0.14, True","12.00, 0.12, True","14.00, 0.14, True","16.00, 0.16, True","16.00, 0.13, True","20.00, 0.16, True","19.00, 0.15, True","8.00, 0.04, True","6.00, 0.02, True","10.00, 0.05, True","11.00, 0.06, True","19.00, 0.12, True","13.00, 0.07, True","12.00, 0.05, True","17.00, 0.04, True","12.00, 0.02, True","6.00, 0.01, True","11.00, 0.02, True","11.00, 0.01, True","18.00, 0.04, True","18.00, 0.04, True","11.00, 0.01, True","15.00, 0.01, True","15.00, 0.01, True","3.00, 0.00, True","17.00, 0.01, True","14.00, 0.01, True","19.00, 0.01, True","12.00, 0.00, True","17.00, 0.01, True","12.00, 0.00, True","16.00, 0.00, True","15.00, 0.00, True","15.00, 0.00, True","14.00, 0.00, True","14.00, 0.00, True","12.00, 0.00, True","11.00, 0.00, True",A,0.59
template_29,"19.00, 1.00, True",None,"6.00, 1.00, True","13.00, 1.00, True","7.00, 1.00, True","13.00, 0.71, True","16.00, 0.62, True","9.00, 0.52, True","4.00, 0.39, True","11.00, 0.44, True","18.00, 0.53, True","10.00, 0.33, True","16.00, 0.42, True","15.00, 0.41, True","14.00, 0.31, True","9.00, 0.23, True","9.00, 0.17, True","5.00, 0.10, True","12.00, 0.16, True","13.00, 0.13, True","14.00, 0.14, True","8.00, 0.08, True","3.00, 0.01, True","14.00, 0.11, True","4.00, 0.02, True","15.00, 0.09, True","16.00, 0.10, True","10.00, 0.05, True","9.00, 0.04, True","15.00, 0.09, True","13.00, 0.07, True","8.00, 0.02, True","7.00, 0.01, True","10.00, 0.02, True","16.00, 0.04, True","13.00, 0.03, True","12.00, 0.02, True","6.00, 0.00, True","15.00, 0.03, True","9.00, 0.01, True","13.00, 0.01, True","14.00, 0.01, True","13.00, 0.01, True","7.00, 0.00, True","8.00, 0.00, True","7.00, 0.00, True","12.00, 0.00, True","6.00, 0.00, True","9.00, 0.00, True","7.00, 0.00, True","12.00, 0.00, True","12.00, 0.00, True","11.00, 0.00, True","7.00, 0.00, True","6.00, 0.00, True","6.00, 0.00, True",A,0.59
template_33,"17.00, 1.00, False","6.00, 1.00, False",None,"17.00, 1.00, None","7.00, 1.00, None","15.00, 0.86, True","17.00, 0.74, True","8.00, 0.65, True","7.00, 0.63, True","12.00, 0.57, True","16.00, 0.62, True","11.00, 0.44, True","18.00, 0.53, True","16.00, 0.51, True","16.00, 0.42, True","12.00, 0.36, True","9.00, 0.23, True","6.00, 0.17, True","13.00, 0.23, True","15.00, 0.20, True","16.00, 0.21, True","10.00, 0.14, True","5.00, 0.04, True","16.00, 0.16, True","5.00, 0.04, True","15.00, 0.12, True","15.00, 0.12, True","11.00, 0.08, True","13.00, 0.10, True","19.00, 0.15, True","16.00, 0.13, True","9.00, 0.04, True","10.00, 0.02, True","10.00, 0.02, True","15.00, 0.05, True","14.00, 0.04, True","12.00, 0.02, True","10.00, 0.02, True","18.00, 0.05, True","11.00, 0.01, True","16.00, 0.02, True","15.00, 0.02, True","13.00, 0.01, True","9.00, 0.00, True","10.00, 0.00, True","9.00, 0.00, True","11.00, 0.00, True","10.00, 0.00, True","11.00, 0.00, True","9.00, 0.00, True","15.00, 0.00, True","13.00, 0.00, True","14.00, 0.00, True","9.00, 0.00, True","9.00, 0.00, True","9.00, 0.00, True",A,0.58
template_28,"13.00, 1.00, False","13.00, 1.00, False","17.00, 1.00, True",None,"18.00, 1.00, None","6.00, 0.79, True","12.00, 0.70, True","18.00, 0.75, True","13.00, 0.71, True","15.00, 0.61, True","8.00, 0.50, True","19.00, 0.54, True","12.00, 0.46, True","5.00, 0.30, True","10.00, 0.33, True","15.00, 0.41, True","17.00, 0.35, True","12.00, 0.28, True","5.00, 0.10, True","13.00, 0.18, True","8.00, 0.11, True","12.00, 0.16, True","14.00, 0.14, True","18.00, 0.18, True","14.00, 0.14, True","13.00, 0.10, True","13.00, 0.10, True","7.00, 0.04, True","5.00, 0.03, True","12.00, 0.09, True","9.00, 0.06, True","13.00, 0.07, True","12.00, 0.03, True","12.00, 0.03, True","10.00, 0.02, True","8.00, 0.02, True","10.00, 0.02, True","14.00, 0.03, True","12.00, 0.02, True","10.00, 0.01, True","8.00, 0.00, True","10.00, 0.01, True","10.00, 0.01, True","16.00, 0.02, True","11.00, 0.00, True","14.00, 0.01, True","10.00, 0.00, True","12.00, 0.00, True","13.00, 0.00, True","14.00, 0.00, True","8.00, 0.00, True","9.00, 0.00, True","8.00, 0.00, True","12.00, 0.00, True","9.00, 0.00, True","10.00, 0.00, True",A,0.58
template_35,"19.00, 1.00, False","7.00, 1.00, False","7.00, 1.00, True","18.00, 1.00, True",None,"16.00, 0.86, True","20.00, 0.76, True","9.00, 0.66, True","7.00, 0.63, True","14.00, 0.60, True","19.00, 0.64, True","10.00, 0.42, True","21.00, 0.56, True","15.00, 0.50, True","18.00, 0.44, True","13.00, 0.38, True","8.00, 0.21, True","7.00, 0.19, True","13.00, 0.23, True","16.00, 0.21, True","17.00, 0.22, True","11.00, 0.15, True","6.00, 0.05, True","17.00, 0.17, True","6.00, 0.05, True","17.00, 0.14, True","18.00, 0.14, True","12.00, 0.09, True","13.00, 0.10, True","20.00, 0.16, True","17.00, 0.14, True","9.00, 0.04, True","9.00, 0.02, True","12.00, 0.03, True","17.00, 0.06, True","18.00, 0.06, True","15.00, 0.04, True","10.00, 0.02, True","19.00, 0.05, True","13.00, 0.02, True","17.00, 0.02, True","16.00, 0.02, True","15.00, 0.02, True","7.00, 0.00, True","11.00, 0.00, True","8.00, 0.00, True","15.00, 0.01, True","8.00, 0.00, True","8.00, 0.00, True","7.00, 0.00, True","14.00, 0.00, True","15.00, 0.00, True","16.00, 0.00, True","6.00, 0.00, True","6.00, 0.00, True","6.00, 0.00, True",A,0.58
template_36,"10.00, 0.68, False","13.00, 0.71, False","15.00, 0.86, False","6.00, 0.79, False","16.00, 0.86, False",None,"11.00, 1.00, True","16.00, 1.00, True","14.00, 1.00, True","16.00, 0.86, True","8.00, 0.81, True","17.00, 0.74, True","12.00, 0.70, True","8.00, 0.65, True","9.00, 0.52, True","14.00, 0.60, True","17.00, 0.52, True","12.00, 0.46, True","5.00, 0.21, True","12.00, 0.28, True","8.00, 0.21, True","13.00, 0.30, True","14.00, 0.24, True","18.00, 0.29, True","15.00, 0.26, True","12.00, 0.16, True","13.00, 0.18, True","7.00, 0.09, True","6.00, 0.08, True","13.00, 0.18, True","10.00, 0.14, True","13.00, 0.13, True","13.00, 0.07, True","11.00, 0.06, True","9.00, 0.04, True","7.00, 0.03, True","10.00, 0.04, True","16.00, 0.07, True","13.00, 0.05, True","9.00, 0.02, True","9.00, 0.01, True","10.00, 0.02, True","11.00, 0.02, True","17.00, 0.03, True","9.00, 0.01, True","15.00, 0.02, True","11.00, 0.01, True","12.00, 0.01, True","11.00, 0.00, True","15.00, 0.01, True","10.00, 0.00, True","10.00, 0.00, True","9.00, 0.00, True","10.00, 0.00, True","10.00, 0.00, True","9.00, 0.00, True",A,0.56
template_50,"5.00, 0.42, False","16.00, 0.62, False","17.00, 0.74, False","12.00, 0.70, False","20.00, 0.76, False","11.00, 1.00, False",None,"20.00, 1.00, None","17.00, 1.00, None","19.00, 1.00, True","15.00, 1.00, True","21.00, 0.88, True","6.00, 0.79, True","15.00, 0.86, True","15.00, 0.73, True","17.00, 0.74, True","17.00, 0.63, True","15.00, 0.61, True","12.00, 0.46, True","15.00, 0.41, True","14.00, 0.39, True","15.00, 0.41, True","16.00, 0.34, True","20.00, 0.38, True","20.00, 0.38, True","6.00, 0.12, True","5.00, 0.10, True","12.00, 0.22, True","12.00, 0.22, True","18.00, 0.29, True","12.00, 0.22, True","17.00, 0.22, True","16.00, 0.13, True","14.00, 0.11, True","4.00, 0.02, True","13.00, 0.10, True","11.00, 0.06, True","17.00, 0.10, True","20.00, 0.13, True","10.00, 0.04, True","15.00, 0.05, True","17.00, 0.06, True","5.00, 0.01, True","17.00, 0.04, True","16.00, 0.03, True","16.00, 0.03, True","14.00, 0.02, True","16.00, 0.02, True","15.00, 0.01, True","15.00, 0.01, True","13.00, 0.00, True","13.00, 0.00, True","13.00, 0.00, True","11.00, 0.00, True","12.00, 0.00, True","10.00, 0.00, True",A,0.55
template_7,"17.00, 0.63, False","9.00, 0.52, False","8.00, 0.65, False","18.00, 0.75, False","9.00, 0.66, False","16.00, 1.00, False","20.00, 1.00, True",None,"13.00, 1.00, None","12.00, 1.00, True","20.00, 1.00, True","6.00, 0.79, True","21.00, 0.88, True","19.00, 0.87, True","17.00, 0.74, True","11.00, 0.69, True","7.00, 0.48, True","10.00, 0.54, True","17.00, 0.52, True","16.00, 0.42, True","16.00, 0.42, True","8.00, 0.29, True","12.00, 0.28, True","14.00, 0.31, True","11.00, 0.26, True","16.00, 0.27, True","18.00, 0.29, True","18.00, 0.29, True","17.00, 0.28, True","20.00, 0.31, True","18.00, 0.29, True","11.00, 0.15, True","7.00, 0.04, True","10.00, 0.07, True","17.00, 0.14, True","16.00, 0.13, True","14.00, 0.08, True","7.00, 0.03, True","19.00, 0.12, True","12.00, 0.05, True","17.00, 0.06, True","16.00, 0.05, True","13.00, 0.04, True","7.00, 0.01, True","8.00, 0.01, True","7.00, 0.01, True","16.00, 0.03, True","7.00, 0.00, True","5.00, 0.00, True","7.00, 0.00, True","14.00, 0.01, True","14.00, 0.00, True","13.00, 0.00, True","6.00, 0.00, True","6.00, 0.00, True","7.00, 0.00, True",A,0.55
template_31,"16.00, 0.62, False","4.00, 0.39, False","7.00, 0.63, False","13.00, 0.71, False","7.00, 0.63, False","14.00, 1.00, False","17.00, 1.00, True","13.00, 1.00, True",None,"13.00, 1.00, True","21.00, 1.00, True","14.00, 0.86, True","18.00, 0.87, True","15.00, 0.86, True","16.00, 0.74, True","14.00, 0.72, True","10.00, 0.54, True","6.00, 0.45, True","10.00, 0.42, True","14.00, 0.39, True","16.00, 0.42, True","8.00, 0.29, True","5.00, 0.14, True","16.00, 0.34, True","8.00, 0.21, True","14.00, 0.24, True","17.00, 0.28, True","11.00, 0.20, True","11.00, 0.20, True","17.00, 0.28, True","14.00, 0.24, True","11.00, 0.15, True","9.00, 0.06, True","9.00, 0.06, True","15.00, 0.12, True","16.00, 0.13, True","13.00, 0.07, True","8.00, 0.04, True","18.00, 0.11, True","11.00, 0.04, True","15.00, 0.05, True","16.00, 0.05, True","14.00, 0.04, True","8.00, 0.01, True","10.00, 0.01, True","9.00, 0.01, True","16.00, 0.03, True","9.00, 0.01, True","12.00, 0.01, True","8.00, 0.00, True","13.00, 0.00, True","14.00, 0.00, True","13.00, 0.00, True","7.00, 0.00, True","8.00, 0.00, True","6.00, 0.00, True",A,0.55
template_51,"17.00, 0.52, False","11.00, 0.44, False","12.00, 0.57, False","15.00, 0.61, False","14.00, 0.60, False","16.00, 0.86, False","19.00, 1.00, False","12.00, 1.00, False","13.00, 1.00, False",None,"19.00, 1.00, None","14.00, 1.00, True","20.00, 1.00, True","16.00, 1.00, True","14.00, 0.86, True","9.00, 0.82, True","12.00, 0.70, True","8.00, 0.65, True","17.00, 0.63, True","10.00, 0.42, True","13.00, 0.47, True","11.00, 0.44, True","10.00, 0.33, True","7.00, 0.26, True","9.00, 0.31, True","16.00, 0.34, True","20.00, 0.38, True","16.00, 0.34, True","14.00, 0.31, True","19.00, 0.37, True","15.00, 0.32, True","7.00, 0.13, True","8.00, 0.08, True","9.00, 0.09, True","19.00, 0.19, True","13.00, 0.13, True","11.00, 0.08, True","13.00, 0.10, True","16.00, 0.13, True","11.00, 0.06, True","14.00, 0.06, True","14.00, 0.06, True","11.00, 0.04, True","13.00, 0.04, True","6.00, 0.01, True","12.00, 0.02, True","13.00, 0.03, True","9.00, 0.01, True","11.00, 0.01, True","13.00, 0.01, True","12.00, 0.01, True","12.00, 0.00, True","10.00, 0.00, True","12.00, 0.00, True","10.00, 0.00, True","12.00, 0.00, True",A,0.54
