"statistic, pvalue, row is better than column",template_38,best set: template_3,template_20,template_32,template_18,template_6,template_24,template_21,template_45,template_51,template_31,template_29,template_55,template_7,template_5,template_4,template_12,template_37,template_26,template_22,template_33,template_9,template_54,template_17,template_50,template_10,template_25,template_23,template_8,template_39,template_13,template_2,template_47,template_40,template_30,template_16,template_19,template_27,template_28,template_52,template_53,template_44,template_46,template_49,template_48,template_36,template_34,template_35,template_14,template_41,template_11,template_42,template_43,template_0,template_15,template_1,group,accuracy
template_38,None,"15.00, 1.00, None","10.00, 0.83, True","8.00, 0.50, True","10.00, 0.54, True","9.00, 0.52, True","10.00, 0.42, True","15.00, 0.50, True","12.00, 0.46, True","15.00, 0.50, True","13.00, 0.47, True","15.00, 0.41, True","16.00, 0.42, True","15.00, 0.41, True","16.00, 0.42, True","9.00, 0.31, True","9.00, 0.31, True","14.00, 0.39, True","7.00, 0.19, True","8.00, 0.21, True","17.00, 0.35, True","13.00, 0.30, True","6.00, 0.12, True","11.00, 0.20, True","6.00, 0.12, True","9.00, 0.17, True","15.00, 0.26, True","13.00, 0.23, True","9.00, 0.17, True","15.00, 0.20, True","14.00, 0.19, True","10.00, 0.14, True","15.00, 0.20, True","2.00, 0.02, True","7.00, 0.09, True","8.00, 0.11, True","14.00, 0.14, True","14.00, 0.14, True","5.00, 0.04, True","6.00, 0.05, True","15.00, 0.15, True","8.00, 0.08, True","7.00, 0.04, True","16.00, 0.13, True","6.00, 0.03, True","4.00, 0.02, True","5.00, 0.02, True","16.00, 0.10, True","8.00, 0.02, True","14.00, 0.06, True","14.00, 0.06, True","4.00, 0.00, True","14.00, 0.02, True","6.00, 0.00, True","13.00, 0.01, True","15.00, 0.01, True",A,0.814
template_3,"15.00, 1.00, True",None,"14.00, 0.86, True","15.00, 0.61, True","14.00, 0.60, True","11.00, 0.56, True","15.00, 0.50, True","6.00, 0.33, True","3.00, 0.23, True","10.00, 0.42, True","6.00, 0.33, True","7.00, 0.26, True","11.00, 0.34, True","5.00, 0.21, True","7.00, 0.26, True","12.00, 0.36, True","11.00, 0.34, True","7.00, 0.26, True","13.00, 0.30, True","11.00, 0.26, True","9.00, 0.23, True","6.00, 0.17, True","13.00, 0.23, True","2.00, 0.04, True","14.00, 0.24, True","14.00, 0.24, True","8.00, 0.15, True","4.00, 0.08, True","10.00, 0.18, True","9.00, 0.12, True","6.00, 0.08, True","12.00, 0.16, True","9.00, 0.12, True","12.00, 0.16, True","11.00, 0.15, True","10.00, 0.14, True","5.00, 0.04, True","5.00, 0.04, True","10.00, 0.10, True","11.00, 0.11, True","9.00, 0.09, True","12.00, 0.12, True","11.00, 0.08, True","7.00, 0.04, True","11.00, 0.08, True","10.00, 0.07, True","11.00, 0.06, True","8.00, 0.04, True","11.00, 0.04, True","7.00, 0.02, True","8.00, 0.02, True","8.00, 0.01, True","10.00, 0.01, True","8.00, 0.00, True","7.00, 0.00, True","7.00, 0.00, True",A,0.814
template_20,"10.00, 0.83, False","14.00, 0.86, False",None,"8.00, 0.81, True","4.00, 0.75, True","3.00, 0.73, True","9.00, 0.66, True","14.00, 0.72, True","16.00, 0.74, True","16.00, 0.74, True","13.00, 0.71, True","16.00, 0.62, True","19.00, 0.64, True","15.00, 0.61, True","17.00, 0.63, True","5.00, 0.42, True","7.00, 0.48, True","16.00, 0.62, True","8.00, 0.38, True","7.00, 0.36, True","16.00, 0.51, True","16.00, 0.51, True","8.00, 0.29, True","12.00, 0.36, True","7.00, 0.26, True","10.00, 0.33, True","16.00, 0.42, True","16.00, 0.42, True","6.00, 0.24, True","17.00, 0.35, True","16.00, 0.34, True","8.00, 0.21, True","18.00, 0.36, True","5.00, 0.14, True","8.00, 0.21, True","6.00, 0.17, True","17.00, 0.28, True","14.00, 0.24, True","6.00, 0.12, True","10.00, 0.18, True","16.00, 0.27, True","9.00, 0.17, True","4.00, 0.05, True","18.00, 0.23, True","3.00, 0.04, True","4.00, 0.05, True","6.00, 0.05, True","14.00, 0.14, True","7.00, 0.04, True","16.00, 0.13, True","18.00, 0.14, True","7.00, 0.01, True","17.00, 0.04, True","6.00, 0.00, True","12.00, 0.01, True","13.00, 0.01, True",A,0.804
template_32,"8.00, 0.50, False","15.00, 0.61, False","8.00, 0.81, False",None,"10.00, 1.00, None","10.00, 1.00, None","13.00, 1.00, True","18.00, 1.00, True","17.00, 1.00, True","17.00, 1.00, True","15.00, 1.00, True","15.00, 0.86, True","20.00, 0.88, True","18.00, 0.87, True","20.00, 0.88, True","9.00, 0.82, True","12.00, 0.85, True","18.00, 0.87, True","11.00, 0.69, True","11.00, 0.69, True","17.00, 0.74, True","18.00, 0.75, True","12.00, 0.57, True","16.00, 0.62, True","10.00, 0.54, True","11.00, 0.56, True","18.00, 0.64, True","17.00, 0.63, True","11.00, 0.56, True","16.00, 0.51, True","20.00, 0.55, True","12.00, 0.46, True","19.00, 0.54, True","8.00, 0.38, True","7.00, 0.36, True","9.00, 0.40, True","18.00, 0.44, True","17.00, 0.43, True","6.00, 0.24, True","13.00, 0.38, True","16.00, 0.42, True","12.00, 0.36, True","4.00, 0.12, True","18.00, 0.36, True","5.00, 0.14, True","6.00, 0.17, True","4.00, 0.08, True","16.00, 0.27, True","11.00, 0.15, True","15.00, 0.20, True","18.00, 0.23, True","9.00, 0.04, True","16.00, 0.07, True","9.00, 0.01, True","16.00, 0.04, True","16.00, 0.03, True",A,0.794
template_18,"10.00, 0.54, False","14.00, 0.60, False","4.00, 0.75, False","10.00, 1.00, True",None,"6.00, 1.00, None","8.00, 1.00, True","17.00, 1.00, True","17.00, 1.00, True","17.00, 1.00, True","14.00, 1.00, True","18.00, 0.87, True","20.00, 0.88, True","16.00, 0.86, True","16.00, 0.86, True","6.00, 0.79, True","8.00, 0.81, True","18.00, 0.87, True","6.00, 0.61, True","7.00, 0.63, True","19.00, 0.76, True","16.00, 0.74, True","7.00, 0.48, True","14.00, 0.60, True","7.00, 0.48, True","8.00, 0.50, True","16.00, 0.62, True","15.00, 0.61, True","7.00, 0.48, True","18.00, 0.53, True","16.00, 0.51, True","7.00, 0.36, True","19.00, 0.54, True","7.00, 0.36, True","10.00, 0.42, True","7.00, 0.36, True","17.00, 0.43, True","15.00, 0.41, True","7.00, 0.26, True","7.00, 0.26, True","16.00, 0.42, True","8.00, 0.29, True","4.00, 0.12, True","18.00, 0.36, True","6.00, 0.17, True","6.00, 0.17, True","9.00, 0.17, True","17.00, 0.28, True","7.00, 0.09, True","17.00, 0.22, True","18.00, 0.23, True","7.00, 0.03, True","17.00, 0.08, True","5.00, 0.00, True","13.00, 0.03, True","14.00, 0.02, True",A,0.794
template_6,"9.00, 0.52, False","11.00, 0.56, False","3.00, 0.73, False","10.00, 1.00, True","6.00, 1.00, True",None,"9.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","16.00, 1.00, True","13.00, 1.00, True","16.00, 0.86, True","19.00, 0.87, True","15.00, 0.86, True","17.00, 0.87, True","3.00, 0.73, True","7.00, 0.80, True","16.00, 0.86, True","7.00, 0.63, True","4.00, 0.55, True","17.00, 0.74, True","16.00, 0.74, True","7.00, 0.48, True","12.00, 0.57, True","8.00, 0.50, True","9.00, 0.52, True","16.00, 0.62, True","17.00, 0.63, True","4.00, 0.39, True","16.00, 0.51, True","16.00, 0.51, True","6.00, 0.33, True","17.00, 0.52, True","7.00, 0.36, True","7.00, 0.36, True","6.00, 0.33, True","17.00, 0.43, True","13.00, 0.38, True","5.00, 0.21, True","9.00, 0.31, True","15.00, 0.41, True","7.00, 0.26, True","4.00, 0.12, True","18.00, 0.36, True","3.00, 0.09, True","4.00, 0.12, True","7.00, 0.13, True","15.00, 0.26, True","7.00, 0.09, True","16.00, 0.21, True","17.00, 0.22, True","6.00, 0.02, True","15.00, 0.07, True","4.00, 0.00, True","11.00, 0.02, True","12.00, 0.02, True",A,0.794
template_24,"10.00, 0.42, False","15.00, 0.50, False","9.00, 0.66, False","13.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, False",None,"21.00, 1.00, None","20.00, 1.00, None","19.00, 1.00, None","18.00, 1.00, None","20.00, 1.00, True","18.00, 1.00, True","20.00, 1.00, True","19.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","19.00, 1.00, True","6.00, 0.79, True","8.00, 0.81, True","21.00, 0.88, True","18.00, 0.87, True","7.00, 0.63, True","16.00, 0.74, True","8.00, 0.65, True","4.00, 0.55, True","14.00, 0.72, True","16.00, 0.74, True","9.00, 0.66, True","17.00, 0.63, True","15.00, 0.61, True","11.00, 0.56, True","19.00, 0.64, True","7.00, 0.48, True","11.00, 0.56, True","11.00, 0.56, True","19.00, 0.54, True","15.00, 0.50, True","10.00, 0.42, True","7.00, 0.36, True","15.00, 0.50, True","8.00, 0.38, True","5.00, 0.21, True","18.00, 0.44, True","6.00, 0.24, True","8.00, 0.29, True","12.00, 0.28, True","19.00, 0.37, True","9.00, 0.17, True","18.00, 0.29, True","17.00, 0.28, True","9.00, 0.06, True","17.00, 0.10, True","6.00, 0.01, True","14.00, 0.04, True","16.00, 0.04, True",A,0.789
template_21,"15.00, 0.50, False","6.00, 0.33, False","14.00, 0.72, False","18.00, 1.00, False","17.00, 1.00, False","14.00, 1.00, False","21.00, 1.00, True",None,"10.00, 1.00, None","9.00, 1.00, None","8.00, 1.00, None","8.00, 1.00, True","13.00, 1.00, True","2.00, 1.00, True","5.00, 1.00, True","15.00, 1.00, True","17.00, 1.00, True","7.00, 1.00, True","18.00, 0.87, True","18.00, 0.87, True","8.00, 0.81, True","10.00, 0.83, True","18.00, 0.75, True","10.00, 0.68, True","20.00, 0.76, True","19.00, 0.76, True","11.00, 0.69, True","10.00, 0.68, True","17.00, 0.74, True","12.00, 0.57, True","9.00, 0.52, True","17.00, 0.63, True","7.00, 0.48, True","17.00, 0.63, True","17.00, 0.63, True","18.00, 0.64, True","4.00, 0.27, True","8.00, 0.38, True","15.00, 0.50, True","16.00, 0.51, True","11.00, 0.44, True","18.00, 0.53, True","14.00, 0.39, True","6.00, 0.24, True","14.00, 0.39, True","16.00, 0.42, True","14.00, 0.31, True","6.00, 0.17, True","14.00, 0.24, True","10.00, 0.18, True","12.00, 0.22, True","14.00, 0.11, True","13.00, 0.07, True","12.00, 0.03, True","9.00, 0.02, True","10.00, 0.02, True",A,0.789
template_45,"12.00, 0.46, False","3.00, 0.23, False","16.00, 0.74, False","17.00, 1.00, False","17.00, 1.00, False","14.00, 1.00, False","20.00, 1.00, True","10.00, 1.00, True",None,"10.00, 1.00, None","7.00, 1.00, None","10.00, 1.00, True","13.00, 1.00, True","10.00, 1.00, True","11.00, 1.00, True","14.00, 1.00, True","15.00, 1.00, True","9.00, 1.00, True","16.00, 0.86, True","13.00, 0.85, True","11.00, 0.84, True","9.00, 0.82, True","16.00, 0.74, True","6.00, 0.61, True","17.00, 0.74, True","19.00, 0.76, True","13.00, 0.71, True","9.00, 0.66, True","12.00, 0.70, True","11.00, 0.56, True","11.00, 0.56, True","15.00, 0.61, True","10.00, 0.54, True","16.00, 0.62, True","13.00, 0.58, True","14.00, 0.60, True","8.00, 0.38, True","9.00, 0.40, True","13.00, 0.47, True","14.00, 0.49, True","11.00, 0.44, True","14.00, 0.49, True","14.00, 0.39, True","10.00, 0.33, True","14.00, 0.39, True","14.00, 0.39, True","14.00, 0.31, True","10.00, 0.25, True","15.00, 0.26, True","10.00, 0.18, True","10.00, 0.18, True","10.00, 0.07, True","13.00, 0.07, True","12.00, 0.03, True","11.00, 0.03, True","10.00, 0.02, True",A,0.789
template_51,"15.00, 0.50, False","10.00, 0.42, False","16.00, 0.74, False","17.00, 1.00, False","17.00, 1.00, False","16.00, 1.00, False","19.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True",None,"11.00, 1.00, None","12.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","15.00, 1.00, True","16.00, 1.00, True","7.00, 1.00, True","18.00, 0.87, True","17.00, 0.87, True","12.00, 0.85, True","6.00, 0.79, True","18.00, 0.75, True","12.00, 0.70, True","19.00, 0.76, True","18.00, 0.75, True","8.00, 0.65, True","9.00, 0.66, True","16.00, 0.74, True","10.00, 0.54, True","10.00, 0.54, True","17.00, 0.63, True","6.00, 0.45, True","17.00, 0.63, True","15.00, 0.61, True","18.00, 0.64, True","9.00, 0.40, True","9.00, 0.40, True","15.00, 0.50, True","15.00, 0.50, True","5.00, 0.30, True","17.00, 0.52, True","15.00, 0.41, True","8.00, 0.29, True","16.00, 0.42, True","17.00, 0.43, True","17.00, 0.35, True","9.00, 0.23, True","15.00, 0.26, True","11.00, 0.20, True","6.00, 0.12, True","14.00, 0.11, True","12.00, 0.07, True","11.00, 0.03, True","11.00, 0.03, True","8.00, 0.01, True",A,0.789
