"statistic, pvalue, row is better than column",best set: template_24,template_12,template_9,template_22,template_46,template_50,template_21,template_40,template_41,template_36,template_3,template_11,template_38,template_2,template_49,template_8,template_25,template_16,template_29,template_35,template_37,template_47,template_45,template_39,template_42,template_43,template_0,template_1,template_32,template_52,template_28,template_6,template_44,template_23,template_19,template_13,template_17,template_53,template_4,template_34,template_7,template_31,template_15,template_55,template_51,template_54,template_18,template_48,template_10,template_30,template_26,template_33,template_27,template_20,template_14,template_5,group
best set: template_24,None,"7.00, 0.63, True","8.00, 0.65, True","5.00, 0.58, True","10.00, 0.68, True","8.00, 0.50, True","9.00, 0.52, True","7.00, 0.48, True","8.00, 0.50, True","5.00, 0.30, True","11.00, 0.44, True","6.00, 0.24, True","6.00, 0.24, True","11.00, 0.34, True","7.00, 0.26, True","5.00, 0.21, True","5.00, 0.14, True","8.00, 0.21, True","6.00, 0.12, True","5.00, 0.10, True","5.00, 0.10, True","8.00, 0.15, True","11.00, 0.20, True","5.00, 0.10, True","7.00, 0.13, True","6.00, 0.12, True","4.00, 0.08, True","6.00, 0.08, True","7.00, 0.09, True","7.00, 0.09, True","6.00, 0.08, True","4.00, 0.05, True","10.00, 0.14, True","5.00, 0.06, True","4.00, 0.05, True","7.00, 0.09, True","11.00, 0.15, True","7.00, 0.09, True","4.00, 0.03, True","6.00, 0.05, True","6.00, 0.05, True","5.00, 0.04, True","4.00, 0.03, True","6.00, 0.03, True","6.00, 0.03, True","5.00, 0.03, True","2.00, 0.01, True","7.00, 0.03, True","2.00, 0.00, True","6.00, 0.02, True","4.00, 0.01, True","5.00, 0.01, True","6.00, 0.01, True","4.00, 0.01, True","2.00, 0.00, True","3.00, 0.00, True",A
template_12,"7.00, 0.63, False",None,"10.00, 1.00, None","10.00, 1.00, None","11.00, 1.00, None","10.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","10.00, 0.83, True","12.00, 0.85, True","7.00, 0.63, True","7.00, 0.63, True","12.00, 0.70, True","9.00, 0.66, True","9.00, 0.66, True","6.00, 0.45, True","11.00, 0.56, True","8.00, 0.38, True","8.00, 0.38, True","8.00, 0.38, True","7.00, 0.36, True","11.00, 0.44, True","8.00, 0.38, True","10.00, 0.42, True","8.00, 0.38, True","8.00, 0.38, True","7.00, 0.26, True","9.00, 0.31, True","8.00, 0.29, True","9.00, 0.31, True","6.00, 0.24, True","9.00, 0.31, True","5.00, 0.21, True","7.00, 0.26, True","5.00, 0.21, True","12.00, 0.36, True","8.00, 0.29, True","6.00, 0.17, True","9.00, 0.23, True","6.00, 0.17, True","6.00, 0.17, True","7.00, 0.19, True","8.00, 0.15, True","7.00, 0.13, True","7.00, 0.13, True","3.00, 0.06, True","9.00, 0.12, True","5.00, 0.06, True","7.00, 0.09, True","1.00, 0.01, True","5.00, 0.04, True","6.00, 0.05, True","5.00, 0.04, True","5.00, 0.04, True","5.00, 0.02, True",A
template_9,"8.00, 0.65, False","10.00, 1.00, True",None,"10.00, 1.00, None","11.00, 1.00, None","9.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","8.00, 0.81, True","10.00, 0.83, True","6.00, 0.61, True","10.00, 0.68, True","13.00, 0.71, True","9.00, 0.66, True","9.00, 0.66, True","9.00, 0.52, True","13.00, 0.58, True","5.00, 0.30, True","8.00, 0.38, True","7.00, 0.36, True","8.00, 0.38, True","13.00, 0.47, True","5.00, 0.30, True","9.00, 0.40, True","6.00, 0.33, True","10.00, 0.42, True","6.00, 0.24, True","8.00, 0.29, True","10.00, 0.33, True","9.00, 0.31, True","7.00, 0.26, True","13.00, 0.38, True","5.00, 0.21, True","4.00, 0.18, True","6.00, 0.24, True","11.00, 0.34, True","10.00, 0.33, True","6.00, 0.17, True","7.00, 0.19, True","4.00, 0.12, True","7.00, 0.19, True","7.00, 0.19, True","9.00, 0.17, True","5.00, 0.10, True","6.00, 0.12, True","7.00, 0.13, True","7.00, 0.09, True","7.00, 0.09, True","8.00, 0.11, True","7.00, 0.09, True","5.00, 0.04, True","3.00, 0.02, True","8.00, 0.08, True","7.00, 0.06, True","3.00, 0.01, True",A
template_22,"5.00, 0.58, False","10.00, 1.00, True","10.00, 1.00, True",None,"12.00, 1.00, None","11.00, 1.00, True","8.00, 1.00, True","11.00, 1.00, True","12.00, 1.00, True","10.00, 0.83, True","12.00, 0.85, True","9.00, 0.66, True","10.00, 0.68, True","14.00, 0.72, True","9.00, 0.66, True","7.00, 0.63, True","7.00, 0.48, True","13.00, 0.58, True","7.00, 0.36, True","9.00, 0.40, True","8.00, 0.38, True","10.00, 0.42, True","13.00, 0.47, True","8.00, 0.38, True","10.00, 0.42, True","7.00, 0.36, True","10.00, 0.42, True","9.00, 0.31, True","9.00, 0.31, True","10.00, 0.33, True","9.00, 0.31, True","7.00, 0.26, True","13.00, 0.38, True","7.00, 0.26, True","7.00, 0.26, True","8.00, 0.29, True","14.00, 0.39, True","8.00, 0.29, True","8.00, 0.21, True","8.00, 0.21, True","7.00, 0.19, True","7.00, 0.19, True","7.00, 0.19, True","9.00, 0.17, True","8.00, 0.15, True","7.00, 0.13, True","5.00, 0.10, True","9.00, 0.12, True","6.00, 0.08, True","8.00, 0.11, True","5.00, 0.06, True","7.00, 0.06, True","6.00, 0.05, True","6.00, 0.05, True","6.00, 0.05, True","4.00, 0.01, True",A
template_46,"10.00, 0.68, False","11.00, 1.00, True","11.00, 1.00, True","12.00, 1.00, True",None,"8.00, 1.00, True","11.00, 1.00, True","6.00, 1.00, True","9.00, 1.00, True","7.00, 0.80, True","14.00, 0.86, True","8.00, 0.65, True","5.00, 0.58, True","14.00, 0.72, True","5.00, 0.58, True","7.00, 0.63, True","7.00, 0.48, True","12.00, 0.57, True","7.00, 0.36, True","5.00, 0.30, True","8.00, 0.38, True","5.00, 0.30, True","13.00, 0.47, True","5.00, 0.30, True","6.00, 0.33, True","8.00, 0.38, True","8.00, 0.38, True","7.00, 0.26, True","3.00, 0.15, True","5.00, 0.21, True","5.00, 0.21, True","6.00, 0.24, True","12.00, 0.36, True","9.00, 0.31, True","7.00, 0.26, True","8.00, 0.29, True","12.00, 0.36, True","7.00, 0.26, True","6.00, 0.17, True","4.00, 0.12, True","4.00, 0.12, True","7.00, 0.19, True","7.00, 0.19, True","6.00, 0.12, True","6.00, 0.12, True","1.00, 0.02, True","4.00, 0.08, True","3.00, 0.04, True","3.00, 0.04, True","3.00, 0.04, True","6.00, 0.08, True","3.00, 0.02, True","8.00, 0.08, True","6.00, 0.05, True","5.00, 0.04, True","4.00, 0.01, True",A
template_50,"8.00, 0.50, False","10.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, False","8.00, 1.00, False",None,"13.00, 1.00, None","6.00, 1.00, None","9.00, 1.00, None","7.00, 1.00, True","15.00, 1.00, True","11.00, 0.84, True","8.00, 0.81, True","17.00, 0.87, True","8.00, 0.81, True","9.00, 0.82, True","10.00, 0.68, True","16.00, 0.74, True","7.00, 0.48, True","7.00, 0.48, True","8.00, 0.50, True","8.00, 0.50, True","13.00, 0.58, True","8.00, 0.50, True","7.00, 0.48, True","7.00, 0.48, True","8.00, 0.50, True","9.00, 0.40, True","4.00, 0.27, True","5.00, 0.30, True","4.00, 0.27, True","7.00, 0.36, True","12.00, 0.46, True","11.00, 0.44, True","10.00, 0.42, True","8.00, 0.38, True","15.00, 0.50, True","9.00, 0.40, True","7.00, 0.26, True","4.00, 0.18, True","7.00, 0.26, True","9.00, 0.31, True","10.00, 0.33, True","9.00, 0.23, True","5.00, 0.14, True","2.00, 0.07, True","8.00, 0.21, True","2.00, 0.04, True","4.00, 0.08, True","6.00, 0.12, True","7.00, 0.13, True","4.00, 0.05, True","9.00, 0.12, True","6.00, 0.08, True","6.00, 0.08, True","5.00, 0.03, True",A
template_21,"9.00, 0.52, False","10.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","11.00, 1.00, False","13.00, 1.00, True",None,"12.00, 1.00, None","7.00, 1.00, None","13.00, 1.00, True","13.00, 1.00, True","7.00, 0.80, True","11.00, 0.84, True","16.00, 0.86, True","8.00, 0.81, True","11.00, 0.84, True","9.00, 0.66, True","14.00, 0.72, True","7.00, 0.48, True","6.00, 0.45, True","10.00, 0.54, True","8.00, 0.50, True","12.00, 0.57, True","8.00, 0.50, True","9.00, 0.52, True","4.00, 0.39, True","11.00, 0.56, True","8.00, 0.38, True","9.00, 0.40, True","9.00, 0.40, True","8.00, 0.38, True","9.00, 0.40, True","14.00, 0.49, True","8.00, 0.38, True","4.00, 0.27, True","7.00, 0.36, True","9.00, 0.40, True","8.00, 0.38, True","10.00, 0.33, True","9.00, 0.31, True","4.00, 0.18, True","6.00, 0.24, True","4.00, 0.18, True","8.00, 0.21, True","7.00, 0.19, True","7.00, 0.19, True","6.00, 0.17, True","10.00, 0.18, True","8.00, 0.15, True","8.00, 0.15, True","6.00, 0.12, True","5.00, 0.06, True","4.00, 0.05, True","4.00, 0.05, True","7.00, 0.09, True","3.00, 0.01, True",A
template_40,"7.00, 0.48, False","8.00, 1.00, False","10.00, 1.00, False","11.00, 1.00, False","6.00, 1.00, False","6.00, 1.00, True","12.00, 1.00, True",None,"7.00, 1.00, None","6.00, 1.00, True","14.00, 1.00, True","8.00, 0.81, True","2.00, 0.69, True","14.00, 0.86, True","6.00, 0.79, True","6.00, 0.79, True","7.00, 0.63, True","13.00, 0.71, True","6.00, 0.45, True","4.00, 0.39, True","7.00, 0.48, True","6.00, 0.45, True","12.00, 0.57, True","6.00, 0.45, True","8.00, 0.50, True","7.00, 0.48, True","6.00, 0.45, True","8.00, 0.38, True","3.00, 0.23, True","5.00, 0.30, True","3.00, 0.23, True","5.00, 0.30, True","14.00, 0.49, True","10.00, 0.42, True","8.00, 0.38, True","7.00, 0.36, True","13.00, 0.47, True","7.00, 0.36, True","4.00, 0.18, True","3.00, 0.15, True","5.00, 0.21, True","8.00, 0.29, True","9.00, 0.31, True","6.00, 0.17, True","5.00, 0.14, True","2.00, 0.07, True","4.00, 0.12, True","4.00, 0.08, True","1.00, 0.02, True","5.00, 0.10, True","3.00, 0.06, True","2.00, 0.02, True","7.00, 0.09, True","4.00, 0.05, True","5.00, 0.06, True","4.00, 0.02, True",A
template_41,"8.00, 0.50, False","9.00, 1.00, False","8.00, 1.00, False","12.00, 1.00, False","9.00, 1.00, False","9.00, 1.00, True","7.00, 1.00, True","7.00, 1.00, True",None,"7.00, 1.00, True","11.00, 1.00, True","5.00, 0.77, True","7.00, 0.80, True","16.00, 0.86, True","7.00, 0.80, True","7.00, 0.80, True","6.00, 0.61, True","13.00, 0.71, True","6.00, 0.45, True","4.00, 0.39, True","5.00, 0.42, True","8.00, 0.50, True","11.00, 0.56, True","3.00, 0.34, True","10.00, 0.54, True","6.00, 0.45, True","9.00, 0.52, True","6.00, 0.33, True","5.00, 0.30, True","7.00, 0.36, True","6.00, 0.33, True","8.00, 0.38, True","12.00, 0.46, True","7.00, 0.36, True","5.00, 0.30, True","4.00, 0.27, True","8.00, 0.38, True","8.00, 0.38, True","6.00, 0.24, True","5.00, 0.21, True","4.00, 0.18, True","5.00, 0.21, True","7.00, 0.26, True","6.00, 0.17, True","6.00, 0.17, True","3.00, 0.09, True","5.00, 0.14, True","6.00, 0.12, True","5.00, 0.10, True","4.00, 0.08, True","6.00, 0.12, True","3.00, 0.04, True","3.00, 0.04, True","5.00, 0.06, True","7.00, 0.09, True","3.00, 0.01, True",A
template_36,"5.00, 0.30, False","10.00, 0.83, False","8.00, 0.81, False","10.00, 0.83, False","7.00, 0.80, False","7.00, 1.00, False","13.00, 1.00, False","6.00, 1.00, False","7.00, 1.00, False",None,"12.00, 1.00, None","9.00, 1.00, True","6.00, 1.00, True","14.00, 1.00, True","6.00, 1.00, True","7.00, 1.00, True","7.00, 0.80, True","11.00, 0.84, True","5.00, 0.58, True","5.00, 0.58, True","5.00, 0.58, True","8.00, 0.65, True","13.00, 0.71, True","5.00, 0.58, True","8.00, 0.65, True","7.00, 0.63, True","6.00, 0.61, True","8.00, 0.50, True","3.00, 0.34, True","7.00, 0.48, True","6.00, 0.45, True","4.00, 0.39, True","10.00, 0.54, True","9.00, 0.52, True","6.00, 0.45, True","8.00, 0.50, True","13.00, 0.58, True","9.00, 0.52, True","4.00, 0.27, True","2.00, 0.18, True","7.00, 0.36, True","5.00, 0.30, True","10.00, 0.42, True","8.00, 0.29, True","5.00, 0.21, True","3.00, 0.15, True","6.00, 0.24, True","4.00, 0.12, True","2.00, 0.07, True","3.00, 0.09, True","8.00, 0.21, True","4.00, 0.08, True","7.00, 0.13, True","7.00, 0.13, True","8.00, 0.15, True","4.00, 0.03, True",A
