"statistic, pvalue, row is better than column",best set: template_51,template_34,template_37,template_45,template_40,template_33,template_28,template_36,template_31,template_7,template_35,template_18,template_32,template_38,template_30,template_16,template_46,template_47,template_29,template_54,template_55,template_41,template_39,template_43,template_49,template_22,template_50,template_20,template_44,template_52,template_25,template_26,template_1,template_21,template_24,template_48,template_42,template_14,template_9,template_12,template_53,template_27,template_17,template_3,template_15,template_0,template_19,template_6,template_23,template_4,template_10,template_13,template_5,template_11,template_8,template_2,group
best set: template_51,None,"19.00, 0.87, True","8.00, 0.65, True","10.00, 0.54, True","17.00, 0.63, True","11.00, 0.56, True","19.00, 0.54, True","15.00, 0.41, True","14.00, 0.31, True","9.00, 0.23, True","9.00, 0.17, True","16.00, 0.27, True","15.00, 0.26, True","15.00, 0.26, True","16.00, 0.27, True","18.00, 0.29, True","16.00, 0.27, True","6.00, 0.12, True","11.00, 0.15, True","17.00, 0.22, True","7.00, 0.09, True","11.00, 0.15, True","11.00, 0.15, True","7.00, 0.09, True","4.00, 0.03, True","16.00, 0.16, True","14.00, 0.14, True","16.00, 0.16, True","12.00, 0.09, True","15.00, 0.12, True","12.00, 0.09, True","15.00, 0.12, True","9.00, 0.06, True","11.00, 0.06, True","14.00, 0.08, True","12.00, 0.07, True","15.00, 0.07, True","15.00, 0.07, True","4.00, 0.01, True","12.00, 0.05, True","8.00, 0.02, True","10.00, 0.04, True","11.00, 0.04, True","8.00, 0.02, True","8.00, 0.02, True","14.00, 0.04, True","8.00, 0.02, True","10.00, 0.02, True","9.00, 0.01, True","10.00, 0.02, True","11.00, 0.01, True","7.00, 0.00, True","5.00, 0.00, True","7.00, 0.00, True","8.00, 0.00, True","11.00, 0.00, True",A
template_34,"19.00, 0.87, False",None,"15.00, 1.00, True","16.00, 0.86, True","13.00, 0.85, True","11.00, 0.84, True","4.00, 0.55, True","5.00, 0.42, True","12.00, 0.46, True","11.00, 0.44, True","10.00, 0.33, True","10.00, 0.33, True","2.00, 0.11, True","9.00, 0.31, True","7.00, 0.26, True","9.00, 0.31, True","10.00, 0.33, True","19.00, 0.45, True","6.00, 0.17, True","13.00, 0.30, True","16.00, 0.34, True","13.00, 0.30, True","15.00, 0.32, True","14.00, 0.31, True","14.00, 0.24, True","8.00, 0.15, True","6.00, 0.12, True","10.00, 0.18, True","7.00, 0.09, True","11.00, 0.15, True","14.00, 0.19, True","8.00, 0.11, True","9.00, 0.12, True","13.00, 0.13, True","8.00, 0.08, True","5.00, 0.04, True","7.00, 0.04, True","7.00, 0.04, True","8.00, 0.05, True","11.00, 0.08, True","13.00, 0.10, True","12.00, 0.09, True","12.00, 0.09, True","13.00, 0.07, True","10.00, 0.05, True","7.00, 0.03, True","11.00, 0.06, True","7.00, 0.03, True","11.00, 0.04, True","9.00, 0.03, True","7.00, 0.01, True","10.00, 0.02, True","5.00, 0.00, True","8.00, 0.01, True","5.00, 0.00, True","11.00, 0.01, True",A
template_37,"8.00, 0.65, False","15.00, 1.00, False",None,"9.00, 1.00, True","15.00, 1.00, True","9.00, 1.00, True","14.00, 0.86, True","12.00, 0.70, True","8.00, 0.50, True","10.00, 0.54, True","6.00, 0.33, True","17.00, 0.52, True","14.00, 0.49, True","14.00, 0.49, True","15.00, 0.50, True","17.00, 0.52, True","15.00, 0.50, True","9.00, 0.40, True","6.00, 0.24, True","16.00, 0.42, True","8.00, 0.29, True","8.00, 0.29, True","9.00, 0.31, True","9.00, 0.31, True","7.00, 0.19, True","16.00, 0.34, True","15.00, 0.32, True","17.00, 0.35, True","9.00, 0.17, True","17.00, 0.28, True","13.00, 0.23, True","15.00, 0.26, True","9.00, 0.17, True","10.00, 0.14, True","15.00, 0.20, True","12.00, 0.16, True","14.00, 0.14, True","15.00, 0.15, True","5.00, 0.04, True","12.00, 0.12, True","10.00, 0.10, True","10.00, 0.10, True","9.00, 0.09, True","6.00, 0.03, True","9.00, 0.06, True","12.00, 0.09, True","9.00, 0.06, True","13.00, 0.10, True","8.00, 0.04, True","12.00, 0.07, True","11.00, 0.03, True","6.00, 0.01, True","6.00, 0.01, True","7.00, 0.01, True","8.00, 0.01, True","10.00, 0.01, True",A
template_45,"10.00, 0.54, False","16.00, 0.86, False","9.00, 1.00, False",None,"17.00, 1.00, None","14.00, 1.00, None","17.00, 1.00, True","16.00, 0.86, True","9.00, 0.66, True","10.00, 0.68, True","11.00, 0.56, True","18.00, 0.64, True","15.00, 0.61, True","15.00, 0.61, True","16.00, 0.62, True","17.00, 0.63, True","14.00, 0.60, True","10.00, 0.54, True","11.00, 0.44, True","16.00, 0.51, True","9.00, 0.40, True","12.00, 0.46, True","15.00, 0.50, True","11.00, 0.44, True","8.00, 0.29, True","17.00, 0.43, True","17.00, 0.43, True","18.00, 0.44, True","10.00, 0.25, True","16.00, 0.34, True","12.00, 0.28, True","16.00, 0.34, True","11.00, 0.26, True","10.00, 0.18, True","16.00, 0.27, True","12.00, 0.22, True","14.00, 0.19, True","16.00, 0.21, True","7.00, 0.09, True","12.00, 0.16, True","12.00, 0.16, True","9.00, 0.12, True","10.00, 0.14, True","6.00, 0.05, True","8.00, 0.08, True","14.00, 0.14, True","8.00, 0.08, True","13.00, 0.13, True","8.00, 0.05, True","11.00, 0.08, True","12.00, 0.05, True","6.00, 0.01, True","7.00, 0.02, True","8.00, 0.02, True","10.00, 0.02, True","10.00, 0.01, True",A
template_40,"17.00, 0.63, False","13.00, 0.85, False","15.00, 1.00, False","17.00, 1.00, True",None,"15.00, 1.00, None","10.00, 1.00, True","11.00, 0.84, True","16.00, 0.74, True","15.00, 0.73, True","13.00, 0.58, True","15.00, 0.61, True","11.00, 0.56, True","3.00, 0.34, True","10.00, 0.54, True","14.00, 0.60, True","15.00, 0.61, True","15.00, 0.61, True","15.00, 0.50, True","15.00, 0.50, True","14.00, 0.49, True","10.00, 0.42, True","11.00, 0.44, True","14.00, 0.49, True","13.00, 0.38, True","13.00, 0.38, True","15.00, 0.41, True","15.00, 0.41, True","12.00, 0.28, True","15.00, 0.32, True","19.00, 0.37, True","12.00, 0.28, True","14.00, 0.31, True","17.00, 0.28, True","12.00, 0.22, True","12.00, 0.22, True","11.00, 0.15, True","12.00, 0.16, True","10.00, 0.14, True","7.00, 0.09, True","15.00, 0.20, True","17.00, 0.22, True","16.00, 0.21, True","13.00, 0.13, True","15.00, 0.15, True","11.00, 0.11, True","16.00, 0.16, True","9.00, 0.09, True","15.00, 0.12, True","11.00, 0.08, True","7.00, 0.02, True","9.00, 0.03, True","8.00, 0.02, True","9.00, 0.03, True","5.00, 0.00, True","8.00, 0.01, True",A
template_33,"11.00, 0.56, False","11.00, 0.84, False","9.00, 1.00, False","14.00, 1.00, True","15.00, 1.00, True",None,"11.00, 1.00, True","12.00, 0.85, True","9.00, 0.66, True","7.00, 0.63, True","4.00, 0.39, True","18.00, 0.64, True","9.00, 0.52, True","13.00, 0.58, True","12.00, 0.57, True","17.00, 0.63, True","16.00, 0.62, True","13.00, 0.58, True","5.00, 0.30, True","18.00, 0.53, True","14.00, 0.49, True","8.00, 0.38, True","10.00, 0.42, True","13.00, 0.47, True","9.00, 0.31, True","16.00, 0.42, True","12.00, 0.36, True","16.00, 0.42, True","11.00, 0.26, True","18.00, 0.36, True","15.00, 0.32, True","17.00, 0.35, True","8.00, 0.21, True","12.00, 0.22, True","16.00, 0.27, True","12.00, 0.22, True","13.00, 0.18, True","16.00, 0.21, True","5.00, 0.06, True","14.00, 0.19, True","11.00, 0.15, True","12.00, 0.16, True","10.00, 0.14, True","7.00, 0.06, True","10.00, 0.10, True","11.00, 0.11, True","9.00, 0.09, True","9.00, 0.09, True","10.00, 0.07, True","11.00, 0.08, True","11.00, 0.04, True","8.00, 0.02, True","4.00, 0.01, True","7.00, 0.02, True","7.00, 0.01, True","11.00, 0.01, True",A
template_28,"19.00, 0.54, False","4.00, 0.55, False","14.00, 0.86, False","17.00, 1.00, False","10.00, 1.00, False","11.00, 1.00, False",None,"6.00, 1.00, True","13.00, 0.85, True","14.00, 0.86, True","10.00, 0.68, True","10.00, 0.68, True","4.00, 0.55, True","10.00, 0.68, True","5.00, 0.58, True","9.00, 0.66, True","12.00, 0.70, True","17.00, 0.74, True","7.00, 0.48, True","13.00, 0.58, True","18.00, 0.64, True","13.00, 0.58, True","16.00, 0.62, True","14.00, 0.60, True","13.00, 0.47, True","8.00, 0.38, True","9.00, 0.40, True","9.00, 0.40, True","7.00, 0.26, True","15.00, 0.41, True","17.00, 0.43, True","8.00, 0.29, True","11.00, 0.34, True","15.00, 0.32, True","8.00, 0.21, True","7.00, 0.19, True","9.00, 0.17, True","7.00, 0.13, True","11.00, 0.20, True","8.00, 0.15, True","17.00, 0.28, True","15.00, 0.26, True","14.00, 0.24, True","13.00, 0.18, True","14.00, 0.19, True","5.00, 0.06, True","14.00, 0.19, True","6.00, 0.08, True","13.00, 0.13, True","7.00, 0.06, True","7.00, 0.03, True","11.00, 0.06, True","8.00, 0.04, True","10.00, 0.05, True","3.00, 0.00, True","7.00, 0.01, True",A
template_36,"15.00, 0.41, False","5.00, 0.42, False","12.00, 0.70, False","16.00, 0.86, False","11.00, 0.84, False","12.00, 0.85, False","6.00, 1.00, False",None,"13.00, 1.00, True","15.00, 1.00, True","13.00, 0.85, True","11.00, 0.84, True","7.00, 0.80, True","10.00, 0.83, True","8.00, 0.81, True","10.00, 0.83, True","13.00, 0.85, True","17.00, 0.87, True","10.00, 0.68, True","15.00, 0.73, True","18.00, 0.75, True","13.00, 0.71, True","18.00, 0.75, True","15.00, 0.73, True","15.00, 0.61, True","9.00, 0.52, True","9.00, 0.52, True","11.00, 0.56, True","6.00, 0.33, True","17.00, 0.52, True","19.00, 0.54, True","9.00, 0.40, True","13.00, 0.47, True","17.00, 0.43, True","9.00, 0.31, True","8.00, 0.29, True","9.00, 0.23, True","8.00, 0.21, True","11.00, 0.26, True","10.00, 0.25, True","16.00, 0.34, True","17.00, 0.35, True","17.00, 0.35, True","14.00, 0.24, True","15.00, 0.26, True","8.00, 0.15, True","15.00, 0.26, True","8.00, 0.15, True","15.00, 0.20, True","9.00, 0.12, True","11.00, 0.08, True","12.00, 0.09, True","7.00, 0.04, True","11.00, 0.08, True","5.00, 0.01, True","9.00, 0.02, True",A
template_31,"14.00, 0.31, False","12.00, 0.46, False","8.00, 0.50, False","9.00, 0.66, False","16.00, 0.74, False","9.00, 0.66, False","13.00, 0.85, False","13.00, 1.00, False",None,"15.00, 1.00, None","11.00, 1.00, True","19.00, 1.00, True","15.00, 1.00, True","18.00, 1.00, True","14.00, 1.00, True","17.00, 1.00, True","16.00, 1.00, True","16.00, 1.00, True","10.00, 0.83, True","18.00, 0.87, True","17.00, 0.87, True","13.00, 0.85, True","15.00, 0.86, True","17.00, 0.87, True","13.00, 0.71, True","17.00, 0.74, True","16.00, 0.74, True","19.00, 0.76, True","9.00, 0.52, True","17.00, 0.63, True","16.00, 0.62, True","17.00, 0.63, True","13.00, 0.58, True","14.00, 0.49, True","18.00, 0.53, True","10.00, 0.42, True","12.00, 0.36, True","16.00, 0.42, True","9.00, 0.31, True","15.00, 0.41, True","15.00, 0.41, True","13.00, 0.38, True","12.00, 0.36, True","7.00, 0.19, True","11.00, 0.26, True","13.00, 0.30, True","11.00, 0.26, True","12.00, 0.28, True","13.00, 0.23, True","15.00, 0.26, True","13.00, 0.13, True","10.00, 0.10, True","10.00, 0.10, True","9.00, 0.09, True","10.00, 0.05, True","10.00, 0.04, True",A
template_7,"9.00, 0.23, False","11.00, 0.44, False","10.00, 0.54, False","10.00, 0.68, False","15.00, 0.73, False","7.00, 0.63, False","14.00, 0.86, False","15.00, 1.00, False","15.00, 1.00, True",None,"7.00, 1.00, True","20.00, 1.00, True","12.00, 1.00, True","15.00, 1.00, True","17.00, 1.00, True","20.00, 1.00, True","16.00, 1.00, True","13.00, 1.00, True","9.00, 0.82, True","19.00, 0.87, True","12.00, 0.85, True","11.00, 0.84, True","14.00, 0.86, True","11.00, 0.84, True","8.00, 0.65, True","19.00, 0.76, True","14.00, 0.72, True","18.00, 0.75, True","13.00, 0.58, True","18.00, 0.64, True","13.00, 0.58, True","17.00, 0.63, True","8.00, 0.50, True","11.00, 0.44, True","16.00, 0.51, True","12.00, 0.46, True","13.00, 0.38, True","17.00, 0.43, True","4.00, 0.18, True","16.00, 0.42, True","11.00, 0.34, True","11.00, 0.34, True","13.00, 0.38, True","9.00, 0.23, True","8.00, 0.21, True","12.00, 0.28, True","10.00, 0.25, True","9.00, 0.23, True","9.00, 0.17, True","12.00, 0.22, True","14.00, 0.14, True","7.00, 0.06, True","4.00, 0.03, True","7.00, 0.06, True","10.00, 0.05, True","12.00, 0.05, True",A
