"statistic, pvalue, row is better than column",template_17,best set: template_21,template_20,template_18,template_19,template_27,template_39,template_41,template_25,template_32,template_22,template_23,template_16,template_33,template_29,template_35,template_24,template_34,template_26,template_37,template_40,template_3,template_38,template_15,template_36,template_31,template_10,template_14,template_4,template_45,template_47,template_28,template_30,template_12,template_43,template_6,template_53,template_42,template_49,template_46,template_13,template_52,template_51,template_55,template_0,template_8,template_1,template_54,template_7,template_9,template_5,template_11,template_2,template_50,template_44,template_48,group,accuracy
template_17,None,"12.00, 1.00, None","15.00, 0.86, True","14.00, 0.86, True","9.00, 0.66, True","10.00, 0.54, True","15.00, 0.61, True","13.00, 0.47, True","10.00, 0.42, True","16.00, 0.42, True","12.00, 0.36, True","9.00, 0.31, True","10.00, 0.25, True","11.00, 0.26, True","9.00, 0.17, True","12.00, 0.22, True","13.00, 0.23, True","15.00, 0.20, True","13.00, 0.18, True","11.00, 0.15, True","16.00, 0.21, True","5.00, 0.06, True","15.00, 0.20, True","9.00, 0.09, True","14.00, 0.14, True","4.00, 0.01, True","13.00, 0.07, True","13.00, 0.07, True","15.00, 0.09, True","9.00, 0.03, True","12.00, 0.03, True","13.00, 0.04, True","8.00, 0.02, True","13.00, 0.04, True","10.00, 0.02, True","13.00, 0.03, True","10.00, 0.01, True","18.00, 0.04, True","12.00, 0.02, True","18.00, 0.04, True","6.00, 0.00, True","15.00, 0.03, True","9.00, 0.01, True","9.00, 0.01, True","12.00, 0.01, True","12.00, 0.01, True","6.00, 0.00, True","14.00, 0.01, True","5.00, 0.00, True","6.00, 0.00, True","5.00, 0.00, True","6.00, 0.00, True","4.00, 0.00, True","14.00, 0.00, True","8.00, 0.00, True","15.00, 0.00, True",A,0.58
template_21,"12.00, 1.00, True",None,"13.00, 0.85, True","12.00, 0.85, True","2.00, 0.45, True","3.00, 0.34, True","12.00, 0.57, True","10.00, 0.42, True","4.00, 0.27, True","14.00, 0.39, True","10.00, 0.33, True","3.00, 0.15, True","12.00, 0.28, True","10.00, 0.25, True","8.00, 0.15, True","10.00, 0.18, True","10.00, 0.18, True","12.00, 0.16, True","11.00, 0.15, True","8.00, 0.11, True","15.00, 0.20, True","7.00, 0.09, True","13.00, 0.18, True","1.00, 0.01, True","11.00, 0.11, True","8.00, 0.04, True","12.00, 0.07, True","10.00, 0.05, True","10.00, 0.05, True","12.00, 0.05, True","7.00, 0.01, True","11.00, 0.03, True","12.00, 0.03, True","11.00, 0.03, True","8.00, 0.01, True","11.00, 0.02, True","8.00, 0.01, True","13.00, 0.02, True","6.00, 0.00, True","13.00, 0.02, True","4.00, 0.00, True","11.00, 0.01, True","5.00, 0.00, True","6.00, 0.00, True","10.00, 0.01, True","9.00, 0.00, True","4.00, 0.00, True","11.00, 0.00, True","3.00, 0.00, True","4.00, 0.00, True","3.00, 0.00, True","3.00, 0.00, True","8.00, 0.00, True","10.00, 0.00, True","13.00, 0.00, True","9.00, 0.00, True",A,0.58
template_20,"15.00, 0.86, False","13.00, 0.85, False",None,"1.00, 1.00, None","11.00, 1.00, True","12.00, 0.85, True","17.00, 0.87, True","15.00, 0.73, True","13.00, 0.71, True","8.00, 0.50, True","2.00, 0.29, True","11.00, 0.56, True","10.00, 0.42, True","15.00, 0.50, True","12.00, 0.36, True","14.00, 0.39, True","2.00, 0.11, True","7.00, 0.19, True","1.00, 0.04, True","12.00, 0.28, True","7.00, 0.19, True","14.00, 0.31, True","8.00, 0.21, True","11.00, 0.20, True","6.00, 0.12, True","12.00, 0.12, True","6.00, 0.05, True","2.00, 0.01, True","3.00, 0.02, True","16.00, 0.13, True","12.00, 0.07, True","5.00, 0.02, True","8.00, 0.04, True","5.00, 0.02, True","12.00, 0.05, True","3.00, 0.00, True","10.00, 0.02, True","9.00, 0.02, True","11.00, 0.03, True","9.00, 0.02, True","10.00, 0.02, True","7.00, 0.01, True","9.00, 0.01, True","10.00, 0.02, True","4.00, 0.00, True","4.00, 0.00, True","9.00, 0.01, True","6.00, 0.00, True","8.00, 0.00, True","8.00, 0.00, True","7.00, 0.00, True","7.00, 0.00, True","4.00, 0.00, True","6.00, 0.00, True","11.00, 0.00, True","6.00, 0.00, True",A,0.56
template_18,"14.00, 0.86, False","12.00, 0.85, False","1.00, 1.00, True",None,"10.00, 1.00, True","11.00, 0.84, True","17.00, 0.87, True","15.00, 0.73, True","12.00, 0.70, True","8.00, 0.50, True","1.00, 0.22, True","10.00, 0.54, True","10.00, 0.42, True","15.00, 0.50, True","11.00, 0.34, True","15.00, 0.41, True","2.00, 0.11, True","7.00, 0.19, True","1.00, 0.04, True","11.00, 0.26, True","8.00, 0.21, True","14.00, 0.31, True","8.00, 0.21, True","10.00, 0.18, True","6.00, 0.12, True","12.00, 0.12, True","6.00, 0.05, True","2.00, 0.01, True","3.00, 0.02, True","15.00, 0.12, True","11.00, 0.06, True","6.00, 0.02, True","7.00, 0.03, True","5.00, 0.02, True","11.00, 0.04, True","3.00, 0.00, True","9.00, 0.02, True","9.00, 0.02, True","10.00, 0.02, True","9.00, 0.02, True","10.00, 0.02, True","7.00, 0.01, True","8.00, 0.01, True","9.00, 0.01, True","4.00, 0.00, True","4.00, 0.00, True","9.00, 0.01, True","6.00, 0.00, True","8.00, 0.00, True","8.00, 0.00, True","7.00, 0.00, True","7.00, 0.00, True","4.00, 0.00, True","6.00, 0.00, True","11.00, 0.00, True","6.00, 0.00, True",A,0.56
template_19,"9.00, 0.66, False","2.00, 0.45, False","11.00, 1.00, False","10.00, 1.00, False",None,"4.00, 1.00, True","13.00, 1.00, True","11.00, 0.84, True","5.00, 0.77, True","13.00, 0.71, True","10.00, 0.68, True","3.00, 0.51, True","12.00, 0.57, True","10.00, 0.54, True","9.00, 0.40, True","12.00, 0.46, True","11.00, 0.44, True","11.00, 0.34, True","10.00, 0.33, True","9.00, 0.31, True","14.00, 0.39, True","8.00, 0.29, True","12.00, 0.36, True","3.00, 0.09, True","10.00, 0.25, True","8.00, 0.11, True","12.00, 0.16, True","11.00, 0.15, True","9.00, 0.12, True","14.00, 0.14, True","8.00, 0.05, True","10.00, 0.07, True","11.00, 0.08, True","11.00, 0.08, True","9.00, 0.04, True","10.00, 0.05, True","10.00, 0.04, True","13.00, 0.05, True","8.00, 0.02, True","13.00, 0.05, True","5.00, 0.01, True","11.00, 0.04, True","7.00, 0.01, True","7.00, 0.01, True","11.00, 0.02, True","9.00, 0.01, True","5.00, 0.00, True","10.00, 0.01, True","5.00, 0.00, True","6.00, 0.00, True","4.00, 0.00, True","4.00, 0.00, True","7.00, 0.00, True","10.00, 0.01, True","11.00, 0.00, True","9.00, 0.00, True",A,0.55
template_27,"10.00, 0.54, False","3.00, 0.34, False","12.00, 0.85, False","11.00, 0.84, False","4.00, 1.00, False",None,"13.00, 1.00, None","11.00, 1.00, True","2.00, 1.00, True","15.00, 0.86, True","10.00, 0.83, True","1.00, 0.62, True","11.00, 0.69, True","12.00, 0.70, True","9.00, 0.52, True","11.00, 0.56, True","10.00, 0.54, True","12.00, 0.46, True","9.00, 0.40, True","9.00, 0.40, True","14.00, 0.49, True","10.00, 0.42, True","13.00, 0.47, True","0.00, 0.03, True","11.00, 0.34, True","8.00, 0.15, True","11.00, 0.20, True","9.00, 0.17, True","11.00, 0.20, True","16.00, 0.21, True","9.00, 0.09, True","11.00, 0.11, True","11.00, 0.11, True","10.00, 0.10, True","10.00, 0.07, True","11.00, 0.08, True","10.00, 0.05, True","13.00, 0.07, True","8.00, 0.04, True","13.00, 0.07, True","6.00, 0.02, True","11.00, 0.06, True","8.00, 0.02, True","7.00, 0.02, True","12.00, 0.03, True","10.00, 0.02, True","5.00, 0.01, True","10.00, 0.02, True","5.00, 0.00, True","5.00, 0.00, True","3.00, 0.00, True","5.00, 0.00, True","8.00, 0.01, True","9.00, 0.01, True","13.00, 0.01, True","9.00, 0.00, True",A,0.54
template_39,"15.00, 0.61, False","12.00, 0.57, False","17.00, 0.87, False","17.00, 0.87, False","13.00, 1.00, False","13.00, 1.00, True",None,"2.00, 1.00, True","13.00, 1.00, True","13.00, 0.85, True","14.00, 0.86, True","12.00, 0.85, True","21.00, 0.77, True","3.00, 0.51, True","4.00, 0.39, True","6.00, 0.45, True","15.00, 0.61, True","11.00, 0.44, True","15.00, 0.50, True","2.00, 0.18, True","12.00, 0.46, True","12.00, 0.46, True","8.00, 0.38, True","13.00, 0.38, True","11.00, 0.34, True","7.00, 0.13, True","14.00, 0.24, True","16.00, 0.27, True","14.00, 0.24, True","13.00, 0.18, True","6.00, 0.05, True","7.00, 0.06, True","14.00, 0.14, True","11.00, 0.11, True","7.00, 0.04, True","12.00, 0.09, True","7.00, 0.03, True","11.00, 0.06, True","4.00, 0.01, True","12.00, 0.07, True","3.00, 0.01, True","12.00, 0.07, True","5.00, 0.01, True","5.00, 0.01, True","11.00, 0.03, True","10.00, 0.02, True","5.00, 0.01, True","9.00, 0.01, True","3.00, 0.00, True","4.00, 0.00, True","3.00, 0.00, True","2.00, 0.00, True","11.00, 0.01, True","9.00, 0.01, True","11.00, 0.01, True","8.00, 0.00, True",A,0.54
template_41,"13.00, 0.47, False","10.00, 0.42, False","15.00, 0.73, False","15.00, 0.73, False","11.00, 0.84, False","11.00, 1.00, False","2.00, 1.00, False",None,"12.00, 1.00, None","12.00, 1.00, True","14.00, 1.00, True","12.00, 1.00, True","21.00, 0.88, True","3.00, 0.73, True","3.00, 0.51, True","5.00, 0.58, True","14.00, 0.72, True","11.00, 0.56, True","14.00, 0.60, True","4.00, 0.39, True","11.00, 0.56, True","11.00, 0.56, True","9.00, 0.52, True","12.00, 0.46, True","11.00, 0.44, True","5.00, 0.14, True","14.00, 0.31, True","15.00, 0.32, True","14.00, 0.31, True","13.00, 0.23, True","5.00, 0.06, True","7.00, 0.09, True","12.00, 0.16, True","10.00, 0.14, True","6.00, 0.05, True","11.00, 0.11, True","6.00, 0.03, True","10.00, 0.07, True","4.00, 0.02, True","12.00, 0.09, True","4.00, 0.02, True","11.00, 0.08, True","4.00, 0.01, True","4.00, 0.01, True","9.00, 0.03, True","9.00, 0.03, True","4.00, 0.01, True","8.00, 0.02, True","4.00, 0.00, True","4.00, 0.00, True","3.00, 0.00, True","3.00, 0.00, True","10.00, 0.02, True","9.00, 0.01, True","10.00, 0.01, True","8.00, 0.00, True",A,0.53
template_25,"10.00, 0.42, False","4.00, 0.27, False","13.00, 0.71, False","12.00, 0.70, False","5.00, 0.77, False","2.00, 1.00, False","13.00, 1.00, False","12.00, 1.00, True",None,"17.00, 1.00, True","12.00, 1.00, True","4.00, 1.00, True","13.00, 0.85, True","13.00, 0.85, True","10.00, 0.68, True","12.00, 0.70, True","12.00, 0.70, True","14.00, 0.60, True","11.00, 0.56, True","10.00, 0.54, True","16.00, 0.62, True","11.00, 0.56, True","15.00, 0.61, True","2.00, 0.18, True","13.00, 0.47, True","9.00, 0.23, True","12.00, 0.28, True","12.00, 0.28, True","13.00, 0.30, True","17.00, 0.28, True","11.00, 0.15, True","13.00, 0.18, True","13.00, 0.18, True","12.00, 0.16, True","10.00, 0.10, True","13.00, 0.13, True","10.00, 0.07, True","15.00, 0.12, True","9.00, 0.06, True","15.00, 0.12, True","7.00, 0.04, True","13.00, 0.10, True","9.00, 0.04, True","8.00, 0.04, True","14.00, 0.06, True","12.00, 0.05, True","5.00, 0.01, True","12.00, 0.03, True","7.00, 0.01, True","7.00, 0.01, True","5.00, 0.01, True","5.00, 0.00, True","10.00, 0.02, True","11.00, 0.01, True","15.00, 0.02, True","11.00, 0.00, True",A,0.53
template_32,"16.00, 0.42, False","14.00, 0.39, False","8.00, 0.50, False","8.00, 0.50, False","13.00, 0.71, False","15.00, 0.86, False","13.00, 0.85, False","12.00, 1.00, False","17.00, 1.00, False",None,"11.00, 1.00, None","16.00, 1.00, None","18.00, 1.00, True","13.00, 1.00, True","12.00, 0.85, True","15.00, 0.86, True","10.00, 0.83, True","3.00, 0.51, True","9.00, 0.66, True","12.00, 0.70, True","6.00, 0.61, True","16.00, 0.74, True","3.00, 0.51, True","17.00, 0.63, True","4.00, 0.39, True","13.00, 0.38, True","8.00, 0.29, True","11.00, 0.34, True","7.00, 0.26, True","16.00, 0.34, True","11.00, 0.20, True","3.00, 0.06, True","9.00, 0.17, True","6.00, 0.12, True","11.00, 0.15, True","7.00, 0.09, True","10.00, 0.10, True","10.00, 0.10, True","10.00, 0.10, True","9.00, 0.09, True","11.00, 0.11, True","9.00, 0.09, True","8.00, 0.05, True","9.00, 0.06, True","6.00, 0.02, True","5.00, 0.02, True","12.00, 0.07, True","6.00, 0.01, True","11.00, 0.04, True","11.00, 0.04, True","11.00, 0.04, True","9.00, 0.02, True","6.00, 0.01, True","6.00, 0.01, True","10.00, 0.01, True","7.00, 0.00, True",A,0.52
