"statistic, pvalue, row is better than column",template_46,best set: template_36,template_29,template_45,template_48,template_39,template_44,template_28,template_34,template_33,template_42,template_32,template_1,template_37,template_41,template_35,template_9,template_12,template_5,template_40,template_13,template_55,template_31,template_43,template_50,template_4,template_49,template_3,template_6,template_11,template_51,template_7,template_0,template_53,template_30,template_47,template_38,template_8,template_2,template_23,template_27,template_54,template_10,template_17,template_21,template_19,template_15,template_22,template_16,template_26,template_25,template_14,template_18,template_20,template_52,template_24,group,accuracy
template_46,None,"11.00, 1.00, None","15.00, 1.00, None","16.00, 1.00, True","6.00, 1.00, True","16.00, 0.86, True","9.00, 0.82, True","8.00, 0.65, True","8.00, 0.65, True","12.00, 0.70, True","10.00, 0.68, True","8.00, 0.50, True","17.00, 0.63, True","13.00, 0.58, True","11.00, 0.56, True","13.00, 0.58, True","15.00, 0.50, True","10.00, 0.42, True","15.00, 0.50, True","11.00, 0.44, True","13.00, 0.47, True","11.00, 0.44, True","15.00, 0.50, True","12.00, 0.36, True","6.00, 0.24, True","9.00, 0.31, True","11.00, 0.34, True","18.00, 0.36, True","7.00, 0.19, True","12.00, 0.22, True","13.00, 0.23, True","11.00, 0.20, True","13.00, 0.18, True","14.00, 0.14, True","6.00, 0.05, True","8.00, 0.05, True","9.00, 0.06, True","8.00, 0.05, True","11.00, 0.08, True","14.00, 0.06, True","13.00, 0.05, True","3.00, 0.00, True","9.00, 0.02, True","15.00, 0.04, True","14.00, 0.03, True","13.00, 0.03, True","13.00, 0.02, True","9.00, 0.01, True","11.00, 0.01, True","9.00, 0.00, True","13.00, 0.01, True","11.00, 0.00, True","9.00, 0.00, True","8.00, 0.00, True","2.00, 0.00, True","7.00, 0.00, True",A,0.49
template_36,"11.00, 1.00, True",None,"13.00, 1.00, None","16.00, 1.00, True","10.00, 1.00, True","16.00, 0.86, True","11.00, 0.84, True","4.00, 0.55, True","5.00, 0.58, True","14.00, 0.72, True","10.00, 0.68, True","7.00, 0.48, True","16.00, 0.62, True","11.00, 0.56, True","10.00, 0.54, True","14.00, 0.60, True","13.00, 0.47, True","10.00, 0.42, True","15.00, 0.50, True","7.00, 0.36, True","12.00, 0.46, True","13.00, 0.47, True","14.00, 0.49, True","16.00, 0.42, True","8.00, 0.29, True","9.00, 0.31, True","15.00, 0.41, True","16.00, 0.34, True","7.00, 0.19, True","10.00, 0.18, True","15.00, 0.26, True","13.00, 0.23, True","9.00, 0.12, True","13.00, 0.13, True","6.00, 0.05, True","10.00, 0.07, True","5.00, 0.03, True","4.00, 0.02, True","9.00, 0.06, True","12.00, 0.05, True","11.00, 0.04, True","5.00, 0.01, True","6.00, 0.01, True","14.00, 0.03, True","12.00, 0.02, True","12.00, 0.02, True","12.00, 0.02, True","7.00, 0.00, True","9.00, 0.01, True","7.00, 0.00, True","12.00, 0.01, True","9.00, 0.00, True","7.00, 0.00, True","6.00, 0.00, True","3.00, 0.00, True","7.00, 0.00, True",A,0.49
template_29,"15.00, 1.00, True","13.00, 1.00, True",None,"11.00, 1.00, True","17.00, 1.00, True","6.00, 0.79, True","17.00, 0.87, True","9.00, 0.66, True","12.00, 0.70, True","7.00, 0.63, True","18.00, 0.75, True","12.00, 0.57, True","12.00, 0.57, True","5.00, 0.42, True","4.00, 0.39, True","6.00, 0.45, True","8.00, 0.38, True","13.00, 0.47, True","9.00, 0.40, True","12.00, 0.46, True","11.00, 0.44, True","8.00, 0.38, True","7.00, 0.36, True","9.00, 0.31, True","14.00, 0.39, True","12.00, 0.36, True","8.00, 0.29, True","12.00, 0.28, True","9.00, 0.23, True","10.00, 0.18, True","8.00, 0.15, True","6.00, 0.12, True","13.00, 0.18, True","9.00, 0.09, True","12.00, 0.12, True","4.00, 0.02, True","11.00, 0.08, True","7.00, 0.04, True","11.00, 0.08, True","9.00, 0.03, True","9.00, 0.03, True","7.00, 0.02, True","10.00, 0.02, True","12.00, 0.02, True","8.00, 0.01, True","9.00, 0.01, True","8.00, 0.01, True","11.00, 0.01, True","12.00, 0.01, True","10.00, 0.01, True","8.00, 0.00, True","10.00, 0.00, True","11.00, 0.00, True","9.00, 0.00, True","5.00, 0.00, True","8.00, 0.00, True",A,0.49
template_45,"16.00, 1.00, False","16.00, 1.00, False","11.00, 1.00, False",None,"15.00, 1.00, None","12.00, 1.00, True","14.00, 1.00, True","15.00, 0.86, True","15.00, 0.86, True","13.00, 0.85, True","16.00, 0.86, True","14.00, 0.72, True","12.00, 0.70, True","11.00, 0.69, True","10.00, 0.68, True","12.00, 0.70, True","13.00, 0.58, True","13.00, 0.58, True","12.00, 0.57, True","15.00, 0.61, True","10.00, 0.54, True","8.00, 0.50, True","9.00, 0.52, True","10.00, 0.42, True","15.00, 0.50, True","13.00, 0.47, True","8.00, 0.38, True","13.00, 0.38, True","12.00, 0.36, True","12.00, 0.28, True","5.00, 0.14, True","10.00, 0.25, True","12.00, 0.22, True","8.00, 0.11, True","14.00, 0.19, True","5.00, 0.04, True","12.00, 0.12, True","9.00, 0.09, True","9.00, 0.09, True","12.00, 0.07, True","11.00, 0.06, True","11.00, 0.06, True","9.00, 0.03, True","14.00, 0.04, True","12.00, 0.03, True","12.00, 0.03, True","12.00, 0.02, True","11.00, 0.01, True","11.00, 0.01, True","10.00, 0.01, True","12.00, 0.01, True","11.00, 0.01, True","9.00, 0.00, True","9.00, 0.00, True","7.00, 0.00, True","7.00, 0.00, True",A,0.48
template_48,"6.00, 1.00, False","10.00, 1.00, False","17.00, 1.00, False","15.00, 1.00, True",None,"18.00, 1.00, True","7.00, 1.00, True","9.00, 0.82, True","7.00, 0.80, True","13.00, 0.85, True","7.00, 0.80, True","8.00, 0.65, True","16.00, 0.74, True","14.00, 0.72, True","11.00, 0.69, True","13.00, 0.71, True","16.00, 0.62, True","11.00, 0.56, True","15.00, 0.61, True","10.00, 0.54, True","12.00, 0.57, True","10.00, 0.54, True","16.00, 0.62, True","12.00, 0.46, True","4.00, 0.27, True","10.00, 0.42, True","13.00, 0.47, True","19.00, 0.45, True","7.00, 0.26, True","12.00, 0.28, True","12.00, 0.28, True","12.00, 0.28, True","12.00, 0.22, True","12.00, 0.16, True","7.00, 0.09, True","8.00, 0.08, True","9.00, 0.09, True","8.00, 0.08, True","11.00, 0.11, True","14.00, 0.08, True","13.00, 0.07, True","2.00, 0.00, True","8.00, 0.02, True","16.00, 0.05, True","14.00, 0.04, True","14.00, 0.04, True","14.00, 0.03, True","10.00, 0.01, True","11.00, 0.01, True","9.00, 0.01, True","14.00, 0.02, True","11.00, 0.01, True","9.00, 0.00, True","8.00, 0.00, True","1.00, 0.00, True","8.00, 0.00, True",A,0.48
template_39,"16.00, 0.86, False","16.00, 0.86, False","6.00, 0.79, False","12.00, 1.00, False","18.00, 1.00, False",None,"18.00, 1.00, None","14.00, 1.00, True","16.00, 1.00, True","12.00, 1.00, True","18.00, 1.00, True","12.00, 0.85, True","13.00, 0.85, True","7.00, 0.80, True","7.00, 0.80, True","10.00, 0.83, True","11.00, 0.69, True","16.00, 0.74, True","12.00, 0.70, True","14.00, 0.72, True","13.00, 0.71, True","10.00, 0.68, True","9.00, 0.66, True","14.00, 0.60, True","15.00, 0.61, True","14.00, 0.60, True","9.00, 0.52, True","14.00, 0.49, True","10.00, 0.42, True","10.00, 0.33, True","9.00, 0.31, True","9.00, 0.31, True","15.00, 0.32, True","8.00, 0.15, True","11.00, 0.20, True","7.00, 0.09, True","12.00, 0.16, True","9.00, 0.12, True","14.00, 0.19, True","10.00, 0.07, True","11.00, 0.08, True","8.00, 0.05, True","10.00, 0.05, True","13.00, 0.05, True","9.00, 0.03, True","10.00, 0.04, True","9.00, 0.02, True","11.00, 0.02, True","13.00, 0.03, True","10.00, 0.01, True","9.00, 0.01, True","10.00, 0.01, True","12.00, 0.01, True","10.00, 0.01, True","7.00, 0.00, True","8.00, 0.00, True",A,0.47
template_44,"9.00, 0.82, False","11.00, 0.84, False","17.00, 0.87, False","14.00, 1.00, False","7.00, 1.00, False","18.00, 1.00, True",None,"11.00, 1.00, True","11.00, 1.00, True","17.00, 1.00, True","9.00, 1.00, True","11.00, 0.84, True","18.00, 0.87, True","17.00, 0.87, True","14.00, 0.86, True","16.00, 0.86, True","18.00, 0.75, True","13.00, 0.71, True","18.00, 0.75, True","12.00, 0.70, True","15.00, 0.73, True","14.00, 0.72, True","17.00, 0.74, True","14.00, 0.60, True","6.00, 0.45, True","11.00, 0.56, True","14.00, 0.60, True","21.00, 0.56, True","9.00, 0.40, True","14.00, 0.39, True","15.00, 0.41, True","16.00, 0.42, True","13.00, 0.30, True","16.00, 0.27, True","6.00, 0.12, True","10.00, 0.14, True","10.00, 0.14, True","8.00, 0.11, True","10.00, 0.14, True","19.00, 0.15, True","18.00, 0.14, True","6.00, 0.03, True","9.00, 0.04, True","18.00, 0.09, True","18.00, 0.09, True","17.00, 0.08, True","17.00, 0.06, True","8.00, 0.01, True","8.00, 0.01, True","9.00, 0.01, True","17.00, 0.03, True","9.00, 0.01, True","7.00, 0.00, True","6.00, 0.00, True","4.00, 0.00, True","8.00, 0.00, True",A,0.47
template_28,"8.00, 0.65, False","4.00, 0.55, False","9.00, 0.66, False","15.00, 0.86, False","9.00, 0.82, False","14.00, 1.00, False","11.00, 1.00, False",None,"5.00, 1.00, None","12.00, 1.00, None","12.00, 1.00, None","6.00, 1.00, True","17.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","11.00, 1.00, True","14.00, 0.86, True","11.00, 0.84, True","15.00, 0.86, True","8.00, 0.81, True","13.00, 0.85, True","13.00, 0.85, True","13.00, 0.85, True","16.00, 0.74, True","8.00, 0.65, True","10.00, 0.68, True","15.00, 0.73, True","16.00, 0.62, True","7.00, 0.48, True","12.00, 0.46, True","15.00, 0.50, True","12.00, 0.46, True","10.00, 0.33, True","13.00, 0.30, True","5.00, 0.14, True","11.00, 0.20, True","8.00, 0.15, True","6.00, 0.12, True","11.00, 0.20, True","13.00, 0.13, True","12.00, 0.12, True","3.00, 0.02, True","8.00, 0.05, True","15.00, 0.09, True","13.00, 0.07, True","13.00, 0.07, True","13.00, 0.05, True","9.00, 0.02, True","11.00, 0.03, True","9.00, 0.01, True","13.00, 0.03, True","11.00, 0.01, True","9.00, 0.01, True","8.00, 0.00, True","2.00, 0.00, True","9.00, 0.00, True",A,0.46
template_34,"8.00, 0.65, False","5.00, 0.58, False","12.00, 0.70, False","15.00, 0.86, False","7.00, 0.80, False","16.00, 1.00, False","11.00, 1.00, False","5.00, 1.00, True",None,"13.00, 1.00, None","13.00, 1.00, None","5.00, 1.00, True","18.00, 1.00, True","11.00, 1.00, True","10.00, 1.00, True","13.00, 1.00, True","15.00, 0.86, True","11.00, 0.84, True","16.00, 0.86, True","10.00, 0.83, True","13.00, 0.85, True","14.00, 0.86, True","15.00, 0.86, True","18.00, 0.75, True","11.00, 0.69, True","8.00, 0.65, True","17.00, 0.74, True","17.00, 0.63, True","8.00, 0.50, True","12.00, 0.46, True","16.00, 0.51, True","11.00, 0.44, True","12.00, 0.36, True","14.00, 0.31, True","7.00, 0.19, True","11.00, 0.20, True","8.00, 0.15, True","7.00, 0.13, True","11.00, 0.20, True","12.00, 0.12, True","11.00, 0.11, True","5.00, 0.04, True","7.00, 0.04, True","14.00, 0.08, True","12.00, 0.07, True","12.00, 0.07, True","12.00, 0.05, True","7.00, 0.01, True","9.00, 0.02, True","7.00, 0.01, True","12.00, 0.02, True","9.00, 0.01, True","7.00, 0.01, True","6.00, 0.00, True","2.00, 0.00, True","7.00, 0.00, True",A,0.46
template_33,"12.00, 0.70, False","14.00, 0.72, False","7.00, 0.63, False","13.00, 0.85, False","13.00, 0.85, False","12.00, 1.00, False","17.00, 1.00, False","12.00, 1.00, True","13.00, 1.00, True",None,"18.00, 1.00, None","12.00, 1.00, True","13.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","6.00, 1.00, True","11.00, 0.84, True","13.00, 0.85, True","9.00, 0.82, True","15.00, 0.86, True","12.00, 0.85, True","11.00, 0.84, True","14.00, 0.86, True","12.00, 0.70, True","13.00, 0.71, True","11.00, 0.69, True","13.00, 0.71, True","15.00, 0.61, True","10.00, 0.54, True","12.00, 0.46, True","10.00, 0.42, True","7.00, 0.36, True","13.00, 0.38, True","11.00, 0.26, True","13.00, 0.30, True","8.00, 0.15, True","12.00, 0.22, True","10.00, 0.18, True","12.00, 0.22, True","12.00, 0.12, True","11.00, 0.11, True","7.00, 0.06, True","11.00, 0.08, True","15.00, 0.09, True","11.00, 0.06, True","12.00, 0.07, True","11.00, 0.04, True","14.00, 0.04, True","15.00, 0.05, True","11.00, 0.02, True","11.00, 0.02, True","13.00, 0.02, True","13.00, 0.02, True","12.00, 0.01, True","6.00, 0.00, True","9.00, 0.00, True",A,0.46
