"statistic, pvalue, row is better than column",template_25,template_14,best set: template_6,template_20,template_12,template_9,template_33,template_11,template_15,template_21,template_37,template_23,template_27,template_18,template_26,template_35,template_19,template_16,template_2,template_7,template_5,template_22,template_8,template_31,template_1,template_41,template_17,template_4,template_30,template_48,template_28,template_49,template_39,template_24,template_45,template_32,template_47,template_3,template_13,template_38,template_51,template_10,template_29,template_40,template_0,template_34,template_44,template_53,template_52,template_50,template_36,template_46,template_54,template_42,template_43,template_55,group,accuracy
template_25,None,"46.00, 1.00, None","46.00, 1.00, None","45.00, 1.00, None","42.00, 1.00, True","12.00, 1.00, True","17.00, 0.87, True","6.00, 0.79, True","29.00, 0.90, True","14.00, 0.86, True","15.00, 0.86, True","12.00, 0.85, True","22.00, 0.88, True","42.00, 0.91, True","44.00, 0.83, True","18.00, 0.75, True","18.00, 0.75, True","44.00, 0.83, True","46.00, 0.76, True","11.00, 0.56, True","17.00, 0.63, True","39.00, 0.66, True","43.00, 0.68, True","18.00, 0.53, True","32.00, 0.55, True","19.00, 0.45, True","15.00, 0.32, True","42.00, 0.53, True","42.00, 0.47, True","42.00, 0.47, True","40.00, 0.46, True","19.00, 0.30, True","6.00, 0.12, True","36.00, 0.43, True","23.00, 0.34, True","40.00, 0.40, True","24.00, 0.29, True","16.00, 0.21, True","20.00, 0.25, True","39.00, 0.39, True","16.00, 0.16, True","34.00, 0.26, True","12.00, 0.09, True","37.00, 0.28, True","39.00, 0.29, True","35.00, 0.22, True","42.00, 0.26, True","19.00, 0.09, True","38.00, 0.17, True","41.00, 0.18, True","36.00, 0.16, True","39.00, 0.15, True","41.00, 0.13, True","34.00, 0.03, True","27.00, 0.02, True","23.00, 0.01, True",A,0.483
template_14,"46.00, 1.00, True",None,"27.00, 1.00, None","27.00, 1.00, None","23.00, 1.00, True","45.00, 1.00, True","47.00, 0.92, True","45.00, 0.92, True","35.00, 0.91, True","50.00, 0.92, True","47.00, 0.92, True","45.00, 0.92, True","36.00, 0.91, True","27.00, 0.89, True","19.00, 0.76, True","46.00, 0.84, True","39.00, 0.82, True","27.00, 0.79, True","29.00, 0.70, True","48.00, 0.76, True","41.00, 0.75, True","23.00, 0.58, True","23.00, 0.58, True","45.00, 0.68, True","31.00, 0.54, True","41.00, 0.59, True","46.00, 0.55, True","29.00, 0.46, True","33.00, 0.42, True","32.00, 0.41, True","28.00, 0.38, True","45.00, 0.48, True","42.00, 0.47, True","20.00, 0.31, True","46.00, 0.48, True","27.00, 0.31, True","38.00, 0.39, True","45.00, 0.42, True","36.00, 0.37, True","22.00, 0.27, True","43.00, 0.36, True","17.00, 0.14, True","46.00, 0.32, True","26.00, 0.21, True","10.00, 0.07, True","24.00, 0.16, True","24.00, 0.16, True","39.00, 0.21, True","27.00, 0.11, True","27.00, 0.11, True","23.00, 0.09, True","33.00, 0.12, True","27.00, 0.07, True","22.00, 0.01, True","30.00, 0.03, True","29.00, 0.01, True",A,0.483
template_6,"46.00, 1.00, True","27.00, 1.00, True",None,"4.00, 1.00, None","23.00, 1.00, True","43.00, 1.00, True","49.00, 0.92, True","44.00, 0.92, True","44.00, 0.92, True","45.00, 0.92, True","44.00, 0.92, True","42.00, 0.91, True","44.00, 0.92, True","14.00, 0.86, True","24.00, 0.78, True","43.00, 0.83, True","43.00, 0.83, True","18.00, 0.75, True","18.00, 0.64, True","44.00, 0.75, True","44.00, 0.75, True","12.00, 0.46, True","11.00, 0.44, True","49.00, 0.69, True","39.00, 0.59, True","42.00, 0.60, True","43.00, 0.53, True","10.00, 0.25, True","20.00, 0.31, True","21.00, 0.32, True","13.00, 0.23, True","44.00, 0.48, True","43.00, 0.47, True","14.00, 0.24, True","47.00, 0.49, True","14.00, 0.19, True","44.00, 0.42, True","43.00, 0.41, True","40.00, 0.40, True","17.00, 0.22, True","44.00, 0.36, True","13.00, 0.10, True","41.00, 0.30, True","22.00, 0.18, True","25.00, 0.20, True","11.00, 0.06, True","22.00, 0.14, True","43.00, 0.23, True","23.00, 0.09, True","19.00, 0.07, True","9.00, 0.02, True","17.00, 0.04, True","28.00, 0.08, True","31.00, 0.03, True","36.00, 0.04, True","34.00, 0.02, True",A,0.483
template_20,"45.00, 1.00, True","27.00, 1.00, True","4.00, 1.00, True",None,"23.00, 1.00, True","42.00, 1.00, True","46.00, 0.92, True","42.00, 0.91, True","43.00, 0.92, True","42.00, 0.91, True","43.00, 0.92, True","41.00, 0.91, True","42.00, 0.91, True","14.00, 0.86, True","23.00, 0.78, True","42.00, 0.83, True","40.00, 0.83, True","15.00, 0.73, True","17.00, 0.63, True","42.00, 0.75, True","41.00, 0.75, True","12.00, 0.46, True","14.00, 0.49, True","46.00, 0.68, True","38.00, 0.58, True","41.00, 0.59, True","41.00, 0.53, True","12.00, 0.28, True","18.00, 0.29, True","18.00, 0.29, True","10.00, 0.18, True","41.00, 0.46, True","43.00, 0.47, True","14.00, 0.24, True","44.00, 0.48, True","13.00, 0.18, True","42.00, 0.41, True","41.00, 0.40, True","39.00, 0.39, True","17.00, 0.22, True","43.00, 0.36, True","14.00, 0.11, True","39.00, 0.29, True","19.00, 0.15, True","24.00, 0.19, True","9.00, 0.04, True","20.00, 0.13, True","42.00, 0.22, True","23.00, 0.09, True","21.00, 0.08, True","10.00, 0.02, True","17.00, 0.04, True","26.00, 0.07, True","27.00, 0.02, True","36.00, 0.04, True","32.00, 0.02, True",A,0.483
template_12,"42.00, 1.00, False","23.00, 1.00, False","23.00, 1.00, False","23.00, 1.00, False",None,"45.00, 1.00, None","45.00, 1.00, True","40.00, 1.00, True","39.00, 1.00, True","46.00, 1.00, True","43.00, 1.00, True","43.00, 1.00, True","41.00, 1.00, True","22.00, 1.00, True","13.00, 0.85, True","41.00, 0.91, True","37.00, 0.91, True","28.00, 0.90, True","30.00, 0.80, True","44.00, 0.83, True","38.00, 0.82, True","26.00, 0.69, True","24.00, 0.68, True","47.00, 0.76, True","33.00, 0.64, True","40.00, 0.66, True","46.00, 0.61, True","22.00, 0.48, True","31.00, 0.47, True","31.00, 0.47, True","27.00, 0.44, True","41.00, 0.53, True","40.00, 0.52, True","22.00, 0.40, True","46.00, 0.55, True","26.00, 0.37, True","34.00, 0.42, True","47.00, 0.49, True","35.00, 0.43, True","26.00, 0.37, True","41.00, 0.40, True","21.00, 0.21, True","43.00, 0.36, True","19.00, 0.19, True","17.00, 0.17, True","23.00, 0.18, True","25.00, 0.20, True","37.00, 0.24, True","25.00, 0.13, True","28.00, 0.15, True","22.00, 0.11, True","24.00, 0.10, True","19.00, 0.05, True","24.00, 0.02, True","30.00, 0.03, True","27.00, 0.02, True",A,0.478
template_9,"12.00, 1.00, False","45.00, 1.00, False","43.00, 1.00, False","42.00, 1.00, False","45.00, 1.00, True",None,"16.00, 1.00, True","11.00, 1.00, True","31.00, 1.00, True","15.00, 1.00, True","10.00, 1.00, True","5.00, 1.00, True","25.00, 1.00, True","44.00, 1.00, True","44.00, 0.92, True","19.00, 0.87, True","21.00, 0.88, True","42.00, 0.91, True","42.00, 0.83, True","12.00, 0.70, True","19.00, 0.76, True","40.00, 0.74, True","44.00, 0.75, True","21.00, 0.66, True","33.00, 0.64, True","23.00, 0.58, True","12.00, 0.36, True","43.00, 0.60, True","43.00, 0.53, True","45.00, 0.54, True","44.00, 0.54, True","17.00, 0.35, True","11.00, 0.26, True","36.00, 0.50, True","22.00, 0.40, True","42.00, 0.47, True","27.00, 0.37, True","13.00, 0.23, True","24.00, 0.35, True","39.00, 0.45, True","12.00, 0.16, True","34.00, 0.31, True","12.00, 0.12, True","41.00, 0.35, True","40.00, 0.34, True","38.00, 0.28, True","43.00, 0.31, True","23.00, 0.15, True","38.00, 0.20, True","41.00, 0.22, True","37.00, 0.20, True","43.00, 0.19, True","44.00, 0.17, True","36.00, 0.05, True","28.00, 0.03, True","26.00, 0.01, True",A,0.478
template_33,"17.00, 0.87, False","47.00, 0.92, False","49.00, 0.92, False","46.00, 0.92, False","45.00, 1.00, False","16.00, 1.00, False",None,"22.00, 1.00, None","33.00, 1.00, None","16.00, 1.00, None","17.00, 1.00, None","17.00, 1.00, None","24.00, 1.00, None","43.00, 1.00, None","44.00, 1.00, True","12.00, 1.00, True","17.00, 1.00, True","44.00, 1.00, True","44.00, 0.92, True","14.00, 0.86, True","15.00, 0.86, True","45.00, 0.84, True","50.00, 0.84, True","16.00, 0.74, True","37.00, 0.73, True","18.00, 0.64, True","12.00, 0.46, True","43.00, 0.68, True","42.00, 0.60, True","42.00, 0.60, True","43.00, 0.60, True","15.00, 0.41, True","16.00, 0.42, True","42.00, 0.60, True","18.00, 0.44, True","39.00, 0.52, True","21.00, 0.39, True","11.00, 0.26, True","27.00, 0.44, True","41.00, 0.53, True","16.00, 0.27, True","40.00, 0.40, True","11.00, 0.15, True","36.00, 0.37, True","45.00, 0.42, True","37.00, 0.33, True","40.00, 0.34, True","22.00, 0.18, True","37.00, 0.24, True","40.00, 0.25, True","40.00, 0.25, True","37.00, 0.20, True","39.00, 0.17, True","33.00, 0.05, True","29.00, 0.04, True","21.00, 0.01, True",A,0.473
template_11,"6.00, 0.79, False","45.00, 0.92, False","44.00, 0.92, False","42.00, 0.91, False","40.00, 1.00, False","11.00, 1.00, False","22.00, 1.00, True",None,"31.00, 1.00, None","17.00, 1.00, None","17.00, 1.00, None","15.00, 1.00, None","25.00, 1.00, None","44.00, 1.00, None","44.00, 1.00, True","24.00, 1.00, True","21.00, 1.00, True","45.00, 1.00, True","47.00, 0.92, True","15.00, 0.86, True","18.00, 0.87, True","43.00, 0.83, True","46.00, 0.84, True","21.00, 0.77, True","30.00, 0.71, True","22.00, 0.67, True","18.00, 0.53, True","43.00, 0.68, True","44.00, 0.61, True","45.00, 0.61, True","40.00, 0.59, True","20.00, 0.46, True","12.00, 0.36, True","38.00, 0.58, True","26.00, 0.51, True","42.00, 0.53, True","25.00, 0.43, True","17.00, 0.35, True","18.00, 0.36, True","42.00, 0.53, True","18.00, 0.29, True","36.00, 0.37, True","14.00, 0.19, True","40.00, 0.40, True","40.00, 0.40, True","38.00, 0.33, True","44.00, 0.36, True","20.00, 0.16, True","40.00, 0.25, True","44.00, 0.27, True","39.00, 0.25, True","42.00, 0.22, True","42.00, 0.19, True","35.00, 0.06, True","27.00, 0.03, True","23.00, 0.01, True",A,0.473
template_15,"29.00, 0.90, False","35.00, 0.91, False","44.00, 0.92, False","43.00, 0.92, False","39.00, 1.00, False","31.00, 1.00, False","33.00, 1.00, True","31.00, 1.00, True",None,"37.00, 1.00, None","38.00, 1.00, None","30.00, 1.00, None","22.00, 1.00, None","42.00, 1.00, None","37.00, 1.00, True","36.00, 1.00, True","30.00, 1.00, True","45.00, 1.00, True","46.00, 0.92, True","36.00, 0.91, True","31.00, 0.90, True","39.00, 0.82, True","42.00, 0.83, True","35.00, 0.82, True","8.00, 0.50, True","32.00, 0.72, True","37.00, 0.65, True","40.00, 0.66, True","45.00, 0.61, True","44.00, 0.61, True","41.00, 0.59, True","34.00, 0.56, True","30.00, 0.54, True","40.00, 0.59, True","35.00, 0.57, True","44.00, 0.54, True","33.00, 0.48, True","34.00, 0.49, True","27.00, 0.44, True","41.00, 0.53, True","35.00, 0.43, True","36.00, 0.37, True","31.00, 0.34, True","40.00, 0.40, True","35.00, 0.37, True","40.00, 0.34, True","42.00, 0.35, True","29.00, 0.23, True","41.00, 0.26, True","40.00, 0.25, True","35.00, 0.22, True","43.00, 0.23, True","40.00, 0.18, True","34.00, 0.05, True","16.00, 0.01, True","22.00, 0.01, True",A,0.473
template_21,"14.00, 0.86, False","50.00, 0.92, False","45.00, 0.92, False","42.00, 0.91, False","46.00, 1.00, False","15.00, 1.00, False","16.00, 1.00, True","17.00, 1.00, True","37.00, 1.00, True",None,"14.00, 1.00, None","15.00, 1.00, None","28.00, 1.00, None","47.00, 1.00, None","47.00, 1.00, True","13.00, 1.00, True","15.00, 1.00, True","47.00, 1.00, True","48.00, 0.92, True","2.00, 0.69, True","13.00, 0.85, True","43.00, 0.83, True","47.00, 0.84, True","13.00, 0.71, True","37.00, 0.73, True","22.00, 0.67, True","7.00, 0.36, True","45.00, 0.68, True","45.00, 0.61, True","45.00, 0.61, True","45.00, 0.61, True","16.00, 0.42, True","15.00, 0.41, True","39.00, 0.59, True","19.00, 0.45, True","43.00, 0.53, True","23.00, 0.41, True","12.00, 0.28, True","23.00, 0.41, True","43.00, 0.53, True","21.00, 0.32, True","36.00, 0.37, True","8.00, 0.11, True","44.00, 0.42, True","45.00, 0.42, True","42.00, 0.35, True","42.00, 0.35, True","26.00, 0.21, True","42.00, 0.26, True","44.00, 0.27, True","41.00, 0.26, True","43.00, 0.23, True","44.00, 0.20, True","36.00, 0.06, True","33.00, 0.05, True","25.00, 0.02, True",A,0.473
