"statistic, pvalue, row is better than column",best set: template_37,template_34,template_40,template_44,template_36,template_48,template_33,template_50,template_35,template_39,template_31,template_38,template_28,template_6,template_51,template_46,template_45,template_54,template_43,template_29,template_52,template_55,template_41,template_23,template_5,template_7,template_30,template_21,template_12,template_47,template_9,template_8,template_32,template_3,template_13,template_19,template_4,template_49,template_2,template_10,template_22,template_1,template_11,template_42,template_27,template_0,template_17,template_53,template_15,template_20,template_18,template_25,template_16,template_14,template_24,template_26,group
best set: template_37,None,"10.00, 0.42, True","9.00, 0.17, True","14.00, 0.24, True","7.00, 0.09, True","14.00, 0.19, True","3.00, 0.04, True","14.00, 0.19, True","7.00, 0.09, True","6.00, 0.05, True","8.00, 0.05, True","12.00, 0.09, True","9.00, 0.06, True","8.00, 0.04, True","4.00, 0.01, True","13.00, 0.07, True","10.00, 0.05, True","14.00, 0.08, True","14.00, 0.06, True","5.00, 0.01, True","10.00, 0.02, True","8.00, 0.02, True","2.00, 0.00, True","10.00, 0.02, True","8.00, 0.01, True","8.00, 0.01, True","12.00, 0.02, True","12.00, 0.02, True","9.00, 0.01, True","7.00, 0.01, True","8.00, 0.01, True","9.00, 0.01, True","6.00, 0.00, True","7.00, 0.00, True","7.00, 0.00, True","11.00, 0.01, True","7.00, 0.00, True","6.00, 0.00, True","9.00, 0.00, True","8.00, 0.00, True","13.00, 0.01, True","11.00, 0.00, True","7.00, 0.00, True","8.00, 0.00, True","11.00, 0.00, True","6.00, 0.00, True","7.00, 0.00, True","3.00, 0.00, True","10.00, 0.00, True","10.00, 0.00, True","11.00, 0.00, True","9.00, 0.00, True","6.00, 0.00, True","9.00, 0.00, True","10.00, 0.00, True","9.00, 0.00, True",A
template_34,"10.00, 0.42, False",None,"10.00, 0.68, True","16.00, 0.74, True","7.00, 0.48, True","11.00, 0.56, True","12.00, 0.57, True","15.00, 0.61, True","11.00, 0.56, True","15.00, 0.50, True","14.00, 0.39, True","11.00, 0.34, True","8.00, 0.29, True","10.00, 0.25, True","10.00, 0.25, True","11.00, 0.26, True","13.00, 0.30, True","13.00, 0.30, True","17.00, 0.28, True","12.00, 0.16, True","9.00, 0.12, True","13.00, 0.18, True","11.00, 0.15, True","16.00, 0.16, True","13.00, 0.13, True","12.00, 0.12, True","8.00, 0.08, True","18.00, 0.18, True","12.00, 0.12, True","11.00, 0.08, True","14.00, 0.11, True","10.00, 0.07, True","3.00, 0.01, True","14.00, 0.06, True","15.00, 0.07, True","17.00, 0.08, True","8.00, 0.02, True","9.00, 0.02, True","8.00, 0.02, True","10.00, 0.02, True","10.00, 0.02, True","14.00, 0.03, True","16.00, 0.04, True","11.00, 0.01, True","15.00, 0.02, True","10.00, 0.01, True","12.00, 0.01, True","7.00, 0.00, True","14.00, 0.01, True","8.00, 0.00, True","7.00, 0.00, True","13.00, 0.00, True","4.00, 0.00, True","7.00, 0.00, True","5.00, 0.00, True","5.00, 0.00, True",A
template_40,"9.00, 0.17, False","10.00, 0.68, False",None,"16.00, 1.00, None","6.00, 1.00, True","15.00, 1.00, True","11.00, 1.00, True","12.00, 1.00, True","13.00, 1.00, True","15.00, 0.86, True","12.00, 0.70, True","7.00, 0.63, True","10.00, 0.68, True","13.00, 0.58, True","10.00, 0.54, True","15.00, 0.61, True","14.00, 0.60, True","12.00, 0.57, True","20.00, 0.55, True","10.00, 0.33, True","12.00, 0.36, True","15.00, 0.41, True","9.00, 0.31, True","17.00, 0.35, True","13.00, 0.30, True","12.00, 0.28, True","10.00, 0.25, True","18.00, 0.36, True","11.00, 0.26, True","12.00, 0.22, True","16.00, 0.27, True","11.00, 0.20, True","8.00, 0.15, True","11.00, 0.11, True","13.00, 0.13, True","18.00, 0.18, True","11.00, 0.11, True","10.00, 0.07, True","9.00, 0.06, True","10.00, 0.07, True","14.00, 0.11, True","13.00, 0.07, True","13.00, 0.07, True","10.00, 0.04, True","17.00, 0.06, True","8.00, 0.02, True","12.00, 0.02, True","9.00, 0.01, True","13.00, 0.02, True","12.00, 0.01, True","10.00, 0.01, True","14.00, 0.01, True","8.00, 0.00, True","11.00, 0.00, True","9.00, 0.00, True","8.00, 0.00, True",A
template_44,"14.00, 0.24, False","16.00, 0.74, False","16.00, 1.00, True",None,"12.00, 1.00, True","16.00, 1.00, True","18.00, 1.00, True","12.00, 1.00, True","20.00, 1.00, True","20.00, 0.88, True","13.00, 0.71, True","19.00, 0.76, True","13.00, 0.71, True","14.00, 0.60, True","14.00, 0.60, True","10.00, 0.54, True","14.00, 0.60, True","14.00, 0.60, True","20.00, 0.55, True","14.00, 0.39, True","13.00, 0.38, True","18.00, 0.44, True","18.00, 0.44, True","18.00, 0.36, True","16.00, 0.34, True","14.00, 0.31, True","10.00, 0.25, True","19.00, 0.37, True","13.00, 0.30, True","15.00, 0.26, True","16.00, 0.27, True","12.00, 0.22, True","12.00, 0.22, True","17.00, 0.17, True","14.00, 0.14, True","15.00, 0.15, True","13.00, 0.13, True","12.00, 0.09, True","8.00, 0.05, True","11.00, 0.08, True","15.00, 0.12, True","17.00, 0.10, True","12.00, 0.07, True","10.00, 0.04, True","18.00, 0.06, True","10.00, 0.02, True","12.00, 0.02, True","10.00, 0.01, True","12.00, 0.02, True","12.00, 0.01, True","10.00, 0.01, True","13.00, 0.01, True","6.00, 0.00, True","9.00, 0.00, True","9.00, 0.00, True","8.00, 0.00, True",A
template_36,"7.00, 0.09, False","7.00, 0.48, False","6.00, 1.00, False","12.00, 1.00, False",None,"13.00, 1.00, None","12.00, 1.00, None","12.00, 1.00, None","13.00, 1.00, None","16.00, 1.00, True","11.00, 0.84, True","10.00, 0.83, True","10.00, 0.83, True","11.00, 0.69, True","9.00, 0.66, True","12.00, 0.70, True","15.00, 0.73, True","12.00, 0.70, True","21.00, 0.66, True","10.00, 0.42, True","9.00, 0.40, True","16.00, 0.51, True","11.00, 0.44, True","16.00, 0.42, True","13.00, 0.38, True","11.00, 0.34, True","12.00, 0.36, True","17.00, 0.43, True","9.00, 0.31, True","13.00, 0.30, True","14.00, 0.31, True","9.00, 0.23, True","6.00, 0.17, True","14.00, 0.19, True","12.00, 0.16, True","15.00, 0.20, True","9.00, 0.12, True","10.00, 0.10, True","9.00, 0.09, True","8.00, 0.08, True","12.00, 0.12, True","14.00, 0.11, True","12.00, 0.09, True","10.00, 0.05, True","15.00, 0.07, True","7.00, 0.02, True","10.00, 0.02, True","8.00, 0.01, True","11.00, 0.02, True","10.00, 0.01, True","7.00, 0.00, True","11.00, 0.01, True","5.00, 0.00, True","8.00, 0.00, True","6.00, 0.00, True","5.00, 0.00, True",A
template_48,"14.00, 0.19, False","11.00, 0.56, False","15.00, 1.00, False","16.00, 1.00, False","13.00, 1.00, True",None,"18.00, 1.00, None","14.00, 1.00, None","18.00, 1.00, None","17.00, 1.00, True","18.00, 0.87, True","16.00, 0.86, True","12.00, 0.85, True","13.00, 0.71, True","11.00, 0.69, True","6.00, 0.61, True","17.00, 0.74, True","11.00, 0.69, True","16.00, 0.62, True","15.00, 0.50, True","8.00, 0.38, True","14.00, 0.49, True","15.00, 0.50, True","17.00, 0.43, True","12.00, 0.36, True","13.00, 0.38, True","15.00, 0.41, True","17.00, 0.43, True","11.00, 0.34, True","11.00, 0.26, True","14.00, 0.31, True","11.00, 0.26, True","8.00, 0.21, True","16.00, 0.21, True","14.00, 0.19, True","16.00, 0.21, True","10.00, 0.14, True","6.00, 0.05, True","13.00, 0.13, True","8.00, 0.08, True","14.00, 0.14, True","14.00, 0.11, True","13.00, 0.10, True","8.00, 0.04, True","16.00, 0.07, True","10.00, 0.04, True","10.00, 0.02, True","8.00, 0.01, True","11.00, 0.02, True","11.00, 0.01, True","8.00, 0.00, True","12.00, 0.01, True","6.00, 0.00, True","8.00, 0.00, True","7.00, 0.00, True","7.00, 0.00, True",A
template_33,"3.00, 0.04, False","12.00, 0.57, False","11.00, 1.00, False","18.00, 1.00, False","12.00, 1.00, True","18.00, 1.00, True",None,"18.00, 1.00, None","8.00, 1.00, None","8.00, 1.00, True","14.00, 0.86, True","12.00, 0.85, True","12.00, 0.85, True","13.00, 0.71, True","9.00, 0.66, True","17.00, 0.74, True","13.00, 0.71, True","16.00, 0.74, True","17.00, 0.63, True","6.00, 0.33, True","12.00, 0.46, True","12.00, 0.46, True","4.00, 0.27, True","17.00, 0.43, True","13.00, 0.38, True","13.00, 0.38, True","16.00, 0.42, True","18.00, 0.44, True","11.00, 0.34, True","9.00, 0.23, True","13.00, 0.30, True","12.00, 0.28, True","9.00, 0.23, True","9.00, 0.12, True","11.00, 0.15, True","18.00, 0.23, True","11.00, 0.15, True","7.00, 0.06, True","11.00, 0.11, True","8.00, 0.08, True","17.00, 0.17, True","13.00, 0.10, True","11.00, 0.08, True","10.00, 0.05, True","15.00, 0.07, True","7.00, 0.02, True","12.00, 0.03, True","6.00, 0.01, True","14.00, 0.03, True","13.00, 0.02, True","13.00, 0.01, True","13.00, 0.01, True","10.00, 0.00, True","12.00, 0.00, True","11.00, 0.00, True","10.00, 0.00, True",B
template_50,"14.00, 0.19, False","15.00, 0.61, False","12.00, 1.00, False","12.00, 1.00, False","12.00, 1.00, True","14.00, 1.00, True","18.00, 1.00, True",None,"21.00, 1.00, None","19.00, 1.00, True","16.00, 0.86, True","13.00, 0.85, True","11.00, 0.84, True","18.00, 0.75, True","14.00, 0.72, True","14.00, 0.72, True","19.00, 0.76, True","11.00, 0.69, True","20.00, 0.65, True","14.00, 0.49, True","8.00, 0.38, True","18.00, 0.53, True","18.00, 0.53, True","22.00, 0.48, True","18.00, 0.44, True","17.00, 0.43, True","10.00, 0.33, True","22.00, 0.48, True","10.00, 0.33, True","15.00, 0.32, True","19.00, 0.37, True","10.00, 0.25, True","11.00, 0.26, True","17.00, 0.22, True","15.00, 0.20, True","20.00, 0.25, True","15.00, 0.20, True","13.00, 0.13, True","13.00, 0.13, True","11.00, 0.11, True","15.00, 0.15, True","14.00, 0.11, True","16.00, 0.13, True","9.00, 0.04, True","20.00, 0.10, True","8.00, 0.02, True","15.00, 0.05, True","11.00, 0.02, True","15.00, 0.04, True","11.00, 0.01, True","11.00, 0.01, True","15.00, 0.01, True","10.00, 0.00, True","10.00, 0.00, True","9.00, 0.00, True","8.00, 0.00, True",A
template_35,"7.00, 0.09, False","11.00, 0.56, False","13.00, 1.00, False","20.00, 1.00, False","13.00, 1.00, True","18.00, 1.00, True","8.00, 1.00, True","21.00, 1.00, True",None,"10.00, 1.00, True","15.00, 0.86, True","14.00, 0.86, True","12.00, 0.85, True","12.00, 0.70, True","12.00, 0.70, True","16.00, 0.74, True","16.00, 0.74, True","15.00, 0.73, True","17.00, 0.63, True","9.00, 0.40, True","12.00, 0.46, True","14.00, 0.49, True","8.00, 0.38, True","16.00, 0.42, True","12.00, 0.36, True","11.00, 0.34, True","15.00, 0.41, True","16.00, 0.42, True","13.00, 0.38, True","13.00, 0.30, True","12.00, 0.28, True","12.00, 0.28, True","13.00, 0.30, True","12.00, 0.16, True","12.00, 0.16, True","17.00, 0.22, True","9.00, 0.12, True","8.00, 0.08, True","10.00, 0.10, True","9.00, 0.09, True","13.00, 0.13, True","11.00, 0.08, True","10.00, 0.07, True","12.00, 0.07, True","14.00, 0.06, True","9.00, 0.03, True","11.00, 0.03, True","6.00, 0.01, True","13.00, 0.03, True","13.00, 0.02, True","11.00, 0.01, True","12.00, 0.01, True","8.00, 0.00, True","9.00, 0.00, True","8.00, 0.00, True","9.00, 0.00, True",A
template_39,"6.00, 0.05, False","15.00, 0.50, False","15.00, 0.86, False","20.00, 0.88, False","16.00, 1.00, False","17.00, 1.00, False","8.00, 1.00, False","19.00, 1.00, False","10.00, 1.00, False",None,"15.00, 1.00, True","15.00, 1.00, True","14.00, 1.00, True","12.00, 0.85, True","11.00, 0.84, True","18.00, 0.87, True","14.00, 0.86, True","19.00, 0.87, True","15.00, 0.73, True","9.00, 0.52, True","14.00, 0.60, True","13.00, 0.58, True","3.00, 0.34, True","18.00, 0.53, True","14.00, 0.49, True","15.00, 0.50, True","17.00, 0.52, True","18.00, 0.53, True","10.00, 0.42, True","14.00, 0.39, True","13.00, 0.38, True","13.00, 0.38, True","13.00, 0.38, True","9.00, 0.17, True","8.00, 0.15, True","19.00, 0.30, True","10.00, 0.18, True","7.00, 0.09, True","12.00, 0.16, True","7.00, 0.09, True","20.00, 0.25, True","11.00, 0.11, True","8.00, 0.08, True","15.00, 0.12, True","15.00, 0.09, True","7.00, 0.03, True","10.00, 0.04, True","5.00, 0.01, True","14.00, 0.04, True","15.00, 0.04, True","15.00, 0.03, True","13.00, 0.01, True","10.00, 0.00, True","11.00, 0.00, True","11.00, 0.00, True","12.00, 0.00, True",B
