"statistic, pvalue, row is better than column",template_50,template_48,best set: template_52,template_54,template_3,template_41,template_35,template_51,template_31,template_43,template_6,template_5,template_8,template_47,template_17,template_29,template_46,template_36,template_11,template_38,template_4,template_2,template_13,template_34,template_37,template_7,template_27,template_30,template_23,template_45,template_12,template_1,template_40,template_49,template_55,template_0,template_9,template_44,template_10,template_39,template_15,template_19,template_25,template_33,template_20,template_42,template_21,template_16,template_18,template_22,template_26,template_53,template_14,template_28,template_24,template_32,group,accuracy
template_50,None,"3.00, 1.00, None","5.00, 1.00, None","4.00, 1.00, True","17.00, 0.87, True","19.00, 0.76, True","20.00, 0.76, True","20.00, 0.76, True","19.00, 0.64, True","19.00, 0.64, True","18.00, 0.64, True","16.00, 0.62, True","16.00, 0.62, True","18.00, 0.64, True","15.00, 0.50, True","17.00, 0.52, True","2.00, 0.18, True","10.00, 0.42, True","15.00, 0.50, True","11.00, 0.44, True","17.00, 0.52, True","13.00, 0.47, True","15.00, 0.41, True","11.00, 0.34, True","18.00, 0.44, True","17.00, 0.43, True","16.00, 0.42, True","10.00, 0.33, True","17.00, 0.43, True","17.00, 0.43, True","16.00, 0.34, True","16.00, 0.27, True","10.00, 0.18, True","15.00, 0.26, True","17.00, 0.28, True","18.00, 0.29, True","15.00, 0.20, True","3.00, 0.04, True","14.00, 0.19, True","16.00, 0.21, True","14.00, 0.19, True","14.00, 0.19, True","13.00, 0.18, True","15.00, 0.20, True","15.00, 0.20, True","3.00, 0.02, True","14.00, 0.14, True","14.00, 0.14, True","15.00, 0.15, True","15.00, 0.15, True","16.00, 0.16, True","14.00, 0.14, True","18.00, 0.14, True","11.00, 0.08, True","15.00, 0.12, True","7.00, 0.02, True",A,0.33
template_48,"3.00, 1.00, True",None,"7.00, 1.00, None","3.00, 1.00, True","18.00, 0.87, True","19.00, 0.76, True","20.00, 0.76, True","18.00, 0.75, True","19.00, 0.64, True","19.00, 0.64, True","17.00, 0.63, True","17.00, 0.63, True","15.00, 0.61, True","17.00, 0.63, True","16.00, 0.51, True","17.00, 0.52, True","2.00, 0.18, True","10.00, 0.42, True","16.00, 0.51, True","10.00, 0.42, True","17.00, 0.52, True","12.00, 0.46, True","16.00, 0.42, True","11.00, 0.34, True","18.00, 0.44, True","17.00, 0.43, True","17.00, 0.43, True","11.00, 0.34, True","18.00, 0.44, True","16.00, 0.42, True","15.00, 0.32, True","16.00, 0.27, True","10.00, 0.18, True","14.00, 0.24, True","16.00, 0.27, True","18.00, 0.29, True","16.00, 0.21, True","4.00, 0.05, True","13.00, 0.18, True","15.00, 0.20, True","15.00, 0.20, True","15.00, 0.20, True","14.00, 0.19, True","16.00, 0.21, True","14.00, 0.19, True","3.00, 0.02, True","15.00, 0.15, True","14.00, 0.14, True","15.00, 0.15, True","15.00, 0.15, True","15.00, 0.15, True","14.00, 0.14, True","18.00, 0.14, True","11.00, 0.08, True","15.00, 0.12, True","7.00, 0.02, True",A,0.33
template_52,"5.00, 1.00, True","7.00, 1.00, True",None,"4.00, 1.00, True","18.00, 0.87, True","20.00, 0.76, True","21.00, 0.77, True","20.00, 0.76, True","19.00, 0.64, True","18.00, 0.64, True","20.00, 0.65, True","18.00, 0.64, True","18.00, 0.64, True","18.00, 0.64, True","17.00, 0.52, True","19.00, 0.54, True","5.00, 0.30, True","13.00, 0.47, True","17.00, 0.52, True","15.00, 0.50, True","20.00, 0.55, True","13.00, 0.47, True","17.00, 0.43, True","14.00, 0.39, True","18.00, 0.44, True","17.00, 0.43, True","18.00, 0.44, True","12.00, 0.36, True","19.00, 0.45, True","18.00, 0.44, True","18.00, 0.36, True","17.00, 0.28, True","14.00, 0.24, True","14.00, 0.24, True","17.00, 0.28, True","20.00, 0.31, True","16.00, 0.21, True","6.00, 0.08, True","16.00, 0.21, True","15.00, 0.20, True","17.00, 0.22, True","17.00, 0.22, True","16.00, 0.21, True","16.00, 0.21, True","17.00, 0.22, True","6.00, 0.05, True","17.00, 0.17, True","16.00, 0.16, True","17.00, 0.17, True","17.00, 0.17, True","18.00, 0.18, True","14.00, 0.14, True","20.00, 0.16, True","14.00, 0.11, True","17.00, 0.14, True","10.00, 0.04, True",A,0.33
template_54,"4.00, 1.00, False","3.00, 1.00, False","4.00, 1.00, False",None,"19.00, 1.00, True","19.00, 0.87, True","20.00, 0.88, True","19.00, 0.87, True","19.00, 0.76, True","19.00, 0.76, True","19.00, 0.76, True","18.00, 0.75, True","17.00, 0.74, True","18.00, 0.75, True","17.00, 0.63, True","17.00, 0.63, True","4.00, 0.39, True","12.00, 0.57, True","17.00, 0.63, True","13.00, 0.58, True","20.00, 0.65, True","14.00, 0.60, True","17.00, 0.52, True","14.00, 0.49, True","18.00, 0.53, True","17.00, 0.52, True","18.00, 0.53, True","12.00, 0.46, True","19.00, 0.54, True","16.00, 0.51, True","17.00, 0.43, True","16.00, 0.34, True","13.00, 0.30, True","14.00, 0.31, True","17.00, 0.35, True","20.00, 0.38, True","16.00, 0.27, True","5.00, 0.10, True","15.00, 0.26, True","15.00, 0.26, True","16.00, 0.27, True","16.00, 0.27, True","15.00, 0.26, True","16.00, 0.27, True","16.00, 0.27, True","5.00, 0.06, True","16.00, 0.21, True","16.00, 0.21, True","17.00, 0.22, True","17.00, 0.22, True","17.00, 0.22, True","15.00, 0.20, True","20.00, 0.20, True","14.00, 0.14, True","17.00, 0.17, True","10.00, 0.05, True",A,0.32
template_3,"17.00, 0.87, False","18.00, 0.87, False","18.00, 0.87, False","19.00, 1.00, False",None,"11.00, 1.00, True","9.00, 1.00, True","16.00, 1.00, True","12.00, 0.85, True","18.00, 0.87, True","20.00, 0.88, True","9.00, 0.82, True","21.00, 0.88, True","20.00, 0.88, True","9.00, 0.66, True","11.00, 0.69, True","17.00, 0.74, True","16.00, 0.74, True","8.00, 0.65, True","16.00, 0.74, True","18.00, 0.75, True","15.00, 0.73, True","8.00, 0.50, True","14.00, 0.60, True","7.00, 0.48, True","8.00, 0.50, True","10.00, 0.54, True","18.00, 0.64, True","9.00, 0.52, True","17.00, 0.63, True","17.00, 0.52, True","10.00, 0.33, True","14.00, 0.39, True","13.00, 0.38, True","16.00, 0.42, True","17.00, 0.43, True","6.00, 0.17, True","14.00, 0.31, True","15.00, 0.32, True","9.00, 0.23, True","9.00, 0.23, True","8.00, 0.21, True","8.00, 0.21, True","8.00, 0.21, True","15.00, 0.32, True","14.00, 0.24, True","6.00, 0.12, True","14.00, 0.24, True","14.00, 0.24, True","14.00, 0.24, True","15.00, 0.26, True","14.00, 0.24, True","14.00, 0.19, True","12.00, 0.16, True","14.00, 0.19, True","9.00, 0.06, True",A,0.31
template_41,"19.00, 0.76, False","19.00, 0.76, False","20.00, 0.76, False","19.00, 0.87, False","11.00, 1.00, False",None,"5.00, 1.00, None","19.00, 1.00, None","8.00, 1.00, True","17.00, 1.00, True","19.00, 1.00, True","8.00, 1.00, True","20.00, 1.00, True","19.00, 1.00, True","9.00, 0.82, True","6.00, 0.79, True","20.00, 0.88, True","20.00, 0.88, True","9.00, 0.82, True","18.00, 0.87, True","20.00, 0.88, True","16.00, 0.86, True","8.00, 0.65, True","19.00, 0.76, True","5.00, 0.58, True","7.00, 0.63, True","8.00, 0.65, True","20.00, 0.76, True","7.00, 0.63, True","18.00, 0.75, True","16.00, 0.62, True","9.00, 0.40, True","16.00, 0.51, True","16.00, 0.51, True","17.00, 0.52, True","18.00, 0.53, True","7.00, 0.26, True","17.00, 0.43, True","15.00, 0.41, True","2.00, 0.11, True","7.00, 0.26, True","7.00, 0.26, True","7.00, 0.26, True","3.00, 0.15, True","16.00, 0.42, True","15.00, 0.32, True","5.00, 0.14, True","16.00, 0.34, True","18.00, 0.36, True","17.00, 0.35, True","17.00, 0.35, True","17.00, 0.35, True","17.00, 0.28, True","16.00, 0.27, True","17.00, 0.28, True","14.00, 0.14, True",A,0.3
template_35,"20.00, 0.76, False","20.00, 0.76, False","21.00, 0.77, False","20.00, 0.88, False","9.00, 1.00, False","5.00, 1.00, True",None,"19.00, 1.00, None","10.00, 1.00, True","18.00, 1.00, True","18.00, 1.00, True","8.00, 1.00, True","17.00, 1.00, True","21.00, 1.00, True","8.00, 0.81, True","5.00, 0.77, True","21.00, 0.88, True","18.00, 0.87, True","8.00, 0.81, True","17.00, 0.87, True","19.00, 0.87, True","16.00, 0.86, True","6.00, 0.61, True","16.00, 0.74, True","2.00, 0.45, True","6.00, 0.61, True","7.00, 0.63, True","19.00, 0.76, True","6.00, 0.61, True","19.00, 0.76, True","15.00, 0.61, True","8.00, 0.38, True","15.00, 0.50, True","17.00, 0.52, True","18.00, 0.53, True","17.00, 0.52, True","5.00, 0.21, True","17.00, 0.43, True","13.00, 0.38, True","2.00, 0.11, True","6.00, 0.24, True","6.00, 0.24, True","6.00, 0.24, True","2.00, 0.11, True","13.00, 0.38, True","15.00, 0.32, True","4.00, 0.12, True","14.00, 0.31, True","15.00, 0.32, True","14.00, 0.31, True","14.00, 0.31, True","18.00, 0.36, True","15.00, 0.26, True","13.00, 0.23, True","14.00, 0.24, True","13.00, 0.13, True",A,0.3
template_51,"20.00, 0.76, False","18.00, 0.75, False","20.00, 0.76, False","19.00, 0.87, False","16.00, 1.00, False","19.00, 1.00, True","19.00, 1.00, True",None,"17.00, 1.00, True","10.00, 1.00, True","19.00, 1.00, True","23.00, 1.00, True","19.00, 1.00, True","7.00, 1.00, True","24.00, 0.89, True","21.00, 0.88, True","19.00, 0.87, True","22.00, 0.88, True","23.00, 0.89, True","19.00, 0.87, True","19.00, 0.87, True","17.00, 0.87, True","23.00, 0.78, True","20.00, 0.76, True","16.00, 0.74, True","20.00, 0.76, True","24.00, 0.78, True","19.00, 0.76, True","23.00, 0.78, True","8.00, 0.65, True","17.00, 0.63, True","23.00, 0.58, True","19.00, 0.54, True","5.00, 0.30, True","6.00, 0.33, True","17.00, 0.52, True","20.00, 0.46, True","16.00, 0.42, True","15.00, 0.41, True","13.00, 0.38, True","23.00, 0.49, True","22.00, 0.48, True","22.00, 0.48, True","16.00, 0.42, True","16.00, 0.42, True","17.00, 0.35, True","20.00, 0.38, True","15.00, 0.32, True","16.00, 0.34, True","16.00, 0.34, True","16.00, 0.34, True","6.00, 0.17, True","16.00, 0.27, True","16.00, 0.27, True","16.00, 0.27, True","15.00, 0.15, True",A,0.3
template_31,"19.00, 0.64, False","19.00, 0.64, False","19.00, 0.64, False","19.00, 0.76, False","12.00, 0.85, False","8.00, 1.00, False","10.00, 1.00, False","17.00, 1.00, False",None,"15.00, 1.00, None","19.00, 1.00, None","15.00, 1.00, None","20.00, 1.00, None","17.00, 1.00, None","13.00, 1.00, True","12.00, 1.00, True","22.00, 1.00, True","18.00, 1.00, True","14.00, 1.00, True","18.00, 1.00, True","20.00, 1.00, True","18.00, 1.00, True","14.00, 0.86, True","19.00, 0.87, True","8.00, 0.81, True","13.00, 0.85, True","13.00, 0.85, True","19.00, 0.87, True","12.00, 0.85, True","15.00, 0.86, True","19.00, 0.76, True","12.00, 0.57, True","17.00, 0.63, True","15.00, 0.61, True","14.00, 0.60, True","18.00, 0.64, True","11.00, 0.44, True","17.00, 0.52, True","17.00, 0.52, True","8.00, 0.38, True","11.00, 0.44, True","12.00, 0.46, True","11.00, 0.44, True","6.00, 0.33, True","18.00, 0.53, True","15.00, 0.41, True","10.00, 0.33, True","16.00, 0.42, True","19.00, 0.45, True","18.00, 0.44, True","19.00, 0.45, True","15.00, 0.41, True","17.00, 0.35, True","17.00, 0.35, True","18.00, 0.36, True","14.00, 0.19, True",A,0.29
template_43,"19.00, 0.64, False","19.00, 0.64, False","18.00, 0.64, False","19.00, 0.76, False","18.00, 0.87, False","17.00, 1.00, False","18.00, 1.00, False","10.00, 1.00, False","15.00, 1.00, True",None,"16.00, 1.00, None","22.00, 1.00, None","19.00, 1.00, None","10.00, 1.00, None","25.00, 1.00, True","22.00, 1.00, True","19.00, 1.00, True","21.00, 1.00, True","23.00, 1.00, True","21.00, 1.00, True","18.00, 1.00, True","16.00, 1.00, True","23.00, 0.89, True","19.00, 0.87, True","17.00, 0.87, True","20.00, 0.88, True","25.00, 0.89, True","19.00, 0.87, True","24.00, 0.89, True","10.00, 0.83, True","16.00, 0.74, True","21.00, 0.66, True","20.00, 0.65, True","6.00, 0.45, True","9.00, 0.52, True","18.00, 0.64, True","21.00, 0.56, True","16.00, 0.51, True","15.00, 0.50, True","13.00, 0.47, True","23.00, 0.58, True","23.00, 0.58, True","23.00, 0.58, True","16.00, 0.51, True","16.00, 0.51, True","17.00, 0.43, True","21.00, 0.47, True","15.00, 0.41, True","17.00, 0.43, True","16.00, 0.42, True","16.00, 0.42, True","9.00, 0.31, True","17.00, 0.35, True","16.00, 0.34, True","16.00, 0.34, True","14.00, 0.19, True",A,0.29
