method,sample_size,gap,gap_std,auc
Best Global Configuration,100,0.13306647796917798,0.020278740126075265,0.07263133462097685
Best Global Configuration,200,0.13653561492111901,0.019966375655783273,0.07263133462097685
Best Global Configuration,500,0.13830881044652168,0.021172315933870506,0.07263133462097685
Best Global Configuration,1000,0.12483947056611273,0.02771021112030036,0.07263133462097685
Best Global Configuration,2000,0.10198400687546208,0.027521235327447352,0.07263133462097685
Best Global Configuration,5000,0.09975616496892825,0.022827430663003825,0.07263133462097685
Best Global Configuration,10000,0.11007565418718816,0.03111827248930344,0.07263133462097685
Best Global Configuration,20000,0.12209591274449243,0.026095389043135957,0.07263133462097685
Best Global Configuration,50000,0.12451961352030003,0.025103494800440853,0.07263133462097685
Best Global Configuration,100000,0.07439973591439795,0.046802633081963294,0.07263133462097685
Best Global Configuration,200000,0.05292848128610979,0.026945021813727155,0.07263133462097685
Best Global Configuration,500000,0.03390951161500998,0.025450567138780803,0.07263133462097685
Best Global Configuration,1000000,0.03283138955247726,0.025624540529688787,0.07263133462097685
Best Global Configuration,2000000,0.010890865498553027,0.009328460217252579,0.07263133462097685
Best Global Configuration,5000000,0.008565871643113737,0.008749566392714138,0.07263133462097685
Best Global Configuration,10000000,0.005638922329451351,0.006276947165767737,0.07263133462097685
Best Global Configuration,20000000,0.0025150919655287708,0.0030448582949289676,0.07263133462097685
Best Global Configuration,50000000,0.002160957220610088,0.0027311737099889126,0.07263133462097685
Best Global Configuration,53368034,0.0015721747595913937,0.0021870106972276806,0.07263133462097685
Axis-wise Optimization,100,0.07514147900246626,0.035505329857372495,0.06229795061327245
Axis-wise Optimization,200,0.08877871744049175,0.03420399650995031,0.06229795061327245
Axis-wise Optimization,500,0.0803630906130367,0.035852264409593854,0.06229795061327245
Axis-wise Optimization,1000,0.0729055609410589,0.030379902323755537,0.06229795061327245
Axis-wise Optimization,2000,0.08122124615007262,0.032483259699590955,0.06229795061327245
Axis-wise Optimization,5000,0.06161970202062287,0.028373088175233308,0.06229795061327245
Axis-wise Optimization,10000,0.05929405954371163,0.02844449035431308,0.06229795061327245
Axis-wise Optimization,20000,0.05887895716453291,0.017925125913018727,0.06229795061327245
Axis-wise Optimization,50000,0.0518781216160011,0.02149435899593774,0.06229795061327245
Axis-wise Optimization,100000,0.05530364094041414,0.019740233681473436,0.06229795061327245
Axis-wise Optimization,200000,0.05459240492602204,0.013508156869360967,0.06229795061327245
Axis-wise Optimization,500000,0.05137562374037481,0.016706651040067973,0.06229795061327245
Axis-wise Optimization,1000000,0.05213234059174743,0.015167511273728635,0.06229795061327245
Axis-wise Optimization,2000000,0.056175093418436226,1.3877787807814457e-17,0.06229795061327245
Axis-wise Optimization,5000000,0.056175093418436226,1.3877787807814457e-17,0.06229795061327245
Axis-wise Optimization,10000000,0.056175093418436226,1.3877787807814457e-17,0.06229795061327245
Axis-wise Optimization,20000000,0.056175093418436226,1.3877787807814457e-17,0.06229795061327245
Axis-wise Optimization,50000000,0.056175093418436226,1.3877787807814457e-17,0.06229795061327245
Axis-wise Optimization,53368034,0.056175093418436226,1.3877787807814457e-17,0.06229795061327245
Random Baseline,100,0.12363621016291945,0.02601323090372045,0.11325154619606811
Random Baseline,200,0.12343507054210252,0.025763039708654106,0.11325154619606811
Random Baseline,500,0.10338757386876536,0.029372557118701306,0.11325154619606811
Random Baseline,1000,0.125130900598655,0.03142661611250955,0.11325154619606811
Random Baseline,2000,0.12151339823186727,0.03532932904206352,0.11325154619606811
Random Baseline,5000,0.11837365073285595,0.027987203140769207,0.11325154619606811
Random Baseline,10000,0.10221116027518773,0.025838144056725503,0.11325154619606811
Random Baseline,20000,0.10282693789618139,0.026904993120610197,0.11325154619606811
Random Baseline,50000,0.12559692273506534,0.021629166688132567,0.11325154619606811
Random Baseline,100000,0.13692904570015774,0.025059443148338783,0.11325154619606811
Random Baseline,200000,0.1060526077485274,0.033545270550518855,0.11325154619606811
Random Baseline,500000,0.12859907832503445,0.026875799442501142,0.11325154619606811
Random Baseline,1000000,0.10504217534462357,0.0372292427141586,0.11325154619606811
Random Baseline,2000000,0.09565230338107107,0.0262224287181132,0.11325154619606811
Random Baseline,5000000,0.13661668904217067,0.015804056392389132,0.11325154619606811
Random Baseline,10000000,0.09924886579483659,0.02445195185835053,0.11325154619606811
Random Baseline,20000000,0.08455733400013131,0.03242823350077403,0.11325154619606811
Random Baseline,50000000,0.1009792118489345,0.04427422658986947,0.11325154619606811
Random Baseline,53368034,0.1177474322720082,0.03547532869857644,0.11325154619606811
Regression Predictor,100,0.1047069427234062,0.03687622642959015,0.06543440770102701
Regression Predictor,200,0.10188356444383054,0.03087916473728658,0.06543440770102701
Regression Predictor,500,0.09146332163224638,0.04304362121450818,0.06543440770102701
Regression Predictor,1000,0.08844063268486357,0.03646516001821511,0.06543440770102701
Regression Predictor,2000,0.07658216389585526,0.021096835614117716,0.06543440770102701
Regression Predictor,5000,0.07601186506785679,0.02724473694671307,0.06543440770102701
Regression Predictor,10000,0.0738762161121251,0.02712546929350971,0.06543440770102701
Regression Predictor,20000,0.051914014471683756,0.024046615349523976,0.06543440770102701
Regression Predictor,50000,0.04833678659449571,0.022091311714896783,0.06543440770102701
Regression Predictor,100000,0.050407262682136855,0.016119847699706417,0.06543440770102701
Regression Predictor,200000,0.052614117380501105,0.014651721014097278,0.06543440770102701
Regression Predictor,500000,0.05233126175428957,0.013279002591609563,0.06543440770102701
Regression Predictor,1000000,0.05140589726945331,0.01468919699256329,0.06543440770102701
Regression Predictor,2000000,0.05131392579638261,0.01458350286616089,0.06543440770102701
Regression Predictor,5000000,0.056175093418436226,1.3877787807814457e-17,0.06543440770102701
Regression Predictor,10000000,0.056175093418436226,1.3877787807814457e-17,0.06543440770102701
Regression Predictor,20000000,0.056175093418436226,1.3877787807814457e-17,0.06543440770102701
Regression Predictor,50000000,0.056175093418436226,1.3877787807814457e-17,0.06543440770102701
Regression Predictor,53368034,0.056175093418436226,1.3877787807814457e-17,0.06543440770102701
