method,sample_size,gap,gap_std,auc
Best Global Configuration,100,0.15053802020253995,0.03169447691727476,0.08238133036197236
Best Global Configuration,200,0.15406915731849352,0.03396310643037073,0.08238133036197236
Best Global Configuration,500,0.15542041513820598,0.037575600494282914,0.08238133036197236
Best Global Configuration,1000,0.14009247923554632,0.03670231310469407,0.08238133036197236
Best Global Configuration,2000,0.11543018152255984,0.019333520966486887,0.08238133036197236
Best Global Configuration,5000,0.12820268386307074,0.027558816850553915,0.08238133036197236
Best Global Configuration,10000,0.12524695295495253,0.030221732773819062,0.08238133036197236
Best Global Configuration,20000,0.14307495883966562,0.02856272302047483,0.08238133036197236
Best Global Configuration,50000,0.16633190787882368,0.04534116103462275,0.08238133036197236
Best Global Configuration,100000,0.043648545182307576,0.030712365361786485,0.08238133036197236
Best Global Configuration,200000,0.028156631131344933,0.01487086363236016,0.08238133036197236
Best Global Configuration,500000,0.030619191695099534,0.007783014187880438,0.08238133036197236
Best Global Configuration,1000000,0.029292099136522132,0.011453973656927893,0.08238133036197236
Best Global Configuration,2000000,0.014520268868421582,0.006198494979182647,0.08238133036197236
Best Global Configuration,5000000,0.014654115914864785,0.009131340453991778,0.08238133036197236
Best Global Configuration,10000000,0.009852319772335949,0.007376960564581401,0.08238133036197236
Best Global Configuration,20000000,0.006235257616419398,0.004934991593719368,0.08238133036197236
Best Global Configuration,40585122,0.003209525888400122,0.0029494956486082625,0.08238133036197236
Axis-wise Optimization,100,0.04620880684798205,0.0266817239464769,0.019534030534426282
Axis-wise Optimization,200,0.05477846907531932,0.03833231427350237,0.019534030534426282
Axis-wise Optimization,500,0.03848023158302684,0.021297518519827443,0.019534030534426282
Axis-wise Optimization,1000,0.024691926471157234,0.017664243352166663,0.019534030534426282
Axis-wise Optimization,2000,0.024887869280316187,0.012133614035783816,0.019534030534426282
Axis-wise Optimization,5000,0.019806080422248518,0.0069112866722293555,0.019534030534426282
Axis-wise Optimization,10000,0.021498434515269126,0.006759458578260226,0.019534030534426282
Axis-wise Optimization,20000,0.020320171540517205,0.013172781559758314,0.019534030534426282
Axis-wise Optimization,50000,0.014813082400381572,0.008417246837009363,0.019534030534426282
Axis-wise Optimization,100000,0.017323398925721444,0.006421883402884767,0.019534030534426282
Axis-wise Optimization,200000,0.013246858172439046,0.007392635266156591,0.019534030534426282
Axis-wise Optimization,500000,0.014714828493413257,0.0059817338176609,0.019534030534426282
Axis-wise Optimization,1000000,0.014158094206821903,0.005251759610178652,0.019534030534426282
Axis-wise Optimization,2000000,0.006280454791553924,0.005251759610178652,0.019534030534426282
Axis-wise Optimization,5000000,0.006280454791553924,0.005251759610178652,0.019534030534426282
Axis-wise Optimization,10000000,0.0075933946940985875,0.006016646486338862,0.019534030534426282
Axis-wise Optimization,20000000,0.0036545749864645982,0.0,0.019534030534426282
Axis-wise Optimization,40585122,0.0075933946940985875,0.006016646486338862,0.019534030534426282
Random Baseline,100,0.0807215179136397,0.06338268579818446,0.07910895202253405
Random Baseline,200,0.046417793247011965,0.03893986893906906,0.07910895202253405
Random Baseline,500,0.09748129134849269,0.06322736825817556,0.07910895202253405
Random Baseline,1000,0.0996312081515153,0.05222224827876568,0.07910895202253405
Random Baseline,2000,0.07939286914699294,0.0608215031503679,0.07910895202253405
Random Baseline,5000,0.06059943405978609,0.028713900250100993,0.07910895202253405
Random Baseline,10000,0.09765894645814478,0.04826557982682709,0.07910895202253405
Random Baseline,20000,0.060102403910510714,0.04172410639545679,0.07910895202253405
Random Baseline,50000,0.08302492543670513,0.06456205769258033,0.07910895202253405
Random Baseline,100000,0.055817276135335804,0.029683379116771585,0.07910895202253405
Random Baseline,200000,0.09816034824326464,0.06288266049415234,0.07910895202253405
Random Baseline,500000,0.09451626602546012,0.06252414577389348,0.07910895202253405
Random Baseline,1000000,0.09705681576166844,0.06852860456529863,0.07910895202253405
Random Baseline,2000000,0.06922941779496042,0.05205525932242126,0.07910895202253405
Random Baseline,5000000,0.07639203770395567,0.06763250783510678,0.07910895202253405
Random Baseline,10000000,0.0644832623563956,0.049886511101074775,0.07910895202253405
Random Baseline,20000000,0.08242066132741904,0.04841197645551484,0.07910895202253405
Random Baseline,40585122,0.09216694279839013,0.06584891864367401,0.07910895202253405
Regression Predictor,100,0.06180975969778959,0.04001509786884107,0.02130138770691594
Regression Predictor,200,0.0588000665491271,0.03939744747391857,0.02130138770691594
Regression Predictor,500,0.05647504381663131,0.05446052674148598,0.02130138770691594
Regression Predictor,1000,0.024833945332803743,0.016851474391076905,0.02130138770691594
Regression Predictor,2000,0.028610513588577535,0.013198313324864725,0.02130138770691594
Regression Predictor,5000,0.021198320081175483,0.006822176996259172,0.02130138770691594
Regression Predictor,10000,0.025185061466687208,0.00972086080000876,0.02130138770691594
Regression Predictor,20000,0.02654544232480157,0.009781965509865024,0.02130138770691594
Regression Predictor,50000,0.016343626390452903,0.00950448440836398,0.02130138770691594
Regression Predictor,100000,0.012923747100953575,0.0070306214346841376,0.02130138770691594
Regression Predictor,200000,0.010241985405790433,0.006307124104515431,0.02130138770691594
Regression Predictor,500000,0.012535618964447371,0.006394813864830443,0.02130138770691594
Regression Predictor,1000000,0.010219274499187914,0.006564699512723315,0.02130138770691594
Regression Predictor,2000000,0.006280454791553924,0.005251759610178652,0.02130138770691594
Regression Predictor,5000000,0.004967514889009261,0.003938819707633989,0.02130138770691594
Regression Predictor,10000000,0.006280454791553924,0.005251759610178652,0.02130138770691594
Regression Predictor,20000000,0.0036545749864645982,0.0,0.02130138770691594
Regression Predictor,40585122,0.0036545749864645982,0.0,0.02130138770691594
