"statistic, pvalue, row is better than column",template_25,template_40,best set: template_9,template_23,template_21,template_19,template_27,template_13,template_5,template_36,template_47,template_7,template_15,template_32,template_34,template_38,template_1,template_49,template_8,template_53,template_55,template_46,template_44,template_11,template_10,template_43,template_6,template_0,template_37,template_4,template_48,template_17,template_41,template_26,template_30,template_2,template_3,template_54,template_42,template_12,template_39,template_28,template_31,template_35,template_33,template_52,template_18,template_24,template_29,template_51,template_20,template_14,template_50,template_16,template_45,template_22,group,accuracy
template_25,None,"25.00, 1.00, None","7.00, 1.00, None","5.00, 1.00, None","4.00, 1.00, True","4.00, 1.00, True","2.00, 0.69, True","6.00, 0.61, True","8.00, 0.65, True","21.00, 0.77, True","13.00, 0.58, True","8.00, 0.50, True","4.00, 0.39, True","20.00, 0.65, True","19.00, 0.64, True","20.00, 0.55, True","8.00, 0.38, True","12.00, 0.46, True","15.00, 0.50, True","12.00, 0.46, True","9.00, 0.31, True","20.00, 0.46, True","20.00, 0.46, True","5.00, 0.21, True","16.00, 0.42, True","13.00, 0.38, True","13.00, 0.38, True","15.00, 0.41, True","10.00, 0.25, True","14.00, 0.31, True","17.00, 0.35, True","6.00, 0.17, True","12.00, 0.22, True","12.00, 0.22, True","17.00, 0.28, True","16.00, 0.27, True","9.00, 0.17, True","18.00, 0.23, True","16.00, 0.21, True","11.00, 0.15, True","10.00, 0.14, True","19.00, 0.24, True","10.00, 0.14, True","10.00, 0.14, True","9.00, 0.12, True","16.00, 0.16, True","12.00, 0.12, True","11.00, 0.11, True","9.00, 0.06, True","9.00, 0.06, True","10.00, 0.07, True","11.00, 0.06, True","15.00, 0.09, True","13.00, 0.05, True","8.00, 0.02, True","8.00, 0.02, True",A,0.31
template_40,"25.00, 1.00, True",None,"22.00, 1.00, None","24.00, 1.00, None","25.00, 1.00, True","25.00, 1.00, True","25.00, 0.89, True","21.00, 0.77, True","21.00, 0.77, True","7.00, 0.63, True","19.00, 0.64, True","18.00, 0.64, True","20.00, 0.65, True","7.00, 0.48, True","9.00, 0.52, True","3.00, 0.23, True","20.00, 0.55, True","19.00, 0.54, True","13.00, 0.47, True","19.00, 0.54, True","19.00, 0.45, True","11.00, 0.34, True","15.00, 0.41, True","18.00, 0.44, True","12.00, 0.36, True","19.00, 0.45, True","13.00, 0.38, True","14.00, 0.39, True","14.00, 0.31, True","12.00, 0.28, True","10.00, 0.25, True","21.00, 0.39, True","11.00, 0.20, True","14.00, 0.24, True","13.00, 0.23, True","16.00, 0.27, True","17.00, 0.28, True","8.00, 0.11, True","10.00, 0.14, True","11.00, 0.15, True","11.00, 0.15, True","9.00, 0.12, True","15.00, 0.20, True","11.00, 0.15, True","11.00, 0.15, True","9.00, 0.09, True","13.00, 0.13, True","12.00, 0.12, True","10.00, 0.07, True","13.00, 0.10, True","12.00, 0.09, True","11.00, 0.06, True","7.00, 0.03, True","8.00, 0.02, True","14.00, 0.06, True","12.00, 0.05, True",A,0.31
template_9,"7.00, 1.00, True","22.00, 1.00, True",None,"6.00, 1.00, None","7.00, 1.00, True","6.00, 1.00, True","4.00, 0.75, True","7.00, 0.63, True","5.00, 0.58, True","20.00, 0.76, True","11.00, 0.56, True","4.00, 0.39, True","6.00, 0.45, True","17.00, 0.63, True","18.00, 0.64, True","16.00, 0.51, True","8.00, 0.38, True","10.00, 0.42, True","13.00, 0.47, True","13.00, 0.47, True","9.00, 0.31, True","18.00, 0.44, True","17.00, 0.43, True","4.00, 0.18, True","14.00, 0.39, True","12.00, 0.36, True","11.00, 0.34, True","15.00, 0.41, True","10.00, 0.25, True","12.00, 0.28, True","15.00, 0.32, True","4.00, 0.12, True","8.00, 0.15, True","14.00, 0.24, True","15.00, 0.26, True","15.00, 0.26, True","6.00, 0.12, True","17.00, 0.22, True","15.00, 0.20, True","10.00, 0.14, True","9.00, 0.12, True","17.00, 0.22, True","9.00, 0.12, True","8.00, 0.11, True","8.00, 0.11, True","16.00, 0.16, True","13.00, 0.13, True","13.00, 0.13, True","5.00, 0.03, True","9.00, 0.06, True","12.00, 0.09, True","13.00, 0.07, True","13.00, 0.07, True","11.00, 0.04, True","5.00, 0.01, True","10.00, 0.04, True",A,0.31
template_23,"5.00, 1.00, True","24.00, 1.00, True","6.00, 1.00, True",None,"5.00, 1.00, True","3.00, 1.00, True","3.00, 0.73, True","8.00, 0.65, True","7.00, 0.63, True","19.00, 0.76, True","12.00, 0.57, True","6.00, 0.45, True","3.00, 0.34, True","18.00, 0.64, True","17.00, 0.63, True","18.00, 0.53, True","7.00, 0.36, True","13.00, 0.47, True","14.00, 0.49, True","12.00, 0.46, True","9.00, 0.31, True","19.00, 0.45, True","20.00, 0.46, True","6.00, 0.24, True","16.00, 0.42, True","13.00, 0.38, True","13.00, 0.38, True","16.00, 0.42, True","8.00, 0.21, True","13.00, 0.30, True","17.00, 0.35, True","5.00, 0.14, True","9.00, 0.17, True","12.00, 0.22, True","16.00, 0.27, True","15.00, 0.26, True","8.00, 0.15, True","16.00, 0.21, True","15.00, 0.20, True","11.00, 0.15, True","8.00, 0.11, True","20.00, 0.25, True","8.00, 0.11, True","6.00, 0.08, True","7.00, 0.09, True","15.00, 0.15, True","11.00, 0.11, True","11.00, 0.11, True","6.00, 0.03, True","8.00, 0.05, True","10.00, 0.07, True","11.00, 0.06, True","13.00, 0.07, True","12.00, 0.05, True","7.00, 0.02, True","8.00, 0.02, True",A,0.31
template_21,"4.00, 1.00, False","25.00, 1.00, False","7.00, 1.00, False","5.00, 1.00, False",None,"3.00, 1.00, None","4.00, 1.00, True","7.00, 0.80, True","6.00, 0.79, True","21.00, 0.88, True","12.00, 0.70, True","6.00, 0.61, True","3.00, 0.51, True","19.00, 0.76, True","19.00, 0.76, True","20.00, 0.65, True","6.00, 0.45, True","11.00, 0.56, True","17.00, 0.63, True","14.00, 0.60, True","8.00, 0.38, True","19.00, 0.54, True","20.00, 0.55, True","4.00, 0.27, True","16.00, 0.51, True","13.00, 0.47, True","13.00, 0.47, True","15.00, 0.50, True","11.00, 0.34, True","14.00, 0.39, True","16.00, 0.42, True","3.00, 0.15, True","11.00, 0.26, True","14.00, 0.31, True","16.00, 0.34, True","15.00, 0.32, True","7.00, 0.19, True","16.00, 0.27, True","16.00, 0.27, True","11.00, 0.20, True","10.00, 0.18, True","19.00, 0.30, True","9.00, 0.17, True","10.00, 0.18, True","9.00, 0.17, True","16.00, 0.21, True","14.00, 0.19, True","13.00, 0.18, True","7.00, 0.06, True","9.00, 0.09, True","12.00, 0.12, True","12.00, 0.09, True","14.00, 0.11, True","12.00, 0.07, True","8.00, 0.04, True","11.00, 0.06, True",A,0.3
template_19,"4.00, 1.00, False","25.00, 1.00, False","6.00, 1.00, False","3.00, 1.00, False","3.00, 1.00, True",None,"2.00, 1.00, True","6.00, 0.79, True","6.00, 0.79, True","21.00, 0.88, True","11.00, 0.69, True","6.00, 0.61, True","3.00, 0.51, True","20.00, 0.76, True","19.00, 0.76, True","20.00, 0.65, True","6.00, 0.45, True","12.00, 0.57, True","15.00, 0.61, True","12.00, 0.57, True","7.00, 0.36, True","19.00, 0.54, True","20.00, 0.55, True","4.00, 0.27, True","16.00, 0.51, True","13.00, 0.47, True","14.00, 0.49, True","14.00, 0.49, True","10.00, 0.33, True","14.00, 0.39, True","17.00, 0.43, True","3.00, 0.15, True","11.00, 0.26, True","12.00, 0.28, True","16.00, 0.34, True","15.00, 0.32, True","8.00, 0.21, True","17.00, 0.28, True","16.00, 0.27, True","11.00, 0.20, True","10.00, 0.18, True","19.00, 0.30, True","8.00, 0.15, True","9.00, 0.17, True","8.00, 0.15, True","15.00, 0.20, True","12.00, 0.16, True","11.00, 0.15, True","7.00, 0.06, True","8.00, 0.08, True","11.00, 0.11, True","11.00, 0.08, True","14.00, 0.11, True","11.00, 0.06, True","8.00, 0.04, True","9.00, 0.04, True",A,0.3
template_27,"2.00, 0.69, False","25.00, 0.89, False","4.00, 0.75, False","3.00, 0.73, False","4.00, 1.00, False","2.00, 1.00, False",None,"7.00, 1.00, True","8.00, 1.00, True","22.00, 1.00, True","13.00, 0.85, True","7.00, 0.80, True","5.00, 0.77, True","21.00, 0.88, True","20.00, 0.88, True","20.00, 0.76, True","8.00, 0.65, True","12.00, 0.70, True","14.00, 0.72, True","13.00, 0.71, True","9.00, 0.52, True","20.00, 0.65, True","20.00, 0.65, True","5.00, 0.42, True","16.00, 0.62, True","14.00, 0.60, True","14.00, 0.60, True","15.00, 0.61, True","11.00, 0.44, True","14.00, 0.49, True","17.00, 0.52, True","4.00, 0.27, True","11.00, 0.34, True","11.00, 0.34, True","16.00, 0.42, True","16.00, 0.42, True","9.00, 0.31, True","18.00, 0.36, True","16.00, 0.34, True","11.00, 0.26, True","10.00, 0.25, True","19.00, 0.37, True","9.00, 0.23, True","10.00, 0.25, True","10.00, 0.25, True","16.00, 0.27, True","12.00, 0.22, True","11.00, 0.20, True","8.00, 0.11, True","10.00, 0.14, True","10.00, 0.14, True","10.00, 0.10, True","15.00, 0.15, True","11.00, 0.08, True","8.00, 0.05, True","8.00, 0.05, True",A,0.29
template_13,"6.00, 0.61, False","21.00, 0.77, False","7.00, 0.63, False","8.00, 0.65, False","7.00, 0.80, False","6.00, 0.79, False","7.00, 1.00, False",None,"8.00, 1.00, None","21.00, 1.00, None","13.00, 1.00, True","7.00, 1.00, True","6.00, 1.00, True","19.00, 1.00, True","19.00, 1.00, True","19.00, 0.87, True","7.00, 0.80, True","12.00, 0.85, True","16.00, 0.86, True","13.00, 0.85, True","10.00, 0.68, True","19.00, 0.76, True","21.00, 0.77, True","3.00, 0.51, True","13.00, 0.71, True","13.00, 0.71, True","13.00, 0.71, True","14.00, 0.72, True","9.00, 0.52, True","13.00, 0.58, True","17.00, 0.63, True","6.00, 0.45, True","9.00, 0.40, True","15.00, 0.50, True","17.00, 0.52, True","14.00, 0.49, True","9.00, 0.40, True","18.00, 0.44, True","17.00, 0.43, True","7.00, 0.26, True","8.00, 0.29, True","17.00, 0.43, True","12.00, 0.36, True","9.00, 0.31, True","9.00, 0.31, True","15.00, 0.32, True","15.00, 0.32, True","14.00, 0.31, True","6.00, 0.12, True","8.00, 0.15, True","14.00, 0.24, True","14.00, 0.19, True","14.00, 0.19, True","13.00, 0.13, True","10.00, 0.10, True","12.00, 0.12, True",A,0.28
template_5,"8.00, 0.65, False","21.00, 0.77, False","5.00, 0.58, False","7.00, 0.63, False","6.00, 0.79, False","6.00, 0.79, False","8.00, 1.00, False","8.00, 1.00, True",None,"19.00, 1.00, None","10.00, 1.00, True","4.00, 1.00, True","7.00, 1.00, True","17.00, 1.00, True","17.00, 1.00, True","17.00, 0.87, True","8.00, 0.81, True","11.00, 0.84, True","15.00, 0.86, True","15.00, 0.86, True","10.00, 0.68, True","19.00, 0.76, True","18.00, 0.75, True","5.00, 0.58, True","14.00, 0.72, True","12.00, 0.70, True","12.00, 0.70, True","15.00, 0.73, True","8.00, 0.50, True","12.00, 0.57, True","16.00, 0.62, True","5.00, 0.42, True","9.00, 0.40, True","16.00, 0.51, True","15.00, 0.50, True","16.00, 0.51, True","8.00, 0.38, True","18.00, 0.44, True","17.00, 0.43, True","10.00, 0.33, True","9.00, 0.31, True","17.00, 0.43, True","11.00, 0.34, True","7.00, 0.26, True","6.00, 0.24, True","16.00, 0.34, True","15.00, 0.32, True","14.00, 0.31, True","5.00, 0.10, True","10.00, 0.18, True","14.00, 0.24, True","14.00, 0.19, True","16.00, 0.21, True","11.00, 0.11, True","6.00, 0.05, True","13.00, 0.13, True",A,0.28
template_36,"21.00, 0.77, False","7.00, 0.63, False","20.00, 0.76, False","19.00, 0.76, False","21.00, 0.88, False","21.00, 0.88, False","22.00, 1.00, False","21.00, 1.00, True","19.00, 1.00, True",None,"20.00, 1.00, True","17.00, 1.00, True","19.00, 1.00, True","7.00, 1.00, True","8.00, 1.00, True","8.00, 0.81, True","19.00, 0.87, True","19.00, 0.87, True","14.00, 0.86, True","19.00, 0.87, True","19.00, 0.76, True","12.00, 0.70, True","13.00, 0.71, True","18.00, 0.75, True","12.00, 0.70, True","19.00, 0.76, True","13.00, 0.71, True","14.00, 0.72, True","14.00, 0.60, True","12.00, 0.57, True","11.00, 0.56, True","19.00, 0.64, True","14.00, 0.49, True","14.00, 0.49, True","12.00, 0.46, True","14.00, 0.49, True","18.00, 0.53, True","10.00, 0.33, True","11.00, 0.34, True","11.00, 0.34, True","13.00, 0.38, True","8.00, 0.29, True","16.00, 0.42, True","11.00, 0.34, True","10.00, 0.33, True","9.00, 0.23, True","12.00, 0.28, True","13.00, 0.30, True","9.00, 0.17, True","14.00, 0.24, True","12.00, 0.22, True","11.00, 0.15, True","8.00, 0.11, True","9.00, 0.09, True","11.00, 0.11, True","12.00, 0.12, True",A,0.28
