"statistic, pvalue, row is better than column",template_35,best set: template_11,template_33,template_5,template_39,template_51,template_10,template_13,template_12,template_6,template_47,template_41,template_49,template_55,template_18,template_1,template_34,template_53,template_17,template_37,template_28,template_21,template_45,template_38,template_4,template_23,template_7,template_3,template_27,template_16,template_26,template_8,template_46,template_29,template_25,template_43,template_32,template_22,template_44,template_9,template_19,template_40,template_50,template_20,template_0,template_52,template_54,template_2,template_24,template_36,template_30,template_14,template_15,template_48,template_31,template_42,group,accuracy
template_35,None,"10.00, 1.00, None","2.00, 1.00, True","6.00, 1.00, True","4.00, 1.00, True","6.00, 0.79, True","11.00, 0.84, True","4.00, 0.75, True","7.00, 0.80, True","7.00, 0.80, True","7.00, 0.63, True","3.00, 0.51, True","7.00, 0.63, True","8.00, 0.65, True","8.00, 0.65, True","6.00, 0.61, True","3.00, 0.51, True","5.00, 0.42, True","8.00, 0.50, True","1.00, 0.12, True","3.00, 0.23, True","3.00, 0.23, True","10.00, 0.42, True","5.00, 0.30, True","5.00, 0.30, True","5.00, 0.30, True","4.00, 0.27, True","7.00, 0.36, True","5.00, 0.30, True","10.00, 0.33, True","3.00, 0.15, True","7.00, 0.26, True","6.00, 0.24, True","2.00, 0.11, True","5.00, 0.21, True","4.00, 0.18, True","2.00, 0.11, True","7.00, 0.26, True","10.00, 0.25, True","4.00, 0.12, True","3.00, 0.09, True","4.00, 0.12, True","6.00, 0.17, True","7.00, 0.19, True","8.00, 0.21, True","4.00, 0.08, True","6.00, 0.12, True","8.00, 0.15, True","6.00, 0.12, True","3.00, 0.06, True","7.00, 0.13, True","6.00, 0.12, True","4.00, 0.05, True","3.00, 0.04, True","4.00, 0.03, True","4.00, 0.02, True",A,0.39
template_11,"10.00, 1.00, True",None,"10.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","11.00, 0.84, True","13.00, 0.85, True","8.00, 0.81, True","7.00, 0.80, True","9.00, 0.82, True","8.00, 0.65, True","7.00, 0.63, True","7.00, 0.63, True","8.00, 0.65, True","9.00, 0.66, True","5.00, 0.58, True","11.00, 0.69, True","8.00, 0.50, True","8.00, 0.50, True","7.00, 0.36, True","9.00, 0.40, True","6.00, 0.33, True","12.00, 0.46, True","9.00, 0.40, True","8.00, 0.38, True","7.00, 0.36, True","6.00, 0.33, True","6.00, 0.33, True","7.00, 0.36, True","10.00, 0.33, True","6.00, 0.24, True","7.00, 0.26, True","10.00, 0.33, True","6.00, 0.24, True","7.00, 0.26, True","8.00, 0.29, True","9.00, 0.31, True","9.00, 0.31, True","11.00, 0.26, True","2.00, 0.07, True","6.00, 0.17, True","6.00, 0.17, True","12.00, 0.28, True","8.00, 0.21, True","8.00, 0.21, True","11.00, 0.20, True","8.00, 0.15, True","9.00, 0.17, True","7.00, 0.13, True","10.00, 0.18, True","12.00, 0.22, True","7.00, 0.13, True","5.00, 0.06, True","9.00, 0.12, True","6.00, 0.05, True","6.00, 0.03, True",A,0.39
template_33,"2.00, 1.00, False","10.00, 1.00, False",None,"7.00, 1.00, None","5.00, 1.00, None","9.00, 1.00, True","12.00, 1.00, True","5.00, 1.00, True","7.00, 1.00, True","9.00, 1.00, True","9.00, 0.82, True","4.00, 0.75, True","9.00, 0.82, True","8.00, 0.81, True","10.00, 0.83, True","8.00, 0.81, True","4.00, 0.75, True","7.00, 0.63, True","10.00, 0.68, True","3.00, 0.34, True","4.00, 0.39, True","5.00, 0.42, True","12.00, 0.57, True","6.00, 0.45, True","5.00, 0.42, True","7.00, 0.48, True","5.00, 0.42, True","9.00, 0.52, True","5.00, 0.42, True","11.00, 0.44, True","4.00, 0.27, True","9.00, 0.40, True","8.00, 0.38, True","3.00, 0.23, True","7.00, 0.36, True","6.00, 0.33, True","3.00, 0.23, True","9.00, 0.40, True","10.00, 0.33, True","5.00, 0.21, True","4.00, 0.18, True","4.00, 0.18, True","7.00, 0.26, True","8.00, 0.29, True","10.00, 0.33, True","6.00, 0.17, True","8.00, 0.21, True","10.00, 0.25, True","6.00, 0.17, True","3.00, 0.09, True","7.00, 0.19, True","7.00, 0.19, True","6.00, 0.12, True","6.00, 0.12, True","5.00, 0.06, True","5.00, 0.04, True",A,0.38
template_5,"6.00, 1.00, False","8.00, 1.00, False","7.00, 1.00, True",None,"9.00, 1.00, None","9.00, 1.00, True","12.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","10.00, 1.00, True","9.00, 0.82, True","7.00, 0.80, True","10.00, 0.83, True","10.00, 0.83, True","12.00, 0.85, True","6.00, 0.79, True","8.00, 0.81, True","9.00, 0.66, True","11.00, 0.69, True","6.00, 0.45, True","6.00, 0.45, True","7.00, 0.48, True","15.00, 0.61, True","8.00, 0.50, True","8.00, 0.50, True","8.00, 0.50, True","3.00, 0.34, True","10.00, 0.54, True","8.00, 0.50, True","13.00, 0.47, True","7.00, 0.36, True","9.00, 0.40, True","8.00, 0.38, True","5.00, 0.30, True","8.00, 0.38, True","7.00, 0.36, True","5.00, 0.30, True","10.00, 0.42, True","11.00, 0.34, True","4.00, 0.18, True","5.00, 0.21, True","7.00, 0.26, True","8.00, 0.29, True","9.00, 0.31, True","8.00, 0.29, True","8.00, 0.21, True","8.00, 0.21, True","12.00, 0.28, True","7.00, 0.19, True","6.00, 0.17, True","9.00, 0.23, True","8.00, 0.21, True","5.00, 0.10, True","7.00, 0.13, True","6.00, 0.08, True","6.00, 0.05, True",A,0.38
template_39,"4.00, 1.00, False","9.00, 1.00, False","5.00, 1.00, True","9.00, 1.00, True",None,"7.00, 1.00, True","9.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","10.00, 1.00, True","7.00, 0.80, True","4.00, 0.75, True","6.00, 0.79, True","5.00, 0.77, True","12.00, 0.85, True","10.00, 0.83, True","4.00, 0.75, True","4.00, 0.55, True","10.00, 0.68, True","2.00, 0.29, True","5.00, 0.42, True","5.00, 0.42, True","10.00, 0.54, True","3.00, 0.34, True","8.00, 0.50, True","8.00, 0.50, True","7.00, 0.48, True","10.00, 0.54, True","5.00, 0.42, True","11.00, 0.44, True","6.00, 0.33, True","9.00, 0.40, True","7.00, 0.36, True","3.00, 0.23, True","6.00, 0.33, True","6.00, 0.33, True","3.00, 0.23, True","8.00, 0.38, True","11.00, 0.34, True","4.00, 0.18, True","5.00, 0.21, True","3.00, 0.15, True","6.00, 0.24, True","9.00, 0.31, True","8.00, 0.29, True","5.00, 0.14, True","5.00, 0.14, True","10.00, 0.25, True","6.00, 0.17, True","4.00, 0.12, True","9.00, 0.23, True","9.00, 0.23, True","7.00, 0.13, True","3.00, 0.06, True","4.00, 0.05, True","5.00, 0.04, True",A,0.38
template_51,"6.00, 0.79, False","11.00, 0.84, False","9.00, 1.00, False","9.00, 1.00, False","7.00, 1.00, False",None,"11.00, 1.00, None","7.00, 1.00, None","11.00, 1.00, None","9.00, 1.00, None","6.00, 1.00, True","7.00, 1.00, True","7.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","9.00, 0.82, True","11.00, 0.84, True","5.00, 0.58, True","7.00, 0.63, True","8.00, 0.65, True","9.00, 0.66, True","7.00, 0.63, True","8.00, 0.65, True","7.00, 0.63, True","8.00, 0.65, True","11.00, 0.69, True","9.00, 0.66, True","11.00, 0.56, True","6.00, 0.45, True","7.00, 0.48, True","5.00, 0.42, True","5.00, 0.42, True","10.00, 0.54, True","6.00, 0.45, True","6.00, 0.45, True","7.00, 0.48, True","10.00, 0.42, True","6.00, 0.33, True","5.00, 0.30, True","8.00, 0.38, True","3.00, 0.23, True","7.00, 0.36, True","5.00, 0.30, True","2.00, 0.11, True","6.00, 0.24, True","10.00, 0.33, True","6.00, 0.24, True","6.00, 0.24, True","12.00, 0.36, True","7.00, 0.26, True","7.00, 0.19, True","3.00, 0.09, True","7.00, 0.13, True","4.00, 0.05, True",A,0.37
template_10,"11.00, 0.84, False","13.00, 0.85, False","12.00, 1.00, False","12.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, True",None,"13.00, 1.00, None","7.00, 1.00, None","9.00, 1.00, None","12.00, 1.00, True","11.00, 1.00, True","12.00, 1.00, True","10.00, 1.00, True","12.00, 1.00, True","13.00, 1.00, True","8.00, 1.00, True","11.00, 0.84, True","13.00, 0.85, True","10.00, 0.68, True","7.00, 0.63, True","10.00, 0.68, True","15.00, 0.73, True","7.00, 0.63, True","7.00, 0.63, True","12.00, 0.70, True","10.00, 0.68, True","13.00, 0.71, True","9.00, 0.66, True","9.00, 0.52, True","8.00, 0.50, True","7.00, 0.48, True","8.00, 0.50, True","10.00, 0.54, True","11.00, 0.56, True","10.00, 0.54, True","7.00, 0.48, True","8.00, 0.50, True","12.00, 0.46, True","9.00, 0.40, True","11.00, 0.44, True","8.00, 0.38, True","6.00, 0.33, True","8.00, 0.38, True","7.00, 0.36, True","5.00, 0.21, True","8.00, 0.29, True","6.00, 0.24, True","4.00, 0.18, True","6.00, 0.24, True","10.00, 0.33, True","9.00, 0.31, True","12.00, 0.28, True","5.00, 0.14, True","10.00, 0.18, True","7.00, 0.09, True",A,0.37
template_13,"4.00, 0.75, False","8.00, 0.81, False","5.00, 1.00, False","10.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, True","13.00, 1.00, True",None,"10.00, 1.00, None","10.00, 1.00, None","8.00, 1.00, True","3.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","6.00, 1.00, True","8.00, 0.81, True","10.00, 0.83, True","2.00, 0.45, True","7.00, 0.63, True","6.00, 0.61, True","12.00, 0.70, True","6.00, 0.61, True","9.00, 0.66, True","7.00, 0.63, True","7.00, 0.63, True","9.00, 0.66, True","5.00, 0.58, True","11.00, 0.56, True","5.00, 0.42, True","9.00, 0.52, True","8.00, 0.50, True","3.00, 0.34, True","8.00, 0.50, True","8.00, 0.50, True","6.00, 0.45, True","9.00, 0.52, True","14.00, 0.49, True","5.00, 0.30, True","6.00, 0.33, True","6.00, 0.33, True","8.00, 0.38, True","8.00, 0.38, True","9.00, 0.40, True","5.00, 0.21, True","8.00, 0.29, True","10.00, 0.33, True","7.00, 0.26, True","5.00, 0.21, True","10.00, 0.33, True","7.00, 0.26, True","6.00, 0.17, True","6.00, 0.17, True","5.00, 0.10, True","6.00, 0.08, True",A,0.37
template_12,"7.00, 0.80, False","7.00, 0.80, False","7.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","11.00, 1.00, True","7.00, 1.00, True","10.00, 1.00, True",None,"6.00, 1.00, None","10.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","7.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","7.00, 1.00, True","8.00, 0.81, True","11.00, 0.84, True","7.00, 0.63, True","5.00, 0.58, True","8.00, 0.65, True","14.00, 0.72, True","7.00, 0.63, True","5.00, 0.58, True","10.00, 0.68, True","7.00, 0.63, True","10.00, 0.68, True","7.00, 0.63, True","9.00, 0.52, True","5.00, 0.42, True","7.00, 0.48, True","7.00, 0.48, True","7.00, 0.48, True","6.00, 0.45, True","8.00, 0.50, True","6.00, 0.45, True","7.00, 0.48, True","11.00, 0.44, True","5.00, 0.30, True","6.00, 0.33, True","3.00, 0.23, True","7.00, 0.36, True","6.00, 0.33, True","8.00, 0.38, True","6.00, 0.24, True","5.00, 0.21, True","8.00, 0.29, True","5.00, 0.21, True","6.00, 0.24, True","9.00, 0.31, True","6.00, 0.24, True","8.00, 0.21, True","5.00, 0.14, True","6.00, 0.12, True","5.00, 0.06, True",A,0.37
template_6,"7.00, 0.80, False","9.00, 0.82, False","9.00, 1.00, False","10.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","6.00, 1.00, True",None,"10.00, 1.00, True","8.00, 1.00, True","8.00, 1.00, True","10.00, 1.00, True","7.00, 1.00, True","6.00, 1.00, True","6.00, 1.00, True","10.00, 0.83, True","10.00, 0.83, True","8.00, 0.65, True","4.00, 0.55, True","8.00, 0.65, True","12.00, 0.70, True","8.00, 0.65, True","4.00, 0.55, True","9.00, 0.66, True","8.00, 0.65, True","10.00, 0.68, True","8.00, 0.65, True","8.00, 0.50, True","5.00, 0.42, True","3.00, 0.34, True","6.00, 0.45, True","7.00, 0.48, True","9.00, 0.52, True","6.00, 0.45, True","6.00, 0.45, True","5.00, 0.42, True","10.00, 0.42, True","6.00, 0.33, True","6.00, 0.33, True","6.00, 0.33, True","3.00, 0.23, True","3.00, 0.23, True","6.00, 0.33, True","4.00, 0.18, True","5.00, 0.21, True","6.00, 0.24, True","5.00, 0.21, True","4.00, 0.18, True","11.00, 0.34, True","4.00, 0.18, True","7.00, 0.19, True","3.00, 0.09, True","8.00, 0.15, True","2.00, 0.02, True",A,0.37
